month	ct_avg_前复权价格	股东人数
2016-11	1.08	551958	
2016-12	0.96	280853	
2017-03	0.93	231746	
2017-06	0.97	182362	
2017-09	0.95	161956	
2017-12	0.76	168565	
2018-03	0.78	163773	
2018-06	0.82	148614	
2018-09	0.89	140023	
2018-12	0.86	136151	
2019-03	0.91	139428	
2019-06	0.87	141049	
2019-09	0.93	132786	
2019-12	0.94	132282	
2020-03	0.85	133117	
2020-06	0.83	129624	
2020-09	0.88	128528	
2020-12	0.84	135171	
2021-03	0.9	121268	
2021-06	0.88	122421	
2021-09	0.82	125819	
2021-12	0.79	129933	
2022-03	0.74	136949	
2022-06	0.72	139849	
2022-09	0.7	137492	
2022-12	0.7	135277	
2023-03	0.71	137494	
2023-06	0.73	136186	
2023-09	0.77	125549	
2023-12	0.75	124176	
2024-03	0.83	112607	
2024-06	0.95	107924	
2024-09	0.96	100102	
