month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2023-01	72	-76.79	
2023-02	73.5	-82.14	
2023-03	70.68	-89.17	
2023-04	65.35	-96.9	
2023-05	60.55	-96.74	
2023-06	61.27	-90.8	
2023-07	59.58	-93.66	
2023-08	58.57	-86.41	
2023-09	52.75	-98.84	
2023-10	51.77	-93.28	
2023-11	53.06	-83.4	
2023-12	46.53	-96.09	
2024-01	46.97	-89.25	
2024-02	44.89	-94.64	
2024-03	51.93	-56.29	
2024-04	53.2	-30.62	
2024-05	49.84	-25.8	
2024-06	33.75	-84.77	
2024-07	29.65	-95.92	
2024-08	28.2	-97.48	
2024-09	29.75	-84.4	
2024-10	39.02	-52.43	
2024-11	41.71	-25.94	
2024-12	38.22	-33.2	
2025-01	34.43	-48.93	
