month	ct_avg_Tdx收盘价	股东人数
2018-01	10.07	299572	
2018-03	12.08	142921	
2018-06	9.72	118436	
2018-09	8.96	110365	
2018-12	8.29	103305	
2019-03	9.03	97224	
2019-06	8.78	83017	
2019-09	8.25	80065	
2019-12	8.72	73925	
2020-03	7.87	75103	
2020-06	7.92	70831	
2020-09	10.21	71859	
2020-12	10.91	67008	
2021-03	11.47	62024	
2021-06	13.32	48984	
2021-09	12.36	53183	
2021-12	11.69	53652	
2022-03	14.61	40303	
2022-06	16.66	39138	
2022-09	16.07	35997	
2022-12	14.79	39225	
2023-03	13.79	52549	
2023-06	12.56	56099	
2023-09	13.85	43240	
2023-12	11.03	57981	
2024-03	13.27	47513	
2024-06	15.14	45975	
2024-09	13.75	45572	
