month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2017-12	3.81	-41.43	
2018-01	3.57	-48.09	
2018-02	3.14	-64.17	
2018-03	3.65	-52.35	
2018-04	4.38	7.29	
2018-05	4	13.27	
2018-06	3.34	-40.98	
2018-07	3.41	-58.08	
2018-08	3.28	-74.34	
2018-09	3.17	-86.61	
2018-10	2.65	-94.74	
2018-11	2.79	-85.84	
2018-12	2.76	-87.28	
2019-01	3.04	-61.45	
2019-02	3.62	-14.11	
2019-03	4.13	22.24	
2019-04	4.02	37.59	
2019-05	3.56	30.31	
2019-06	3.39	8.32	
2019-07	3.63	27.44	
2019-08	4.05	69.56	
2019-09	4.61	82.63	
2019-10	4.63	87.35	
2019-11	4.9	94.52	
2019-12	5.55	96.14	
2020-01	6.16	96.48	
2020-02	7.89	98.75	
2020-03	7.09	83.04	
2020-04	6.59	71.9	
2020-05	7.13	79.02	
2020-06	7.66	86.87	
2020-07	11.09	95.46	
2020-08	10.89	87.29	
2020-09	10.15	75.12	
2020-10	10.51	79.02	
2020-11	10.84	81.21	
2020-12	12.08	89.71	
2021-01	15.92	98.44	
2021-02	16.21	91.37	
2021-03	13.75	75.74	
2021-04	15.05	84.78	
2021-05	16.34	89.78	
2021-06	16.88	88.73	
2021-07	17.46	85.88	
2021-08	15.55	56.94	
2021-09	14.35	21.07	
2021-10	14.87	12.78	
2021-11	17.21	53.41	
2021-12	17.57	71.08	
2022-01	16.78	55.97	
2022-02	15.8	36.77	
2022-03	12.45	-17.28	
2022-04	10.53	-70.3	
2022-05	12.2	-67.11	
2022-06	15.01	-33.38	
2022-07	16	9.78	
2022-08	16	25.58	
2022-09	13.69	-16.67	
2022-10	12.48	-50.28	
2022-11	13.84	-47.32	
2022-12	12.75	-69.28	
2023-01	12.57	-75.84	
2023-02	11.94	-78.97	
2023-03	12.54	-63.59	
2023-04	12.01	-54.37	
2023-05	10.42	-86.74	
2023-06	12.09	-65.94	
2023-07	11.53	-65.05	
2023-08	9.93	-94.25	
2023-09	9.33	-93.93	
2023-10	8.62	-93.96	
2023-11	9.88	-76.1	
2023-12	9.64	-72.07	
2024-01	7.56	-92.04	
2024-02	6.36	-94.45	
2024-03	7.1	-85.25	
2024-04	5.7	-96.7	
2024-05	5.85	-88.57	
2024-06	6.26	-75.05	
2024-07	5.38	-92.24	
2024-08	4.68	-97.85	
2024-09	4.3	-94.31	
2024-10	7.25	-38.24	
2024-11	6.88	-13.31	
2024-12	7.36	11.61	
2025-01	6.43	15.95	
