month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2012-04	15.63	-90.36	
2012-05	14.61	-92.66	
2012-06	12.72	-98.88	
2012-07	11.13	-99.31	
2012-08	11.28	-89.01	
2012-09	10.66	-93.66	
2012-10	9.94	-97.97	
2012-11	8.68	-99.76	
2012-12	8.63	-87.59	
2013-01	9.71	-67.37	
2013-02	11.67	-34.23	
2013-03	15.46	3.06	
2013-04	15.75	26.04	
2013-05	15.39	34.05	
2013-06	10.54	-11.35	
2013-07	16.38	44.72	
2013-08	16.26	63.92	
2013-09	19	80.97	
2013-10	21.15	83.28	
2013-11	19.23	76.95	
2013-12	15.87	42.9	
2014-01	15.89	19.77	
2014-02	17.79	46.43	
2014-03	16.9	24.23	
2014-04	18.51	57.61	
2014-05	17.19	57.5	
2014-06	11.73	-35.31	
2014-07	10.78	-69.8	
2014-08	11.7	-68.67	
2014-09	14.29	-49.24	
2014-10	15.39	-14.83	
2014-11	19.94	25.49	
2014-12	30.1	58.11	
2015-01	38.03	86.87	
2015-02	42.82	97.86	
2015-04	54.53	96.59	
2015-05	77.87	97.01	
2015-06	79.58	90.77	
2015-07	55.23	68.1	
2015-08	43.36	39.92	
2015-09	34.79	11.43	
2015-10	50.04	27.63	
2015-11	61.49	54.76	
2015-12	56.54	50.58	
2016-01	41.39	-1.65	
2016-02	39.98	-22.44	
2016-03	39.37	-35.68	
2016-04	36.95	-45.06	
2016-05	20.72	-78.78	
2016-06	21.7	-78.17	
2016-07	21.4	-78.02	
2016-08	19.87	-86.61	
2016-09	19.37	-93.93	
2016-10	19.41	-88.23	
2016-11	20.26	-70.66	
2016-12	18.55	-76.26	
2017-01	16.41	-98.81	
2017-02	16.39	-89.98	
2017-03	15.86	-95.46	
2017-04	12.97	-99.4	
2017-05	11.1	-93.84	
2017-06	12.22	-82.91	
2017-07	11.43	-86.69	
2017-08	13.48	-59.82	
2017-09	14.38	-27.3	
2017-10	13.4	-32.14	
2017-11	13.18	-34.94	
2017-12	13.3	-19.05	
2018-01	14	-18.99	
2018-02	13.93	16.37	
2018-03	15.17	40.62	
2018-04	15.16	54.07	
2018-05	14.5	46.27	
2018-06	12.82	-8.66	
2018-07	13.19	-23.62	
2018-08	12.82	-47.9	
2018-09	11.35	-67.06	
2018-10	11.51	-71.63	
2018-11	13.02	-53.12	
2018-12	12.72	-51.29	
2019-01	12.69	-45.62	
2019-02	15.58	9.05	
2019-03	19.85	58.63	
2019-04	19.07	69.73	
2019-05	14.29	46.47	
2019-06	13.03	5.55	
2019-07	13.91	0.19	
2019-08	14.11	-4.42	
2019-09	15.7	35.94	
2019-10	15.11	29.46	
2019-11	14.43	5.95	
2019-12	14.9	0.41	
2020-01	15.86	49.89	
2020-02	16.07	32.32	
2020-03	17.49	66.4	
2020-04	17.2	72.87	
2020-05	16.67	68.16	
2020-06	16.8	47.32	
2020-07	25.48	94.29	
2020-08	26.16	90.99	
2020-09	24.43	78.12	
2020-10	25.34	83.59	
2020-11	25.57	81.04	
2020-12	27.56	90.26	
2021-01	36.25	98.04	
2021-02	35.18	89.94	
2021-03	28.39	60.25	
2021-04	29.42	52.17	
2021-05	33.17	77.63	
2021-06	31.01	62.16	
2021-07	31.95	68.26	
2021-08	32.19	72.61	
2021-09	34.09	83.21	
2021-10	33.45	79.58	
2021-11	34.3	82.75	
2021-12	36.95	91.42	
2022-01	33.17	56.67	
2022-02	28.44	10.38	
2022-03	25.41	-28.45	
2022-04	23.97	-51.65	
2022-05	22.27	-73.5	
2022-06	24.37	-66.45	
2022-07	23.43	-77.13	
2022-08	22.26	-87.23	
2022-09	20.32	-94.43	
2022-10	17.11	-96.99	
2022-11	17.67	-88.72	
2022-12	19.47	-72.89	
2023-01	21.57	-45.59	
2023-02	21.86	-24.87	
2023-03	20.19	-40.02	
2023-04	19.54	-25.85	
2023-05	15.58	-76.07	
2023-06	14.34	-86.38	
2023-07	14.51	-86.22	
2023-08	16.21	-65.95	
2023-09	15.49	-71.7	
2023-10	15.05	-79.26	
2023-11	15.23	-67.37	
2023-12	14.18	-89.29	
2024-01	13	-94.2	
2024-02	13.28	-86.42	
2024-03	13.57	-76.83	
2024-04	12.59	-90.8	
2024-05	12.86	-87.32	
2024-06	12	-96.76	
2024-07	10.38	-95.85	
2024-08	10.56	-90.58	
2024-09	11.75	-77.96	
2024-10	22.06	10.86	
2024-11	26.7	63.86	
2024-12	26.72	82.83	
2025-01	23.18	70.19	
2025-02	22.99	67.86	
