month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2021-12	0.77	-77.61	
2022-01	0.78	-66.73	
2022-02	0.78	-60.32	
2022-03	0.74	-85.95	
2022-04	0.73	-85.95	
2022-05	0.73	-86.14	
2022-06	0.73	-76.79	
2022-07	0.72	-83.67	
2022-08	0.71	-82.69	
2022-09	0.69	-87.12	
2022-10	0.64	-94.2	
2022-11	0.64	-87.13	
2022-12	0.66	-78.33	
2023-01	0.65	-79.86	
2023-02	0.65	-74.6	
2023-03	0.64	-78.88	
2023-04	0.66	-62.78	
2023-05	0.71	-4.42	
2023-06	0.66	-19.78	
2023-07	0.66	-27.17	
2023-08	0.67	4.31	
2023-09	0.65	-40.54	
2023-10	0.63	-57.93	
2023-11	0.64	-65.22	
2023-12	0.64	-61.99	
2024-01	0.66	-26.87	
2024-02	0.69	12.18	
2024-03	0.72	49.91	
2024-04	0.75	68.35	
2024-05	0.76	77.95	
2024-06	0.72	60.24	
2024-07	0.75	79.15	
2024-08	0.74	62.99	
2024-09	0.69	13.96	
2024-10	0.78	58.48	
2024-11	0.77	75.09	
2024-12	0.79	82.26	
2025-01	0.76	65.43	
2025-02	0.77	70.54	
