month	ct_avg_Tdx收盘价	人均持股
2000-12	29.08	3228	
2001-12	17.56	2777	
2002-06	12.75	3511	
2002-09	12.93	3516	
2002-12	10.33	3563	
2003-03	10.27	0	
2003-06	10.42	0	
2003-09	8.58	0	
2003-12	8.55	0	
2004-03	10.65	0	
2004-06	11.5	0	
2004-09	10.99	0	
2004-12	12.35	0	
2005-03	13.63	0	
2005-06	12.63	0	
2005-09	15.79	0	
2005-12	14.09	0	
2006-03	15.13	0	
2006-06	23.54	15923	
2006-09	18.6	23731	
2006-12	27.71	37265	
2007-03	35.2	19185	
2007-06	43.75	60474	
2007-09	43.14	43504	
2007-12	52.43	45238	
2008-03	48.42	41502	
2008-06	36.1	62593	
2008-09	34.06	72993	
2008-12	37.1	73830	
2009-03	39.74	31227	
2009-06	34.85	66840	
2009-09	42.22	79399	
2009-12	49.76	91921	
2010-03	43.08	66914	
2010-06	44.78	71057	
2010-09	46.68	93791	
2010-12	56.61	65873	
2011-03	48.05	29929	
2011-06	29.83	42885	
2011-09	29.72	47165	
2011-12	30.21	51752	
2012-03	27.02	48276	
2012-06	27.88	62608	
2012-09	30.55	68649	
2012-12	28.37	68066	
2013-03	33.16	64247	
2013-06	28.28	52237	
2013-09	33.35	71617	
2013-12	35.86	84027	
2014-03	34.5	73434	
2014-06	33.15	84443	
2014-09	35.55	74618	
2014-12	37.19	62878	
2015-03	43.22	79795	
2015-06	52.1	52364	
2015-09	45.7	57917	
2015-12	50.02	63061	
2016-03	47.2	67177	
2016-06	42.65	87985	
2016-09	43.72	88865	
2016-12	46.47	85736	
2017-02	49.13	85861	
2017-03	52.06	69454	
2017-06	50.42	54031	
2017-09	58.38	56833	
2017-12	68.4	34372	
2018-03	81.5	39904	
2018-06	77.85	32949	
2018-09	61.84	30104	
2018-12	57.68	29076	
2019-03	70.99	40571	
2019-06	62.91	42202	
2019-09	80.06	39568	
2019-12	85.12	28828	
2020-03	86.76	33380	
2020-06	86.55	27155	
2020-09	90.62	18127	
2020-12	99.37	18792	
2021-03	92.41	14435	
2021-06	74.75	10436	
2021-09	47.83	8853	
2021-12	50.15	8602	
2022-03	37.7	7923	
2022-06	32.72	7831	
2022-09	34.11	8760	
2022-12	38.3	9792	
2023-03	42.26	10896	
2023-06	46.27	12670	
2023-09	43.05	12718	
2023-12	45.09	13703	
2024-03	45.1	14472	
2024-06	41.48	14010	
2024-09	45.11	15266	
