month	ct_avg_前复权价格	股东人数
2000-12	1.05	12390	
2001-12	1.02	23046	
2002-06	0.89	21876	
2002-09	0.9	21841	
2002-12	0.72	21557	
2003-03	0.72	22336	
2003-06	0.73	24357	
2003-09	0.6	21253	
2003-12	0.6	24318	
2004-03	0.75	21425	
2004-06	0.82	16324	
2004-09	0.78	14517	
2004-12	0.88	13196	
2005-03	0.97	12966	
2005-06	0.9	10737	
2005-09	1.14	9235	
2005-12	1.02	8877	
2006-03	1.09	8124	
2006-06	2.01	6029	
2006-09	2.2	5259	
2006-12	3.28	3349	
2007-03	4.17	6505	
2007-06	6.76	4130	
2007-09	6.67	5741	
2007-12	8.11	5521	
2008-03	7.47	6018	
2008-06	6.71	5657	
2008-09	6.33	4851	
2008-12	6.9	4796	
2009-03	7.38	11339	
2009-06	7.8	9287	
2009-09	9.44	7818	
2009-12	11.13	6753	
2010-03	10.54	11132	
2010-06	11.98	10483	
2010-09	12.56	7942	
2010-12	15.23	11308	
2011-03	12.92	24889	
2011-06	12.06	26118	
2011-09	12.02	23748	
2011-12	12.21	21643	
2012-03	10.92	23201	
2012-06	12.44	19679	
2012-09	13.63	17980	
2012-12	12.66	18134	
2013-03	14.8	19212	
2013-06	13.58	25992	
2013-09	16.41	18993	
2013-12	17.64	16188	
2014-03	16.97	18523	
2014-06	17.99	17719	
2014-09	19.29	20052	
2014-12	19.51	23796	
2015-03	22.67	18751	
2015-06	30.94	37146	
2015-09	31.22	33654	
2015-12	34.17	30909	
2016-03	32.24	29023	
2016-06	32.16	26591	
2016-09	35.92	26367	
2016-12	38.18	27329	
2017-02	40.36	27295	
2017-03	42.77	33743	
2017-06	49.82	52049	
2017-09	57.69	49554	
2017-12	67.59	81935	
2018-03	80.53	70591	
2018-06	100.13	111141	
2018-09	79.54	121645	
2018-12	74.19	125944	
2019-03	92.93	108549	
2019-06	97.38	104352	
2019-09	123.92	111300	
2019-12	131.76	152767	
2020-03	134.28	132209	
2020-06	161.13	195020	
2020-09	168.72	292154	
2020-12	185	281801	
2021-03	172.04	367598	
2021-06	156.85	610142	
2021-09	107.09	719246	
2021-12	112.29	741588	
2022-03	83.97	805097	
2022-06	73.26	814616	
2022-09	76.67	728175	
2022-12	86.1	651444	
2023-03	95.01	585456	
2023-06	104.28	503111	
2023-09	97.11	501188	
2023-12	101.73	465165	
2024-03	101.75	440465	
2024-06	93.59	455320	
2024-09	102.26	417865	
