month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2018-12	3.14	-16.49	
2019-01	3.25	-13.07	
2019-02	3.63	32.26	
2019-03	4.19	60.46	
2019-04	4.14	66.07	
2019-05	4.03	58.44	
2019-06	4.17	63.39	
2019-07	4.52	84.28	
2019-08	4.79	92.73	
2019-09	5.12	96.07	
2019-10	5.68	98.31	
2019-11	6.06	97.15	
2019-12	5.91	88.96	
2020-01	6.55	94.75	
2020-02	7.88	99.24	
2020-03	8.02	89.89	
2020-04	8.48	95.11	
2020-05	9.22	97.07	
2020-06	10.28	98.93	
2020-07	10.46	91.65	
2020-08	10.97	91.11	
2020-09	11.59	91.8	
2020-10	12.89	97.54	
2020-11	12.18	83.63	
2020-12	12.86	88.24	
2021-01	14.05	95.36	
2021-02	13.88	90	
2021-03	12.16	52.13	
2021-04	13.89	82.06	
2021-05	16.2	95.14	
2021-06	17.69	97.62	
2021-07	17.01	86.48	
2021-08	17.73	85.84	
2021-09	18.33	82.28	
2021-10	18.64	88.06	
2021-11	19.68	85.96	
2021-12	20.85	89.17	
2022-01	16.39	42.95	
2022-02	14.24	5.69	
2022-03	15.77	-7.8	
2022-04	14.04	-30.31	
2022-05	12.11	-64.52	
2022-06	12.47	-70.88	
2022-07	12.61	-73.81	
2022-08	11.09	-88.82	
2022-09	9.76	-95.45	
2022-10	9.25	-92.3	
2022-11	9.65	-83.32	
2022-12	8.75	-93.75	
2023-01	10.2	-65.57	
2023-02	9.93	-56.34	
2023-03	8.95	-78.42	
2023-04	9.05	-75.75	
2023-05	8.54	-87.1	
2023-06	8.47	-87.9	
2023-07	7.92	-95.75	
2023-08	8.41	-77.72	
2023-09	8.88	-53.66	
2023-10	10.2	0.73	
2023-11	9.67	11.24	
2023-12	7.93	-29.08	
2024-01	6.69	-69.85	
2024-02	6.17	-80.04	
2024-03	6.46	-86.39	
2024-04	5.27	-97.41	
2024-05	5.32	-91.34	
2024-06	4.81	-99.11	
2024-07	4.47	-92.86	
2024-08	4.54	-86.4	
2024-09	4.41	-88.02	
2024-10	5.37	-46.58	
2024-11	5.79	-15.99	
2024-12	5.42	-10.35	
2025-01	4.93	-32.44	
