month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2004-06	23.06	78.5	
2004-07	20.98	60.84	
2004-08	21.06	51.05	
2004-09	23.09	66.92	
2004-10	27.65	91.69	
2004-11	29.73	95.24	
2004-12	29.27	90.1	
2005-01	27.41	71.07	
2005-02	27.81	66.9	
2005-03	29.63	85.17	
2005-04	32.05	91.07	
2005-05	27.93	63.99	
2005-06	23.89	5.97	
2005-07	23.29	-24.32	
2005-08	27.37	1.24	
2005-09	29.62	38.31	
2005-10	32.81	56.31	
2005-11	32.56	61.53	
2005-12	31.45	65.91	
2006-01	32.9	73.61	
2006-02	32.24	60.56	
2006-03	36.09	89.6	
2006-04	48.28	98.21	
2006-05	59.73	96.92	
2006-06	61.41	94.05	
2006-07	60.78	90.98	
2006-08	56.31	79.15	
2006-09	64.85	93.41	
2006-10	66.51	92.23	
2006-11	62.99	77.99	
2006-12	71.88	95.07	
2007-01	82.32	95.89	
2007-02	77.18	86.31	
2007-03	74.7	76.87	
2007-04	83.02	91.12	
2007-05	87.07	90.63	
2007-06	99.16	95.92	
2007-07	93.97	83.12	
2007-08	101.3	87.89	
2007-09	94.67	75.09	
2007-10	81.65	28.77	
2007-11	72.19	-7.34	
2007-12	77.47	-10.12	
2008-03	104.61	36	
2008-04	96.35	48.57	
2008-05	102.01	66.02	
2008-06	91.37	37.9	
2008-07	91.75	17.59	
2008-08	90.41	12.9	
2008-09	54.39	-51.29	
2008-10	42.7	-81.16	
2008-11	38.33	-89.46	
2008-12	48.07	-74.88	
2009-01	49.48	-73.87	
2009-02	51.8	-55.8	
2009-03	52.05	-50.61	
2009-04	62.38	-15.39	
2009-05	66.9	8.72	
2009-06	36.92	-40.86	
2009-07	39.32	-61.65	
2009-08	36.73	-79.29	
2009-09	39.17	-68.47	
2009-10	40.13	-56.31	
2009-11	43.81	-38.09	
2009-12	44.22	-31.33	
2010-01	43.45	-29.73	
2010-02	44.5	-13.15	
2010-03	47.88	24.58	
2010-04	43.14	22.86	
2010-05	19.96	-71.52	
2010-06	19.81	-78.1	
2010-07	21.41	-77.6	
2010-08	24.7	-67.61	
2010-09	26.91	-52.54	
2010-10	25.57	-55.12	
2010-11	33.31	-18.79	
2010-12	34.12	3.84	
2011-01	32.45	7.75	
2011-02	31.49	0.77	
