month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2012-09	6.89	0.45	
2012-10	6.94	0.44	
2012-11	6.71	0.38	
2012-12	6.49	0.32	
2013-01	6.83	0.37	
2013-02	6.86	0.36	
2013-03	7.1	0.39	
2013-04	6.89	0.33	
2013-05	6.66	0.27	
2013-06	6.39	0.21	
2013-07	5.79	0.08	
2013-08	6.78	0.25	
2013-09	8.06	0.47	
2013-10	7.6	0.37	
2013-11	7.59	0.35	
2013-12	7.5	0.32	
2014-01	6.82	0.18	
2014-02	7.09	0.22	
2014-03	7.01	0.19	
2014-04	7.84	0.32	
2014-05	7.68	0.27	
2014-06	7.33	0.2	
2014-07	7.92	0.28	
2014-08	8.6	0.38	
2014-09	8.7	0.38	
2014-10	9.04	0.41	
2014-11	8.67	0.34	
2014-12	9.07	0.38	
2015-01	9.24	0.39	
2015-02	8.81	0.31	
2015-03	9.71	0.43	
2015-04	10.91	0.58	
2015-05	11.74	0.67	
2015-06	14.44	1.02	
2015-07	10.3	0.42	
2015-08	9.89	0.35	
2015-09	8.33	0.13	
2015-10	8.95	0.2	
2015-11	9.5	0.26	
2015-12	10.04	0.32	
2016-01	8.82	0.15	
2016-02	9.86	0.27	
2016-03	11.68	0.49	
2016-04	12.51	0.58	
2016-05	11.7	0.47	
2016-06	12.14	0.51	
2016-07	13.39	0.65	
2016-08	13.91	0.7	
2016-09	13.59	0.65	
2016-10	13.87	0.68	
2016-11	12.99	0.56	
2016-12	11.72	0.4	
2017-01	11.5	0.36	
2017-02	11.57	0.35	
2017-03	12	0.39	
2017-04	11.5	0.32	
2017-05	10.82	0.24	
2017-06	11.36	0.29	
2017-07	12.01	0.35	
2017-08	13.16	0.47	
2017-09	14.61	0.61	
2017-10	15.55	0.7	
2017-11	19.16	1.06	
2017-12	23.22	1.45	
2018-01	25.74	1.67	
2018-02	23.64	1.41	
2018-03	22.73	1.29	
2018-04	20.52	1.04	
2018-05	22.66	1.22	
2018-06	19.68	0.91	
2018-07	18.91	0.81	
2018-08	17.24	0.64	
2018-09	15.99	0.51	
2018-10	15.26	0.43	
2018-11	16.76	0.55	
2018-12	16.97	0.56	
2019-01	16.09	0.47	
2019-02	17.93	0.63	
2019-03	20.09	0.81	
2019-04	22	0.95	
2019-05	20.78	0.83	
2019-06	21.07	0.83	
2019-07	22.71	0.95	
2019-08	23.53	1	
2019-09	25.12	1.11	
2019-10	23.27	0.94	
2019-11	24.16	0.99	
2019-12	24.84	1.02	
2020-01	27.02	1.16	
2020-02	27.81	1.19	
2020-03	29.54	1.29	
2020-04	30.85	1.35	
2020-05	29.16	1.18	
2020-06	30.74	1.26	
2020-07	33.85	1.44	
2020-08	35.09	1.48	
2020-09	35.83	1.49	
2020-10	33.35	1.27	
2020-11	35.61	1.38	
2020-12	37.27	1.44	
2021-01	43.89	1.81	
2021-02	46.37	1.89	
2021-03	45.99	1.8	
2021-04	42.98	1.56	
2021-05	45.13	1.63	
2021-06	42.1	1.4	
2021-07	38.41	1.16	
2021-08	38.61	1.13	
2021-09	40.66	1.2	
2021-10	36.79	0.96	
2021-11	40	1.09	
2021-12	40.45	1.08	
2022-01	42.65	1.15	
2022-02	45.5	1.25	
2022-03	46.77	1.27	
2022-04	42.37	1.02	
2022-05	35.93	0.69	
2022-06	38.52	0.79	
2022-07	36.69	0.68	
2022-08	37.11	0.68	
2022-09	38.43	0.71	
2022-10	34.11	0.5	
2022-11	33.54	0.46	
2022-12	33.29	0.43	
2023-01	32.8	0.4	
2023-02	33.31	0.41	
2023-03	31.29	0.31	
2023-04	30.35	0.26	
2023-05	28.16	0.16	
2023-06	26.97	0.1	
2023-07	28.28	0.15	
2023-08	28.59	0.15	
2023-09	28.96	0.16	
2023-10	28.41	0.13	
2023-11	29.29	0.15	
2023-12	30.24	0.18	
2024-01	29.67	0.15	
2024-02	30.02	0.16	
2024-03	30.89	0.18	
2024-04	31.07	0.18	
2024-05	34.92	0.31	
2024-06	34.6	0.29	
2024-07	36.44	0.34	
2024-08	36.6	0.34	
2024-09	35.21	0.27	
2024-10	42.42	0.52	
2024-11	41.08	0.46	
2024-12	39.44	0.38	
2025-01	39.94	0.39	
2025-02	40.75	0.4	
