month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2016-02	0.93	-80.61	
2016-03	1.03	-75.12	
2016-04	1.06	-64.87	
2016-05	1.02	-66.54	
2016-06	1.08	-52.68	
2016-07	1.36	15.94	
2016-08	1.32	28.15	
2016-09	1.29	35.36	
2016-10	1.39	53.12	
2016-11	1.43	71.55	
2016-12	1.17	15.63	
2017-01	1.16	-14.34	
2017-02	1.25	0.99	
2017-03	1.34	32.14	
2017-04	1.38	50.4	
2017-05	1.3	27.77	
2017-06	1.48	79.02	
2017-07	1.87	91.28	
2017-08	1.85	87.97	
2017-09	2.02	96.09	
2017-10	1.88	78.62	
2017-11	1.87	70.09	
2017-12	1.86	56.55	
2018-01	2.13	89.57	
2018-02	2.13	86.37	
2018-03	1.86	49.35	
2018-04	1.78	18.5	
2018-05	1.91	28.04	
2018-06	1.96	37.41	
2018-07	1.82	-13.88	
2018-08	1.81	-38.12	
2018-09	1.97	-5.31	
2018-10	2.07	44	
2018-11	1.95	34.13	
2018-12	1.88	-3.26	
2019-01	1.91	-7.06	
2019-02	2.07	48.87	
2019-03	2.15	76.87	
2019-04	2.27	88.6	
2019-05	2.16	79.91	
2019-06	2.16	72.13	
2019-07	2.26	89.67	
2019-08	2.28	87.54	
2019-09	2.29	85.04	
2019-10	2.18	48.51	
2019-11	2.12	12.54	
2019-12	2.18	15.83	
2020-01	2.24	41.29	
2020-02	2.02	-28.88	
2020-03	1.91	-59.94	
2020-04	1.87	-75.59	
2020-05	1.84	-88.39	
2020-06	1.81	-89.87	
2020-07	2.08	-33.15	
2020-08	2.08	-3.06	
2020-09	2.23	32.43	
2020-10	2.38	50.17	
2020-11	2.63	66.75	
2020-12	2.56	66.3	
2021-01	2.76	86.74	
2021-02	2.87	90.71	
2021-03	2.96	92.82	
2021-04	2.99	91.5	
2021-05	3.14	93.35	
2021-06	3.17	93.71	
2021-07	3.08	78.21	
2021-08	3.19	80.28	
2021-09	4.29	97.86	
2021-10	4.03	86.16	
2021-11	3.41	62.38	
2021-12	3.63	67.16	
2022-01	3.58	55.26	
2022-02	4.01	82.03	
2022-03	4.25	86.57	
2022-04	4.78	93.28	
2022-05	4.98	93.8	
2022-06	5.79	96.85	
2022-07	6.01	92.6	
2022-08	6.34	93.91	
2022-09	7.16	94.13	
2022-10	6.52	77.85	
2022-11	6.1	56.86	
2022-12	5.75	29.99	
2023-01	5.87	24.16	
2023-02	5.82	9.2	
2023-03	5.91	8.89	
2023-04	5.98	14.66	
2023-05	5.94	25.45	
2023-06	5.37	-41.79	
2023-07	5.67	-50.21	
2023-08	5.58	-57.92	
2023-09	6.3	6.7	
2023-10	6.27	31.25	
2023-11	6.34	55.68	
2023-12	6.82	83.93	
2024-01	7.81	99.15	
2024-02	8.65	99.43	
2024-03	8.81	91.45	
2024-04	8.82	90.76	
2024-05	8.62	78.93	
2024-06	9.21	94.97	
2024-07	9.04	82.57	
2024-08	8.46	48.17	
2024-09	8.67	36.7	
2024-10	9.08	70.49	
2024-11	8.63	35.42	
2024-12	8.76	29.1	
2025-01	8.02	-25.89	
2025-02	7.58	-41.07	
