month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
1999-07	29.31	59.88	
1999-08	26.27	54.42	
1999-09	25.61	56.17	
1999-10	22.86	39.62	
1999-11	22.29	35.35	
1999-12	22.1	14.8	
2000-01	23.84	32.71	
2000-02	25.72	55.2	
2000-03	30.11	71.73	
2000-04	21.15	30.04	
2000-05	18.95	-19.05	
2000-06	19.04	-48.21	
2000-07	18.76	-76.74	
2000-08	19.73	-63.51	
2000-09	18	-81.72	
2000-10	17.21	-92.23	
2000-11	17.33	-86.48	
2000-12	16.84	-96.07	
2001-01	17.04	-84.88	
2001-02	15.02	-98.69	
2001-03	15.2	-89	
2001-04	15.18	-89.37	
2001-05	15.02	-89.04	
2001-06	15.29	-74.75	
2001-07	15.25	-57.59	
2001-08	13.64	-94.52	
2001-09	12.24	-98.79	
2001-10	10.38	-98.21	
2001-11	10.67	-89	
2001-12	10.94	-81.42	
2002-01	9.17	-96.03	
2002-02	9.43	-88.39	
2002-03	10.36	-71.26	
2002-04	10.2	-67.35	
2002-05	9.53	-81.46	
2002-06	9.31	-87.32	
2002-07	10.35	-42.04	
2002-08	10.04	-37.46	
2002-09	9.79	-46.47	
2002-10	9.2	-80.71	
2002-11	8.56	-84.48	
2002-12	8.31	-87.05	
2003-01	8.43	-83.79	
2003-02	8.72	-66.55	
2003-03	8.27	-79.93	
2003-04	8.51	-68.3	
2003-05	8.82	-45.36	
2003-06	8.76	-24.78	
2003-07	8.43	-54.31	
2003-08	8.32	-65.85	
2003-09	8.56	-42.25	
2003-10	8.96	9.98	
2003-11	8.76	18.89	
2003-12	9.8	60.23	
2004-01	11.63	89.49	
2004-02	12.31	90.27	
2004-03	12.32	90.41	
2004-04	12.69	90.66	
2004-05	11.14	62.92	
2004-06	10.65	37.05	
2004-07	10.46	12.66	
2004-08	10.56	9.25	
2004-09	10.22	-19.52	
2004-10	10.3	-27.4	
2004-11	11.43	14.04	
2004-12	11.89	52.84	
2005-01	11.22	37.41	
2005-02	10.93	6.87	
2005-03	8.79	-34.28	
2005-04	7.08	-76.57	
2005-05	6.77	-88.67	
2005-06	7.06	-83.28	
2005-07	6.94	-80.19	
2005-08	6.27	-91.5	
2005-09	7.46	-58.85	
2005-10	7.84	-31.81	
2005-11	7.56	-25.44	
2005-12	7.17	-31.82	
2006-01	8.04	8.15	
2006-02	7.83	15.18	
2006-03	8.01	19.64	
2006-04	10.14	39.51	
2006-05	12.51	64.86	
2006-06	12.08	74.11	
2006-07	12.84	85.76	
2006-08	11.23	66.26	
2006-09	12.02	73.64	
2006-10	12.83	83.61	
2006-11	12.54	77.35	
2006-12	13.97	89.46	
2007-01	19.35	99.33	
2007-02	20.49	95.53	
2007-06	29.31	99.2	
2007-07	36.31	98.94	
2007-08	49.83	98.76	
2007-09	43.09	85.48	
2007-10	26.67	52.42	
2007-11	22.76	21.91	
2007-12	27.42	26.16	
2008-01	31.86	40.91	
2008-02	30.56	28.06	
2008-03	26.5	7.68	
2008-04	21.14	-29.55	
2008-05	22.41	-35.58	
2008-06	16.15	-70.07	
2008-07	17.69	-73	
2008-08	16.73	-82.34	
2008-09	15.47	-85.53	
2008-10	16.41	-77.72	
2008-11	18.57	-61.09	
2008-12	23.55	0.89	
2009-01	22.81	13.99	
2009-02	24.67	37.23	
2009-03	25.04	50.04	
2009-04	28.55	68.7	
2009-05	29.56	76.39	
2009-06	19.81	26.5	
2009-07	19.59	-16.3	
2009-08	19.27	-38.6	
2009-09	20.73	-36.1	
2009-10	22.35	-16.85	
2009-11	23.61	15.18	
2009-12	23.96	35.23	
2010-01	23.78	43.13	
2010-02	21.47	-13.27	
2010-03	21.31	-32.39	
2010-04	20.4	-56.38	
2010-05	17.8	-72.45	
2010-06	16.67	-78.43	
2010-07	15.14	-81.98	
2010-08	16.96	-70.19	
2010-09	17.62	-58.65	
2010-10	19.38	-33.39	
2010-11	19.8	-12.26	
2010-12	19.4	-2.87	
2011-01	18.4	-23.75	
2011-02	19.84	8.57	
2011-03	20.73	40.22	
2011-04	19.68	33.32	
2011-05	17.91	-12.05	
2011-06	13.59	-48.3	
2011-07	13.06	-65.65	
2011-08	10.95	-86.14	
2011-09	10.15	-95.7	
2011-10	10.12	-91.35	
2011-11	10.15	-86.39	
2011-12	8.44	-99.7	
2012-01	7.97	-92.02	
2012-02	8.49	-80.13	
2012-03	8.38	-81.57	
2012-04	7.83	-90.96	
2012-05	7.93	-88.35	
2012-06	7.31	-95.77	
2012-07	6.36	-97.93	
2012-08	6.36	-91.85	
2012-09	6.03	-95.4	
2012-10	6.42	-80.06	
2012-11	5.99	-93.1	
2012-12	6.22	-75.42	
2013-01	7.35	-23.75	
2013-02	7.86	11.73	
2013-03	7.28	13.65	
2013-04	6.73	-9.03	
2013-05	7.92	26.91	
2013-06	8.17	51.31	
2013-07	8.38	67.16	
2013-08	8.45	74.92	
2013-09	10.34	94.27	
2013-10	12.45	95.04	
2013-11	11.62	88.43	
2013-12	10.72	70.86	
2014-01	10.3	58.39	
2014-02	10.22	47.66	
2014-03	9.15	10.93	
2014-04	9.29	-2.3	
2014-05	8.62	-29.87	
2014-06	8.55	-38.62	
2014-07	8.81	-34.04	
2014-08	9.18	-15.09	
2014-09	9.91	11.01	
2014-10	9.64	17.41	
2014-11	10.15	45.27	
2014-12	11.79	67.78	
2015-01	12.98	79.06	
2015-02	11.81	72.8	
2015-03	12.96	87.91	
2015-04	17.11	98.44	
2015-05	17.4	92.5	
2015-06	17.63	89.5	
2015-07	14.24	55.58	
2015-08	12.93	27	
2015-09	11.1	-14.2	
2015-10	11.79	-18.8	
2015-11	12.42	-15.94	
2015-12	11.76	-34.78	
2016-01	9.75	-63.93	
2016-02	8.76	-76.49	
2016-03	8.89	-79.74	
2016-04	9.02	-74.02	
2016-05	8.46	-92.73	
2016-06	8.39	-91.21	
2016-07	8.76	-67.22	
2016-08	8.96	-44.68	
2016-09	8.86	-41.43	
2016-10	8.89	-31.19	
2016-11	9.22	3.49	
2016-12	9.28	15.79	
2017-01	9.31	25.99	
2017-02	10.1	54.41	
2017-03	10.85	69.57	
2017-04	11.5	81.1	
2017-05	10.19	52.23	
2017-06	9.97	30.58	
2017-07	10.12	30.36	
2017-08	10.1	29.39	
2017-09	10.07	15.14	
2017-10	9.98	-1.79	
2017-11	10.49	43.87	
2017-12	9.77	-4.08	
2018-01	10	-18.75	
2018-02	9.03	-68.04	
2018-03	8.98	-79.02	
2018-04	8.45	-91.37	
2018-05	8.09	-89.29	
2018-06	7.08	-97.81	
2018-07	6.76	-94.07	
2018-08	6.68	-92.62	
2018-09	6.94	-73.87	
2018-10	6.73	-78.52	
2018-11	6.98	-55.36	
2018-12	6.92	-52.19	
2019-01	7.22	-18.79	
2019-02	7.66	8.63	
2019-03	8.28	31.25	
2019-04	8.34	40.52	
2019-05	7.19	-0.22	
2019-06	7.17	-16.07	
2019-07	7.03	-30.2	
2019-08	6.68	-49.07	
2019-09	6.69	-56.96	
2019-10	6.53	-70.88	
2019-11	6.45	-74.66	
2019-12	6.52	-72.65	
2020-01	6.66	-55.13	
2020-02	6.22	-86.65	
2020-03	7.5	-12.3	
2020-04	7.6	32.74	
2020-05	7.43	44	
2020-06	6.92	15.89	
2020-07	7.73	54.19	
2020-08	8.6	85.88	
2020-09	8.43	87.46	
2020-10	8.91	91.35	
2020-11	8.4	76.74	
2020-12	9.06	79.11	
2021-01	11.43	98.44	
2021-02	13.06	96.37	
2021-03	11.43	79.5	
2021-04	11.49	76.83	
2021-05	12.09	86.11	
2021-06	11.63	62.76	
2021-07	14.27	91.23	
2021-08	17.46	98.25	
2021-09	25.99	95.8	
2021-10	23.79	89.28	
2021-11	23.39	81.05	
2021-12	22.18	68.67	
2022-01	19.57	42.15	
2022-02	19.72	34.93	
2022-03	20.11	32.5	
2022-04	19.42	11.23	
2022-05	20.51	13.49	
2022-06	25.75	61.86	
2022-07	27.15	76.02	
2022-08	24.92	70.38	
2022-09	23.45	46.9	
2022-10	21.87	11.61	
2022-11	21.62	-10.88	
2022-12	20.21	-32.43	
2023-01	20.37	-30.97	
2023-02	21.27	-22.05	
2023-03	21.68	-6.68	
2023-04	22.07	2.02	
2023-05	23.22	32.1	
2023-06	22.32	22.68	
2023-07	19.47	-10.03	
2023-08	15.57	-83.46	
2023-09	14.6	-95.4	
2023-10	14.33	-93.12	
2023-11	14.01	-95.49	
2023-12	13.4	-97.36	
2024-01	14.2	-72.28	
2024-02	14.56	-56.44	
2024-03	15.73	-31.59	
2024-04	14.49	-39.51	
2024-05	14.7	-29.91	
2024-06	14.26	-36.65	
2024-07	13.34	-72.94	
2024-08	12.96	-80.88	
2024-09	12.42	-86.32	
2024-10	13.72	-58.38	
2024-11	13.99	-26.23	
2024-12	12.86	-71.06	
2025-01	12.13	-87.15	
