month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2002-04	8.63	0.25	
2002-05	8.43	0.22	
2002-06	7.98	0.15	
2002-07	8.77	0.26	
2002-08	8.36	0.19	
2002-09	8.21	0.16	
2002-10	7.58	0.07	
2002-11	6.76	-0.05	
2002-12	6.49	-0.09	
2003-01	6.59	-0.08	
2003-02	6.94	-0.03	
2003-03	6.84	-0.05	
2003-04	6.82	-0.05	
2003-05	6.52	-0.1	
2003-06	6.69	-0.08	
2003-07	6.56	-0.1	
2003-08	6.4	-0.13	
2003-09	6.4	-0.13	
2003-10	6.62	-0.1	
2003-11	6.36	-0.14	
2003-12	6.59	-0.11	
2004-01	6.46	-0.12	
2004-02	7.6	0.04	
2004-03	7.39	0.02	
2004-04	7	-0.04	
2004-05	6.73	-0.08	
2004-06	6.21	-0.15	
2004-07	5.95	-0.19	
2004-08	5.77	-0.21	
2004-09	5.76	-0.21	
2004-10	5.82	-0.2	
2004-11	6.2	-0.15	
2004-12	6.19	-0.15	
2005-01	6.16	-0.16	
2005-02	6.14	-0.16	
2005-03	5.99	-0.18	
2005-04	6.42	-0.12	
2005-05	6.59	-0.09	
2005-06	6.24	-0.14	
2005-07	6.73	-0.07	
2005-08	7.32	0.02	
2005-09	7.68	0.07	
2005-10	8.21	0.14	
2005-11	7.64	0.06	
2005-12	7.65	0.06	
2006-01	8.15	0.12	
2006-02	8.31	0.14	
2006-03	9.42	0.29	
2006-04	13.45	0.82	
2006-05	15.83	1.11	
2006-06	15.62	1.06	
2006-07	16.37	1.13	
2006-08	16.43	1.11	
2006-09	16.49	1.09	
2006-10	18.47	1.31	
2006-11	19.19	1.36	
2006-12	27.53	2.3	
2007-01	38.41	3.43	
2007-02	37.72	3.2	
2007-03	33.16	2.58	
2007-04	34.99	2.66	
2007-05	36.39	2.69	
2007-06	38.55	2.78	
2007-07	34.85	2.32	
2007-08	39.32	2.63	
2007-09	39.85	2.57	
2007-10	37.68	2.28	
2007-11	30	1.56	
2007-12	33.84	1.83	
2008-01	34.83	1.85	
2008-02	29.43	1.36	
2008-03	26.17	1.07	
2008-04	17.57	0.38	
2008-05	18.54	0.44	
2008-06	14.39	0.11	
2008-07	13.81	0.06	
2008-08	11.54	-0.12	
2008-09	10.07	-0.23	
2008-10	9.62	-0.27	
2008-11	11.4	-0.13	
2008-12	11.95	-0.09	
2009-01	11.85	-0.1	
2009-02	14.24	0.07	
2009-03	16.53	0.24	
2009-04	18.8	0.4	
2009-05	19.92	0.47	
2009-06	22.29	0.63	
2009-07	31.05	1.24	
2009-08	31.19	1.22	
2009-09	30.88	1.17	
2009-10	32.57	1.25	
2009-11	38.25	1.59	
2009-12	42.55	1.82	
2010-01	39.84	1.59	
2010-02	39.31	1.51	
2010-03	38.44	1.4	
2010-04	44.29	1.71	
2010-05	42.48	1.54	
2010-06	42.94	1.52	
2010-07	46.09	1.64	
2010-08	53.61	2	
2010-09	61.3	2.33	
2010-10	67.05	2.53	
2010-11	75.82	2.85	
2010-12	70.3	2.46	
2011-01	59.69	1.87	
2011-02	60.37	1.83	
2011-03	60.16	1.75	
2011-04	65.17	1.9	
2011-05	68.99	1.99	
2011-06	67.64	1.86	
2011-07	76.75	2.15	
2011-08	83.32	2.31	
2011-09	77.47	2	
2011-10	65.52	1.48	
2011-11	69.78	1.58	
2011-12	64.47	1.33	
2012-01	54.41	0.93	
2012-02	60.83	1.12	
2012-03	67.25	1.3	
2012-04	69.79	1.33	
2012-05	75.67	1.47	
2012-06	50.31	0.62	
2012-07	38.29	0.22	
2012-08	37.99	0.2	
2012-09	37.29	0.17	
2012-10	42.66	0.32	
2012-11	39.82	0.22	
2012-12	36.41	0.1	
2013-01	39.6	0.19	
2013-02	35.6	0.06	
2013-03	36.76	0.08	
2013-04	29.57	-0.13	
2013-05	27.87	-0.19	
2013-06	27.26	-0.21	
2013-07	23.27	-0.33	
2013-08	22.78	-0.35	
2013-09	20.2	-0.42	
2013-10	17.93	-0.49	
2013-11	18.79	-0.47	
2013-12	18.83	-0.47	
2014-01	18.14	-0.49	
2014-02	16.77	-0.53	
2014-03	16.66	-0.53	
2014-04	15.56	-0.56	
2014-05	14.22	-0.6	
2014-06	13.29	-0.63	
2014-07	14.6	-0.59	
2014-08	15.98	-0.56	
2014-09	16.71	-0.54	
2014-10	16.51	-0.54	
2014-11	18.33	-0.49	
2014-12	22.21	-0.38	
2015-01	22.68	-0.37	
2015-02	19.97	-0.45	
2015-03	21.21	-0.41	
2015-04	23.63	-0.35	
2015-05	22.81	-0.37	
2015-06	26.31	-0.27	
2015-07	19.42	-0.46	
2015-08	18.12	-0.49	
2015-09	15.49	-0.56	
2015-10	16.74	-0.52	
2015-11	17.84	-0.49	
2015-12	17.8	-0.49	
2016-01	16.48	-0.52	
2016-02	16.13	-0.53	
2016-03	16.7	-0.51	
2016-04	17.44	-0.49	
2016-05	20.8	-0.39	
2016-06	22.02	-0.35	
2016-07	23.48	-0.3	
2016-08	21.45	-0.36	
2016-09	20.09	-0.41	
2016-10	21.21	-0.37	
2016-11	22.88	-0.33	
2016-12	23.68	-0.3	
2017-01	25.53	-0.25	
2017-02	27.16	-0.21	
2017-03	30.94	-0.11	
2017-04	30.84	-0.11	
2017-05	30.68	-0.12	
2017-06	33.99	-0.03	
2017-07	34.99	-0.01	
2017-08	44.5	0.25	
2017-09	51.26	0.43	
2017-10	55.47	0.53	
2017-11	55.91	0.53	
2017-12	54.62	0.49	
2018-01	60.08	0.62	
2018-02	56.26	0.51	
2018-03	56.43	0.51	
2018-04	55.23	0.47	
2018-05	59.84	0.58	
2018-06	63.68	0.67	
2018-07	62.03	0.62	
2018-08	50.01	0.31	
2018-09	45.21	0.18	
2018-10	36.96	-0.03	
2018-11	33.5	-0.12	
2018-12	37.63	-0.01	
2019-01	36.54	-0.03	
2019-02	45.93	0.22	
2019-03	55.69	0.49	
2019-04	58.9	0.58	
2019-05	56.68	0.52	
2019-06	60.11	0.62	
2019-07	69.36	0.86	
2019-08	69.26	0.86	
2019-09	76.88	1.06	
2019-10	83.93	1.23	
2019-11	94.08	1.49	
2019-12	87.56	1.32	
2020-01	92.55	1.44	
2020-02	86.48	1.27	
2020-03	88.97	1.32	
2020-04	96.93	1.51	
2020-05	117.23	1.98	
2020-06	135.37	2.38	
2020-07	161.03	2.93	
2020-08	175.52	3.18	
2020-09	198.27	3.58	
2020-10	215.14	3.79	
2020-11	250.77	4.33	
2020-12	304.93	5.14	
2021-01	381.72	6.18	
2021-02	389.56	5.88	
2021-03	310.16	4.23	
2021-04	372.31	4.94	
2021-05	435.38	5.54	
2021-06	467.43	5.59	
2021-07	348.78	3.71	
2021-08	300.78	2.92	
2021-09	296.88	2.74	
2021-10	323.24	2.92	
2021-11	302.79	2.55	
2021-12	319.56	2.62	
2022-01	285.35	2.14	
2022-02	286.82	2.07	
2022-03	271.12	1.82	
2022-04	259.01	1.63	
2022-05	256.01	1.54	
2022-06	292.61	1.82	
2022-07	293.19	1.76	
2022-08	274.16	1.52	
2022-09	293.51	1.63	
2022-10	260.11	1.28	
2022-11	257.22	1.21	
2022-12	278.92	1.34	
2023-01	294.23	1.41	
2023-02	289.78	1.32	
2023-03	271.4	1.13	
2023-04	246.92	0.91	
2023-05	227.16	0.73	
2023-06	205.4	0.54	
2023-07	212.37	0.57	
2023-08	230.96	0.68	
2023-09	250.94	0.8	
2023-10	235.19	0.66	
2023-11	242.65	0.68	
2023-12	224.56	0.54	
2024-01	208.07	0.41	
2024-02	223.63	0.49	
2024-03	245.86	0.61	
2024-04	248.24	0.6	
2024-05	259.24	0.65	
2024-06	228.81	0.44	
2024-07	193	0.2	
2024-08	181.9	0.12	
2024-09	166.24	0.01	
2024-10	199.42	0.2	
2024-11	212.59	0.27	
2024-12	195.67	0.15	
2025-01	176.28	0.03	
