month	ct_avg_Tdx收盘价	股东人数
1999-12	25.51	221309	
2000-06	23.7	295316	
2000-12	21.42	309541	
2001-12	16.07	270463	
2002-03	15.92	257057	
2002-06	15.11	249342	
2002-09	12.22	252957	
2002-12	9.96	253718	
2003-03	10.16	262284	
2003-06	12.46	265110	
2003-09	9.91	271689	
2003-12	10.07	262324	
2004-03	10.89	265823	
2004-06	8.94	270538	
2004-09	8.68	263887	
2004-12	7.17	261945	
2005-03	7.25	259922	
2005-06	7.21	239758	
2005-09	8.51	219996	
2005-12	9.3	201923	
2006-03	10.84	183893	
2006-06	9.5	189281	
2006-09	10.33	150638	
2006-12	17.74	79002	
2007-03	24.49	63123	
2007-06	34.96	55839	
2007-09	51.29	60160	
2007-12	51.03	63832	
2008-03	35.3	123573	
2008-06	25.26	179310	
2008-09	16.7	209421	
2008-12	13.77	228113	
2009-03	19.57	202171	
2009-06	23.69	250550	
2009-09	20.11	429704	
2009-12	21.59	477125	
2010-03	21.8	430667	
2010-06	15.57	450341	
2010-09	13.42	479021	
2010-12	12.71	551057	
2011-03	13.29	468771	
2011-06	10.17	428978	
2011-09	8.94	451474	
2011-12	8.6	437294	
2012-03	9.27	425738	
2012-06	8.38	456587	
2012-09	7.38	459462	
2012-12	8.72	411643	
2013-03	10.68	419169	
2013-06	8.76	435168	
2013-09	10.52	525076	
2013-12	9.75	520753	
2014-03	9.11	516985	
2014-06	9.47	492305	
2014-09	9.67	447325	
2014-12	13.72	371109	
2015-03	15.02	413279	
2015-06	17.39	379582	
2015-09	15.35	239254	
2015-12	18.91	196015	
2016-03	17.66	184005	
2016-06	17.17	173951	
2016-09	16.47	162071	
2016-12	16.72	160501	
2017-03	16.17	173130	
2017-06	12.65	187842	
2017-09	12.9	192174	
2017-12	12.76	184640	
2018-03	12.19	204319	
2018-06	10.1	205902	
2018-09	10.27	197612	
2018-12	10.48	190753	
2019-03	11.51	190370	
2019-06	11.69	174702	
2019-09	11.78	165563	
2019-12	12.13	167830	
2020-03	10.52	181626	
2020-06	10.57	178204	
2020-09	9.84	217916	
2020-12	9.8	221395	
2021-03	10.8	191362	
2021-06	10.11	203736	
2021-09	9.17	213211	
2021-12	8.6	217077	
2022-03	8.06	222729	
2022-06	7.93	217677	
2022-09	7.18	218756	
2022-12	7.27	210944	
2023-03	7.19	211836	
2023-06	7.35	201993	
2023-09	7.09	196192	
2023-12	6.64	195776	
2024-03	7.1	184536	
2024-06	8.2	164613	
2024-09	8.74	146495	
