month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2011-10	6.46	-0.06	
2011-11	6.1	-0.11	
2011-12	4.88	-0.29	
2012-01	4.9	-0.29	
2012-02	5.15	-0.26	
2012-03	4.99	-0.28	
2012-04	4.7	-0.32	
2012-05	4.76	-0.31	
2012-06	4.66	-0.32	
2012-07	4.54	-0.34	
2012-08	3.9	-0.43	
2012-09	3.42	-0.5	
2012-10	3.54	-0.48	
2012-11	3.45	-0.49	
2012-12	3.65	-0.46	
2013-01	4	-0.41	
2013-02	3.98	-0.41	
2013-03	3.76	-0.45	
2013-04	3.52	-0.48	
2013-05	3.46	-0.49	
2013-06	3.17	-0.53	
2013-07	2.69	-0.6	
2013-08	2.7	-0.6	
2013-09	2.92	-0.57	
2013-10	2.82	-0.58	
2013-11	2.81	-0.58	
2013-12	2.81	-0.58	
2014-01	2.62	-0.61	
2014-02	2.65	-0.61	
2014-03	2.53	-0.62	
2014-04	2.51	-0.63	
2014-05	2.36	-0.65	
2014-06	2.3	-0.66	
2014-07	2.37	-0.65	
2014-08	2.51	-0.63	
2014-09	2.77	-0.59	
2014-10	2.97	-0.56	
2014-11	3.59	-0.47	
2014-12	5.19	-0.23	
2015-01	5.36	-0.21	
2015-02	4.81	-0.29	
2015-03	6.76	-0.01	
2015-04	9.84	0.43	
2015-05	9.76	0.41	
2015-06	12.97	0.85	
2015-07	11.82	0.67	
2015-08	10.72	0.51	
2015-09	7.81	0.1	
2015-10	8.49	0.2	
2015-11	8.76	0.24	
2015-12	8.35	0.2	
2016-01	7.35	0.08	
2016-02	6.6	-0.01	
2016-03	6.23	-0.04	
2016-04	6.29	0	
2016-05	7.02	0.15	
2016-06	7.08	0.19	
2016-07	7.98	0.36	
2016-08	7.89	0.35	
2016-09	7.17	0.24	
2016-10	7.19	0.25	
2016-11	7.38	0.28	
2016-12	7.13	0.23	
2017-01	7.28	0.25	
2017-02	7.49	0.28	
2017-03	7.85	0.33	
2017-04	8.09	0.36	
2017-05	8.1	0.35	
2017-06	8.86	0.47	
2017-07	8.42	0.39	
2017-08	8.25	0.35	
2017-09	8.62	0.41	
2017-10	8.32	0.35	
2017-11	9.91	0.6	
2017-12	11.42	0.82	
2018-01	11.2	0.77	
2018-02	11.88	0.86	
2018-03	10.99	0.71	
2018-04	10.08	0.56	
2018-05	10.33	0.59	
2018-06	10.02	0.53	
2018-07	7.45	0.14	
2018-08	6.69	0.02	
2018-09	6.5	0	
2018-10	5.99	-0.08	
2018-11	6.91	0.06	
2018-12	7.16	0.1	
2019-01	7.06	0.08	
2019-02	7.66	0.18	
2019-03	8.2	0.27	
2019-04	8.7	0.35	
2019-05	7.32	0.14	
2019-06	7.33	0.14	
2019-07	7.52	0.17	
2019-08	6.72	0.05	
2019-09	6.79	0.06	
2019-10	6.72	0.05	
2019-11	6.76	0.06	
2019-12	6.83	0.08	
2020-01	7.01	0.1	
2020-02	6.02	-0.05	
2020-03	5.64	-0.11	
2020-04	5.2	-0.18	
2020-05	5.11	-0.2	
2020-06	5.26	-0.17	
2020-07	5.52	-0.13	
2020-08	5.67	-0.11	
2020-09	6.13	-0.04	
2020-10	5.84	-0.09	
2020-11	6.02	-0.06	
2020-12	6.08	-0.05	
2021-01	5.72	-0.11	
2021-02	6.11	-0.06	
2021-03	6.63	0.02	
2021-04	6.72	0.03	
2021-05	6.48	-0.01	
2021-06	6.24	-0.05	
2021-07	5.85	-0.11	
2021-08	5.51	-0.17	
2021-09	5.9	-0.11	
2021-10	6.3	-0.06	
2021-11	6.57	-0.02	
2021-12	6.36	-0.06	
2022-01	7.12	0.05	
2022-02	7.31	0.07	
2022-03	6.58	-0.04	
2022-04	6.67	-0.04	
2022-05	6.08	-0.13	
2022-06	6.64	-0.05	
2022-07	6.73	-0.04	
2022-08	6.3	-0.11	
2022-09	6.54	-0.08	
2022-10	6.54	-0.09	
2022-11	7.1	-0.02	
2022-12	7.6	0.05	
2023-01	7.7	0.05	
2023-02	7.47	0.02	
2023-03	7.81	0.06	
2023-04	7.92	0.07	
2023-05	6.75	-0.09	
2023-06	6.02	-0.19	
2023-07	6.54	-0.12	
2023-08	6.67	-0.1	
2023-09	6.3	-0.15	
2023-10	5.89	-0.19	
2023-11	6.12	-0.16	
2023-12	5.88	-0.18	
2024-01	5.81	-0.19	
2024-02	5.8	-0.19	
2024-03	5.69	-0.2	
2024-04	5.59	-0.21	
2024-05	5.81	-0.18	
2024-06	5.84	-0.17	
2024-07	5.86	-0.17	
2024-08	5.75	-0.19	
2024-09	5.59	-0.21	
2024-10	5.94	-0.16	
2024-11	6.36	-0.09	
2024-12	6.8	-0.03	
2025-01	6.26	-0.11	
2025-02	5.87	-0.16	
