month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2018-12	21.31	3.69	-0.52	-80	0.34	-78.17	
2019-01	22.03	3.82	-0.5	-77.27	0.37	-75.73	
2019-02	25.15	4.36	-0.42	-48.81	0.55	-47.5	
2019-03	27.02	4.64	-0.35	-19.77	0.63	-19.09	
2019-04	27.38	4.72	-0.32	3.22	0.64	5.7	
2019-05	23.32	4.04	-0.41	-44.51	0.39	-39.73	
2019-06	23.1	4	-0.4	-56.16	0.37	-54.65	
2019-07	23.77	4.15	-0.36	-52.06	0.41	-46.89	
2019-08	23.08	4.03	-0.36	-55.8	0.35	-53	
2019-09	24.38	4.26	-0.31	-34.87	0.42	-28.62	
2019-10	24.23	4.23	-0.31	-10.32	0.4	1.93	
2019-11	25.78	4.51	-0.25	37.88	0.47	42.43	
2019-12	28.65	5.01	-0.16	69.85	0.62	70.66	
2020-01	30.75	5.37	-0.08	81.86	0.72	82.14	
2020-02	29.54	5.16	-0.11	75.8	0.63	73.75	
2020-03	26.94	4.71	-0.18	47.04	0.47	49.15	
2020-04	29.47	5.15	-0.09	59.82	0.59	60.8	
2020-05	34.78	6.08	0.08	89.48	0.85	89.83	
2020-06	35.08	6.13	0.09	91.03	0.84	91.03	
2020-07	47.4	8.3	0.48	99.07	1.43	99.07	
2020-08	54.44	9.55	0.69	99.15	1.73	99.15	
2020-09	54.61	9.58	0.69	91.96	1.68	91.88	
2020-10	63.03	11.06	0.93	98.1	2.01	98.1	
2020-11	80.5	14.12	1.42	98.3	2.71	98.3	
2020-12	86.4	15.15	1.54	97.94	2.83	98.02	
2021-01	95.86	16.81	1.76	97.05	3.08	97.05	
2021-02	101.36	17.78	1.85	95.36	3.14	95.42	
2021-03	85.31	14.96	1.36	69.8	2.38	69.72	
2021-04	84.13	14.76	1.28	55.53	2.23	55.61	
2021-05	89.35	15.67	1.38	59.47	2.32	59.47	
2021-06	69.03	17.02	0.82	20.45	2.49	79.46	
2021-07	77.49	20.47	1.02	1.58	3.04	91.11	
2021-08	77.15	20.38	0.98	-1.46	2.87	88.07	
2021-09	67.31	17.78	0.71	-41.12	2.27	61.7	
2021-10	62.4	16.48	0.58	-51.12	1.95	28.46	
2021-11	67.93	17.94	0.71	-45.54	2.13	48.05	
2021-12	69.12	18.26	0.72	-44.49	2.09	51.24	
2022-01	65.43	17.28	0.62	-57	1.85	22.46	
2022-02	62.8	16.59	0.56	-72.38	1.68	-15.12	
2022-03	58.43	15.2	0.44	-81.49	1.4	-35.56	
2022-04	53.43	14.11	0.32	-90.69	1.19	-57.05	
2022-05	58.25	15.39	0.44	-78.38	1.34	-47.13	
2022-06	65.75	17.37	0.63	-41.67	1.58	-8.46	
2022-07	63.63	16.88	0.58	-34.18	1.46	0.64	
2022-08	62.96	16.7	0.57	-27.79	1.38	4.15	
2022-09	57.76	15.33	0.43	-69.43	1.15	-46.43	
2022-10	63.77	16.92	0.56	-34.82	1.32	-14.96	
2022-11	69.89	18.54	0.7	19.72	1.49	41.15	
2022-12	69.5	18.44	0.67	40.26	1.43	60.31	
2023-01	68.31	18.13	0.63	38.62	1.34	59.49	
2023-02	72.68	19.29	0.71	71.12	1.43	85.4	
2023-03	71.12	18.87	0.66	71.47	1.33	78.65	
2023-04	65.9	17.49	0.52	35.48	1.12	42.9	
2023-05	58.88	15.62	0.35	-20.54	0.86	-12.68	
2023-06	61.02	16.26	0.4	-35.31	0.91	-27.1	
2023-07	67.74	18.08	0.54	5.49	1.09	12.03	
2023-08	68.2	18.21	0.54	27.68	1.07	31.48	
2023-09	68.8	18.37	0.55	49.06	1.05	50.89	
2023-10	63.95	17.07	0.44	2.41	0.88	7.09	
2023-11	62.46	16.67	0.4	-44.52	0.81	-39.37	
2023-12	60.98	16.28	0.36	-65.82	0.75	-61.61	
2024-01	56.59	15.11	0.26	-82.71	0.6	-79.63	
2024-02	60.79	16.23	0.35	-71.56	0.7	-68.94	
2024-03	63.62	16.98	0.4	-37.46	0.75	-35.16	
2024-04	59.94	16	0.32	-65.8	0.63	-65.45	
2024-05	60.78	16.24	0.33	-57.5	0.63	-57.01	
2024-06	53.7	14.45	0.17	-90.74	0.44	-90.18	
2024-07	48.95	13.17	0.06	-94.8	0.3	-94.25	
2024-08	43.04	11.58	-0.07	-98.3	0.13	-98.13	
2024-09	45.52	12.25	-0.02	-84.92	0.18	-84.92	
2024-10	58.72	15.8	0.26	-36.06	0.51	-35.42	
2024-11	59.78	16.08	0.27	-9.48	0.52	-8.76	
2024-12	60.61	16.31	0.28	10.31	0.52	11.08	
2025-01	59.31	15.96	0.24	16.67	0.47	18.01	
2025-02	67.65	18.2	0.4	42.68	0.65	45.72	
