month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2012-10	0.81	-69.74	
2012-11	0.83	-62.78	
2012-12	0.9	-37.16	
2013-01	0.99	2.14	
2013-02	1.09	24.76	
2013-03	1.05	27.85	
2013-04	1.1	42.91	
2013-05	1.37	66.19	
2013-06	1.35	76.42	
2013-07	1.61	89.44	
2013-08	1.73	91.6	
2013-09	1.88	96.15	
2013-10	2.22	97.07	
2013-11	2.08	87.12	
2013-12	2.16	87.62	
2014-01	2.52	98.34	
2014-02	2.95	97.71	
2014-03	3	92.77	
2014-04	2.73	73.85	
2014-05	2.32	41.21	
2014-06	2.29	21.92	
2014-07	2.34	15.84	
2014-08	2.37	3.53	
2014-09	2.48	21.26	
2014-10	2.3	0.35	
2014-11	2.24	-36.92	
2014-12	2.48	1.32	
2015-01	2.8	43.62	
2015-02	2.78	55.24	
2015-03	3.17	75.85	
2015-04	3.45	83.16	
2015-05	4.52	97.5	
2015-06	5.04	91.2	
2015-07	3.92	71.86	
2015-08	3.61	49.75	
2015-09	3.02	8.57	
2015-10	3.67	22.37	
2015-11	4	49.49	
2015-12	3.83	37.5	
2016-01	3.12	-14.29	
2016-02	3.09	-36.07	
2016-03	3.01	-54.39	
2016-04	3.17	-54.51	
2016-05	3.05	-71.3	
2016-06	3.22	-43.79	
2016-07	3.22	-24.91	
2016-08	3.17	-37.19	
2016-09	3.17	-27.9	
2016-10	3.44	21.09	
2016-11	3.51	46.1	
2016-12	3.4	42.41	
2017-01	3.39	37.65	
2017-02	3.6	67.56	
2017-03	3.79	85.17	
2017-04	3.94	90.28	
2017-05	3.9	84.64	
2017-06	4.14	93.55	
2017-07	4.23	91.75	
2017-08	4.38	96.78	
2017-09	4.82	98.13	
2017-10	5.14	98.95	
2017-11	4.88	83.28	
2017-12	4.74	70.41	
2018-01	4.78	64.25	
2018-02	4.95	71.85	
2018-03	5.73	92.37	
2018-04	5.61	85.86	
2018-05	5.65	86.28	
2018-06	5.69	86.34	
2018-07	5.13	43.55	
2018-08	4.66	-0.66	
2018-09	4.55	-23.4	
2018-10	4.01	-48.61	
2018-11	3.97	-58.48	
2018-12	3.69	-78.17	
2019-01	3.82	-75.73	
2019-02	4.36	-47.5	
2019-03	4.64	-19.09	
2019-04	4.72	5.7	
2019-05	4.04	-39.73	
2019-06	4	-54.65	
2019-07	4.15	-46.89	
2019-08	4.03	-53	
2019-09	4.26	-28.62	
2019-10	4.23	1.93	
2019-11	4.51	42.43	
2019-12	5.01	70.66	
2020-01	5.37	82.14	
2020-02	5.16	73.75	
2020-03	4.71	49.15	
2020-04	5.15	60.8	
2020-05	6.08	89.83	
2020-06	6.13	91.03	
2020-07	8.3	99.07	
2020-08	9.55	99.15	
2020-09	9.58	91.88	
2020-10	11.06	98.1	
2020-11	14.12	98.3	
2020-12	15.15	98.02	
2021-01	16.81	97.05	
2021-02	17.78	95.42	
2021-03	14.96	69.72	
2021-04	14.76	55.61	
2021-05	15.67	59.47	
2021-06	17.02	79.46	
2021-07	20.47	91.11	
2021-08	20.38	88.07	
2021-09	17.78	61.7	
2021-10	16.48	28.46	
2021-11	17.94	48.05	
2021-12	18.26	51.24	
2022-01	17.28	22.46	
2022-02	16.59	-15.12	
2022-03	15.2	-35.56	
2022-04	14.11	-57.05	
2022-05	15.39	-47.13	
2022-06	17.37	-8.46	
2022-07	16.88	0.64	
2022-08	16.7	4.15	
2022-09	15.33	-46.43	
2022-10	16.92	-14.96	
2022-11	18.54	41.15	
2022-12	18.44	60.31	
2023-01	18.13	59.49	
2023-02	19.29	85.4	
2023-03	18.87	78.65	
2023-04	17.49	42.9	
2023-05	15.62	-12.68	
2023-06	16.26	-27.1	
2023-07	18.08	12.03	
2023-08	18.21	31.48	
2023-09	18.37	50.89	
2023-10	17.07	7.09	
2023-11	16.67	-39.37	
2023-12	16.28	-61.61	
2024-01	15.11	-79.63	
2024-02	16.23	-68.94	
2024-03	16.98	-35.16	
2024-04	16	-65.45	
2024-05	16.24	-57.01	
2024-06	14.45	-90.18	
2024-07	13.17	-94.25	
2024-08	11.58	-98.13	
2024-09	12.25	-84.92	
2024-10	15.8	-35.42	
2024-11	16.08	-8.76	
2024-12	16.31	11.08	
2025-01	15.96	18.01	
2025-02	18.2	45.72	
