month	ct_avg_前复权价格	股东人数
1994-12	0.58	19932	
1995-12	0.92	32624	
1997-12	1.23	59357	
1998-12	1.19	61288	
1999-06	1.37	55705	
1999-12	1.37	51208	
2000-06	1.62	51991	
2000-12	2.03	48557	
2001-12	1.77	41929	
2002-06	1.71	40877	
2002-09	1.76	41177	
2002-12	1.39	42001	
2003-03	1.47	40746	
2003-06	1.44	39219	
2003-09	1.38	37892	
2003-12	1.42	36775	
2004-03	1.59	36391	
2004-06	1.34	35626	
2004-09	1.25	34851	
2004-12	1.35	33776	
2005-03	1.3	33029	
2005-06	1.36	31611	
2005-09	1.71	27432	
2005-12	1.7	26053	
2006-03	2.18	22808	
2006-06	4.62	16009	
2006-09	4.94	11957	
2006-12	8.25	8511	
2007-03	9.94	15979	
2007-06	11.67	17567	
2007-09	12.09	18166	
2007-12	10.27	30806	
2008-03	7.92	38498	
2008-06	4.35	37067	
2008-09	3.1	35066	
2008-12	3.68	32906	
2009-03	5.09	26383	
2009-06	6.89	25649	
2009-09	9.62	22396	
2009-12	13.26	19462	
2010-03	11.97	17932	
2010-06	13.41	12075	
2010-09	19.31	11596	
2010-12	22.14	21070	
2011-03	18.95	22689	
2011-06	21.36	17266	
2011-09	24.59	15485	
2011-12	20.46	15315	
2012-03	21.34	14658	
2012-06	23.73	22927	
2012-09	23.83	21122	
2012-12	23.27	21789	
2013-03	23.49	36015	
2013-06	17.48	42147	
2013-09	13.32	53198	
2013-12	12.41	49794	
2014-03	10.99	53018	
2014-06	8.88	52337	
2014-09	11.3	43826	
2014-12	14.66	39422	
2015-03	14	49011	
2015-06	17.37	52179	
2015-09	10.23	39661	
2015-12	11.75	36701	
2016-03	11.03	31754	
2016-06	14.54	30437	
2016-09	13.44	43431	
2016-12	15.84	34524	
2017-03	20.7	32104	
2017-06	22.74	32145	
2017-09	34.86	31945	
2017-12	37.15	34710	
2018-03	38.38	28163	
2018-06	43.31	26708	
2018-09	31.14	36808	
2018-12	25.92	41462	
2019-03	38.36	32087	
2019-06	41.41	28953	
2019-09	53.54	30528	
2019-12	60.97	40419	
2020-03	61.96	30573	
2020-06	94.46	36278	
2020-09	138.97	45006	
2020-12	213.72	51494	
2021-03	217.39	62837	
2021-06	327.62	63475	
2021-09	291.44	80396	
2021-12	313.71	78609	
2022-03	266.79	80957	
2022-06	287.5	58142	
2022-09	289.77	58268	
2022-12	275.36	61317	
2023-03	267.94	67920	
2023-06	203.57	110239	
2023-09	251.95	74036	
2023-12	225.46	74862	
2024-03	246.85	61874	
2024-06	229.72	67263	
2024-09	170.68	78971	
