month	ct_avg_Tdx收盘价	人均持股
1994-12	4.02	2509	
1995-12	6.05	1533	
1997-12	5.87	1205	
1998-12	5.61	1167	
1999-06	6.44	1284	
1999-12	6.46	1396	
2000-06	7.64	1375	
2000-12	9.52	1579	
2001-12	8.3	1829	
2002-06	7.98	1876	
2002-09	8.21	1862	
2002-12	6.49	1826	
2003-03	6.84	1882	
2003-06	6.69	1955	
2003-09	6.4	2024	
2003-12	6.59	2085	
2004-03	7.39	2107	
2004-06	6.21	2152	
2004-09	5.76	2200	
2004-12	6.19	2270	
2005-03	5.99	2322	
2005-06	6.24	2426	
2005-09	7.68	2795	
2005-12	7.65	2943	
2006-03	9.42	3362	
2006-06	15.62	6371	
2006-09	16.49	8530	
2006-12	27.53	11983	
2007-03	33.16	6383	
2007-06	38.55	8632	
2007-09	39.85	8347	
2007-12	33.84	4922	
2008-03	26.17	3939	
2008-06	14.39	4675	
2008-09	10.07	4942	
2008-12	11.95	5266	
2009-03	16.53	6568	
2009-06	22.29	16879	
2009-09	30.88	19330	
2009-12	42.55	22245	
2010-03	38.44	24143	
2010-06	42.94	35853	
2010-09	61.3	37334	
2010-12	70.3	20547	
2011-03	60.16	19081	
2011-06	67.64	25074	
2011-09	77.47	27958	
2011-12	64.47	28268	
2012-03	67.25	29535	
2012-06	50.31	37765	
2012-09	37.29	40993	
2012-12	36.41	39738	
2013-03	36.76	24041	
2013-06	27.26	20544	
2013-09	20.2	16276	
2013-12	18.83	17389	
2014-03	16.66	16331	
2014-06	13.29	16544	
2014-09	16.71	19756	
2014-12	22.21	21964	
2015-03	21.21	17666	
2015-06	26.31	16594	
2015-09	15.49	21831	
2015-12	17.8	23592	
2016-03	16.7	27267	
2016-06	22.02	28447	
2016-09	20.09	19936	
2016-12	23.68	25080	
2017-03	30.94	26970	
2017-06	33.99	26936	
2017-09	51.26	27104	
2017-12	54.62	24945	
2018-03	56.43	30744	
2018-06	63.68	32419	
2018-09	45.21	23523	
2018-12	37.63	20883	
2019-03	55.69	26984	
2019-06	60.11	29905	
2019-09	76.88	28362	
2019-12	87.56	21422	
2020-03	88.97	28321	
2020-06	135.37	23867	
2020-09	198.27	19239	
2020-12	304.93	16815	
2021-03	310.16	13779	
2021-06	467.43	19147	
2021-09	296.88	15117	
2021-12	319.56	15461	
2022-03	271.12	15012	
2022-06	292.61	20944	
2022-09	293.51	20898	
2022-12	278.92	19859	
2023-03	271.4	17929	
2023-06	205.4	11067	
2023-09	250.94	16478	
2023-12	224.56	16296	
2024-03	245.86	19717	
2024-06	228.81	18137	
2024-09	166.24	15448	
