month	ct_avg_前复权价格	股东人数
2006-12	0.97	6876	
2007-03	1.11	7657	
2007-06	1.17	8413	
2007-09	1.56	6123	
2007-12	1.47	6156	
2008-03	1.83	4079	
2008-06	1.26	6267	
2008-09	0.81	8219	
2008-12	1.15	8829	
2009-03	1.54	9278	
2009-06	1.67	18771	
2009-09	1.63	9769	
2009-12	1.82	17254	
2010-03	1.96	11850	
2010-06	1.57	13963	
2010-09	2.1	10699	
2010-12	2.52	11639	
2011-03	2.93	8550	
2011-06	2.43	12081	
2011-09	2.22	17731	
2011-12	2.19	18177	
2012-03	1.82	28824	
2012-06	1.68	27835	
2012-09	1.6	26262	
2012-12	1.38	24969	
2013-03	1.5	26445	
2013-06	1.33	25859	
2013-09	1.54	22730	
2013-12	1.53	21157	
2014-03	1.78	18929	
2014-06	1.9	18894	
2014-09	3.21	18140	
2014-12	3.91	19197	
2015-03	6.87	26427	
2015-06	8.39	25785	
2015-09	7.31	26410	
2015-12	9.59	41153	
2016-03	9	39248	
2016-06	10.23	52951	
2016-09	9.13	56125	
2016-12	8.28	63563	
2017-03	8.54	57345	
2017-04	8.72	50613	
2017-06	7.87	50329	
2017-08	8.55	53761	
2017-09	8.63	58867	
2017-12	6.6	68414	
2018-03	6.48	67061	
2018-04	5.87	67132	
2018-05	5.23	68262	
2018-06	4.49	68027	
2018-07	4.12	68850	
2018-09	4.11	69100	
2018-10	3.68	65388	
2018-11	3.84	63980.67	
2018-12	3.65	64250.5	
2019-01	3.69	62337.5	
2019-02	4.6	61933.67	
2019-03	5.45	53611.5	
2019-04	4.9	60521.33	
2019-05	4.04	62888.5	
2019-06	4.1	67279.5	
2019-07	3.97	65983	
2019-08	3.76	64710	
2019-09	4.12	63076	
2019-10	3.78	64393	
2019-11	3.72	65808	
2019-12	4.03	64496.33	
2020-01	5.4	69709	
2020-02	7.64	94749.67	
2020-03	6.03	93680.33	
2020-04	6.29	90583	
2020-05	7.96	73851.75	
2020-06	8.87	98239.5	
2020-07	8.43	107994.33	
2020-08	7.88	113797.33	
2020-09	7.11	107538	
2020-10	7.84	108113.5	
2020-11	8.76	96862.67	
2020-12	10.22	87099	
2021-01	12.31	95583.67	
2021-02	11.88	94166.33	
2021-03	11.21	89495	
2021-04	10.74	96576.5	
2021-05	10.14	98629	
2021-06	11.31	92260	
2021-07	15.69	103322.33	
2021-08	16.94	140436	
2021-09	16.17	132439	
2021-10	15.95	120323.5	
2021-11	18.53	101254	
2021-12	17.46	119577	
2022-01	13.52	136359	
2022-02	12.54	140904	
2022-03	11.08	142929	
2022-04	8.74	140152	
2022-05	9.74	139173.5	
2022-06	13.68	121590.67	
2022-07	13.44	120021.33	
2022-08	12.02	132828.67	
2022-09	10.13	140015.33	
2022-10	9.96	143705	
2022-11	10.16	145124	
2022-12	9.54	144275.5	
2023-01	9.44	144751	
2023-02	9.57	153735	
2023-03	8.92	157222	
2023-04	8.68	151015	
2023-05	8.55	150700	
2023-06	8.18	147823	
2023-07	8.27	146180	
2023-08	7.85	142478	
2023-09	7.25	145513.33	
2023-12	6.49	140422	
2024-01	6.15	140542	
2024-02	5.68	138971.5	
2024-03	6.18	145817.5	
2024-04	5.92	153201.67	
2024-05	6.16	156696.67	
2024-06	6.05	155746.75	
2024-07	5.78	150055	
2024-08	5.73	145337.5	
2024-09	5.84	144096.5	
2024-10	6.9	144061.33	
2024-11	7.32	163714.67	
2024-12	6.82	159434.5	
