month	ct_avg_Tdx收盘价	股东人数
2006-12	14.34	6876	
2007-03	16.45	7657	
2007-06	14.37	8413	
2007-09	19.09	6123	
2007-12	18.06	6156	
2008-03	22.39	4079	
2008-06	12.63	6267	
2008-09	5.82	8219	
2008-12	8.22	8829	
2009-03	11.01	9278	
2009-06	11.94	18771	
2009-09	11.57	9769	
2009-12	12.89	17254	
2010-03	13.89	11850	
2010-06	11.15	13963	
2010-09	14.9	10699	
2010-12	17.85	11639	
2011-03	20.75	8550	
2011-06	13.39	12081	
2011-09	8.71	17731	
2011-12	8.59	18177	
2012-03	7.11	28824	
2012-06	6.58	27835	
2012-09	6.16	26262	
2012-12	5.24	24969	
2013-03	6.19	26445	
2013-06	5.1	25859	
2013-09	5.89	22730	
2013-12	5.86	21157	
2014-03	6.82	18929	
2014-09	14.11	18140	
2014-12	14.98	19197	
2015-03	25.85	26427	
2015-06	32.09	25785	
2015-09	27.98	26410	
2015-12	36.7	41153	
2016-03	34.43	39248	
2016-06	39.06	52951	
2016-09	34.79	56125	
2016-12	31.56	63563	
2017-03	32.56	57345	
2017-04	33.26	50613	
2017-06	29.86	50329	
2017-08	32.43	53761	
2017-09	32.72	58867	
2017-12	21.92	68414	
2018-03	21.5	67061	
2018-04	19.5	67132	
2018-05	17.38	68262	
2018-06	14.91	68027	
2018-07	13.61	68850	
2018-09	13.53	69100	
2018-10	12.14	65388	
2018-11	12.67	63980.67	
2018-12	12.04	64250.5	
2019-01	12.18	62337.5	
2019-02	15.16	61933.67	
2019-03	17.97	53611.5	
2019-04	16.14	60521.33	
2019-05	13.31	62888.5	
2019-06	13.5	67279.5	
2019-07	13.08	65983	
2019-08	12.28	64710	
2019-09	13.46	63076	
2019-10	12.38	64393	
2019-11	12.18	65808	
2019-12	13.19	64496.33	
2020-01	17.67	69709	
2020-02	25	94749.67	
2020-03	19.72	93680.33	
2020-04	20.57	90583	
2020-05	25.29	73851.75	
2020-06	28.99	98239.5	
2020-07	27.58	107994.33	
2020-08	25.78	113797.33	
2020-09	23.26	107538	
2020-10	25.66	108113.5	
2020-11	28.64	96862.67	
2020-12	33.44	87099	
2021-01	40.25	95583.67	
2021-02	38.84	94166.33	
2021-03	36.65	89495	
2021-04	35.13	96576.5	
2021-05	33.15	98629	
2021-06	36.98	92260	
2021-07	51.3	103322.33	
2021-08	55.41	140436	
2021-09	52.89	132439	
2021-10	52.17	120323.5	
2021-11	60.6	101254	
2021-12	57.11	119577	
2022-01	44.21	136359	
2022-02	41.01	140904	
2022-03	36.61	142929	
2022-04	28.58	140152	
2022-05	31.87	139173.5	
2022-06	44.7	121590.67	
2022-07	43.86	120021.33	
2022-08	39.24	132828.67	
2022-09	33.04	140015.33	
2022-10	32.51	143705	
2022-11	33.16	145124	
2022-12	31.15	144275.5	
2023-01	30.8	144751	
2023-02	31.23	153735	
2023-03	29.12	157222	
2023-04	28.31	151015	
2023-05	27.89	150700	
2023-06	26.7	147823	
2023-07	26.97	146180	
2023-08	25.62	142478	
2023-09	23.66	145513.33	
2023-12	21.16	140422	
2024-01	20.08	140542	
2024-02	18.52	138971.5	
2024-03	20.17	145817.5	
2024-04	19.3	153201.67	
2024-05	20.1	156696.67	
2024-06	19.73	155746.75	
2024-07	18.77	150055	
2024-08	18.62	145337.5	
2024-09	18.95	144096.5	
2024-10	22.4	144061.33	
2024-11	23.78	163714.67	
2024-12	22.14	159434.5	
