month	ct_avg_前复权价格	股东人数
2015-01	1.05	75293	
2015-03	2.93	34609	
2015-06	5.17	34394	
2015-09	2.01	25233	
2015-12	4.08	23307	
2016-03	2.84	28659	
2016-06	5.28	50020	
2016-09	4.64	49343	
2016-12	5.27	37157	
2017-03	7.87	44620	
2017-06	7.51	37994	
2017-09	12.87	52412	
2017-12	12.2	70358	
2018-03	18.1	74622	
2018-06	14.38	83490	
2018-09	10.36	104823	
2018-12	6.9	138615	
2019-02	6.93	142414	
2019-03	7.97	147179	
2019-04	8.18	133454	
2019-06	5.69	143761	
2019-09	7.3	120614	
2019-12	8.85	108660	
2020-03	9.31	167087	
2020-06	9.71	154099	
2020-09	10.04	169888	
2020-12	16.87	89051	
2021-03	19.39	132737	
2021-06	26.88	89135	
2021-09	30.81	134284	
2021-12	32.17	143408	
2022-03	27.25	131105	
2022-06	30.44	113730	
2022-09	25.55	176901	
2022-12	21.43	187158	
2023-03	19.78	210303	
2023-06	16.56	212729	
2023-09	13.74	217064	
2023-12	10.99	217533	
2024-03	9.83	225687	
2024-06	8.9	244022	
2024-09	8.47	243835	
