month	ct_avg_Tdx收盘价	人均持股
2015-01	7.21	0	
2015-03	20.12	2629	
2015-06	29.66	2646	
2015-09	13.71	3606	
2015-12	27.84	3904	
2016-03	19.39	9209	
2016-06	36.04	5276	
2016-09	31.71	5498	
2016-12	35.96	7301	
2017-03	53.73	6080	
2017-06	51.3	7140	
2017-09	87.94	5176	
2017-12	83.31	4572	
2018-03	123.11	7848	
2018-06	98.22	7014	
2018-09	50.31	7822	
2018-12	33.48	5915	
2019-02	33.64	5757	
2019-03	38.7	5571	
2019-04	37.63	6144	
2019-06	23.15	7414	
2019-09	27.15	8837	
2019-12	32.62	9927	
2020-03	34.63	6456	
2020-06	36.14	7000	
2020-09	37.37	6349	
2020-12	62.8	12433	
2021-03	72.16	8598	
2021-06	99.82	12804	
2021-09	114.43	9016	
2021-12	119.47	8443	
2022-03	103.42	9235	
2022-06	91.27	13840	
2022-09	72.79	8928	
2022-12	61.05	8442	
2023-03	56.33	7513	
2023-06	46.96	7427	
2023-09	38.97	7769	
2023-12	31.17	7752	
2024-03	27.88	7472	
2024-06	24.73	6911	
2024-09	23.09	6916	
