month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2018-07	2.11	-79.87	
2018-08	2.12	-87.34	
2018-09	2.06	-94.13	
2018-10	2.02	-98.21	
2018-11	2.04	-85.15	
2018-12	2.05	-77.1	
2019-01	2.02	-80.56	
2019-02	2.05	-71.61	
2019-03	2.11	-27.76	
2019-04	2.02	-32.74	
2019-05	1.64	-93.48	
2019-06	1.58	-94.03	
2019-07	1.6	-88.74	
2019-08	1.6	-83.12	
2019-09	1.62	-70.89	
2019-10	1.58	-84.37	
2019-11	1.56	-86.78	
2019-12	1.52	-86.77	
2020-01	1.41	-96.15	
2020-02	1.17	-95.45	
2020-03	1.15	-91.8	
2020-04	1.04	-95.83	
2020-05	1	-97.27	
2020-06	1.11	-76.96	
2020-07	1.11	-64.36	
2020-08	1.12	-49.11	
2020-09	1.07	-62.99	
2020-10	1.14	-31.7	
2020-11	1.6	13.73	
2020-12	2.18	54.7	
2021-01	1.94	63.66	
2021-02	1.91	68.57	
2021-03	2.71	92.04	
2021-04	4.09	98.6	
2021-05	7.31	97.82	
2021-06	8.34	97.11	
2021-07	7.95	86	
2021-08	7.67	76.62	
2021-09	9.04	90.13	
2021-10	8.15	75.73	
2021-11	8.16	68.83	
2021-12	8.56	81.79	
2022-01	6.28	15.46	
2022-02	5.55	-19.64	
2022-03	5.27	-35.33	
2022-04	5.11	-45.63	
2022-05	5.54	-44.27	
2022-06	8.95	13.01	
2022-07	9.41	31.84	
2022-08	8.3	35.02	
2022-09	8.02	40.05	
2022-10	6.31	-4.41	
2022-11	6.35	-24.11	
2022-12	5.6	-50.93	
2023-01	5.1	-60.04	
2023-02	4.83	-66.92	
2023-03	4.83	-65.26	
2023-04	4.01	-86.65	
2023-05	3.4	-95.98	
2023-06	4.03	-80.4	
2023-07	5.38	-38.1	
2023-08	4.68	-41.11	
2023-09	5.8	-5.62	
2023-10	9.57	45.43	
2023-11	10.31	63.68	
2023-12	10.04	77.89	
2024-01	8.11	57.59	
2024-02	8.8	56.95	
2024-03	12.03	86.1	
2024-04	11.2	83.35	
2024-05	10.75	74.2	
2024-06	11.26	81.86	
2024-07	10.08	50.23	
2024-08	9.63	16.96	
2024-09	9.58	-4.84	
2024-10	11.99	48.22	
2024-11	16.07	83.38	
2024-12	16.67	92.41	
2025-01	16.43	89.93	
2025-02	15.88	77.68	
