month	ct_avg_Tdx收盘价	人均持股
1997-12	13.43	1716	
1998-12	10.33	2504	
1999-06	12.57	3622	
1999-12	9.72	3108	
2000-06	13.14	3124	
2000-12	11.85	2568	
2001-12	7.2	3794	
2002-06	6.65	3820	
2002-09	7.02	3823	
2002-12	7.01	3995	
2003-03	8.49	5034	
2003-06	11.96	8880	
2003-09	11.96	11681	
2003-12	13.81	13688	
2004-03	15.48	16373	
2004-06	9.78	18967	
2004-09	7.89	16111	
2004-12	5.34	11720	
2005-03	4.85	9606	
2005-06	4.45	10651	
2005-09	5.1	12537	
2005-12	3.24	13065	
2006-03	3.58	13364	
2006-06	5.79	16549	
2006-09	5.24	13338	
2006-12	7.6	19007	
2007-03	12.99	19944	
2007-06	16.62	14694	
2007-09	27.84	12546	
2007-12	25.65	7566	
2008-03	15.97	4876	
2008-06	9.93	5240	
2008-09	6.23	5573	
2008-12	6.01	11622	
2009-03	9.32	14307	
2009-06	14.56	17268	
2009-09	19.52	24725	
2009-12	25.95	54139	
2010-03	20.78	36595	
2010-06	13.68	44242	
2010-09	17.2	57169	
2010-12	16.08	37348	
2011-06	17.71	53971	
2011-09	15.5	53498	
2011-12	13.47	54263	
2012-03	15.16	56063	
2012-06	14.68	59293	
2012-09	12.47	60327	
2012-12	15.66	71026	
2013-03	15.43	62312	
2013-06	14.16	54639	
2013-09	13.66	55620	
2013-12	14.75	61550	
2014-03	12.86	55344	
2014-06	15.19	64359	
2014-09	18.02	78276	
2014-12	21.68	104260	
2015-03	24.39	93467	
2015-06	24.32	48716	
2015-09	17.13	67040	
2015-12	20.94	86537	
2016-03	19.6	91015	
2016-06	20.24	93430	
2016-09	21.66	106526	
2016-12	23.81	106953	
2017-03	25.02	97387	
2017-06	30.58	94088	
2017-09	29.67	105022	
2017-12	31.45	98043	
2018-03	35.49	103778	
2018-06	35.85	125433	
2018-09	29.65	119033	
2018-12	25.36	95887	
2019-03	26.52	70447	
2019-06	24.79	81837	
2019-09	24.74	79261	
2019-12	23.49	87011	
2020-03	21.33	88891	
2020-06	18.07	59373	
2020-09	19.48	63501	
2020-12	24.46	55881	
2021-03	20.35	43567	
2021-06	20.99	47629	
2021-09	20.06	48302	
2021-12	20.88	56035	
2022-03	17.66	48621	
2022-06	17.86	49524	
2022-09	15.03	48611	
2022-12	14.94	50106	
2023-03	14.51	50007	
2023-06	13.9	51381	
2023-09	14.83	58653	
2023-12	13.77	58989	
2024-03	14.91	64432	
2024-06	14.11	65095	
2024-09	12.29	66181	
