month	ct_avg_前复权价格	股东人数
1997-12	1.04	157368	
1998-12	1.12	167707	
1999-06	1.37	115957	
1999-12	1.05	135123	
2000-06	1.43	134423	
2000-12	1.33	163551	
2001-12	1.21	199288	
2002-06	1.13	197905	
2002-09	1.21	197762	
2002-12	1.21	189214	
2003-03	1.47	150166	
2003-06	2.09	85131	
2003-09	2.13	64720	
2003-12	2.46	55232	
2004-03	2.75	46173	
2004-06	2.1	51816	
2004-09	1.85	61002	
2004-12	1.25	83860	
2005-03	1.13	102311	
2005-06	1.06	92272	
2005-09	1.27	78390	
2005-12	1.07	81093	
2006-03	1.19	79276	
2006-06	2.02	64020	
2006-09	1.83	79431	
2006-12	2.66	77907	
2007-03	4.53	74246	
2007-06	5.83	100770	
2007-09	9.82	118026	
2007-12	8.99	217375	
2008-03	5.61	337267	
2008-06	3.53	313822	
2008-09	2.23	295070	
2008-12	2.15	281889	
2009-03	3.33	228976	
2009-06	5.19	189719	
2009-09	6.98	132495	
2009-12	9.27	121004	
2010-03	7.44	179120	
2010-06	5.76	192611	
2010-09	8.03	149058	
2010-12	7.51	228163	
2011-03	8.61	193773	
2011-06	8.27	157889	
2011-09	7.31	159286	
2011-12	6.36	168997	
2012-03	7.15	163571	
2012-06	6.93	154660	
2012-09	6.02	152011	
2012-12	7.56	129113	
2013-03	7.45	147168	
2013-06	6.84	167835	
2013-09	6.89	164875	
2013-12	7.44	150162	
2014-03	6.49	167001	
2014-06	7.66	143607	
2014-09	9.77	118075	
2014-12	11.76	105751	
2015-03	13.23	117962	
2015-06	13.19	226324	
2015-09	9.84	164462	
2015-12	12.03	127409	
2016-03	11.26	121140	
2016-06	11.63	118009	
2016-09	13.3	103501	
2016-12	14.62	103088	
2017-03	15.37	113214	
2017-06	19.31	117184	
2017-09	19.25	104983	
2017-12	20.41	112457	
2018-03	23.03	110847	
2018-06	23.26	91710	
2018-09	20.32	96641	
2018-12	17.38	119969	
2019-03	18.17	163292	
2019-06	16.99	140565	
2019-09	17.84	145133	
2019-12	16.95	132207	
2020-03	15.39	131436	
2020-06	13.07	196782	
2020-09	14.78	183988	
2020-12	18.56	209078	
2021-03	15.44	268171	
2021-06	15.93	245303	
2021-09	15.74	241885	
2021-12	16.38	208503	
2022-03	13.79	240295	
2022-06	14.01	235917	
2022-09	12.28	240347	
2022-12	12.22	233175	
2023-03	11.86	233637	
2023-06	11.37	227390	
2023-09	12.41	199195	
2023-12	11.52	198062	
2024-03	12.48	179652	
2024-06	11.81	177822	
2024-09	10.57	174903	
