month	ct_avg_Tdx收盘价	人均持股
1996-12	27.24	1507	
1997-12	25.47	611	
1998-06	24.53	1442	
1998-12	13.35	802	
1999-06	11.81	821	
1999-12	8.23	1386	
2000-12	10.17	1182	
2001-12	8.27	1241	
2002-06	7.97	1321	
2002-09	7.52	1327	
2002-12	5.81	1337	
2003-03	6.03	1350	
2003-06	5.74	1460	
2003-09	5.16	1487	
2003-12	4.24	1551	
2004-03	5.07	1642	
2004-06	3.96	1610	
2004-09	2.97	1665	
2004-12	2.23	1694	
2005-03	2.08	1718	
2005-06	1.85	1736	
2005-09	2.17	1778	
2005-12	1.83	1804	
2006-03	1.75	2367	
2006-06	2.06	2524	
2006-09	2.02	2677	
2006-12	2.09	2820	
2007-03	3.78	3298	
2007-06	6.03	3555	
2007-09	6.7	4228	
2007-12	5.77	4129	
2008-03	7.33	3836	
2008-06	4.71	3738	
2008-09	3.41	3585	
2008-12	3.73	3569	
2009-03	4.99	3956	
2009-06	6.55	3781	
2009-09	7.01	3729	
2009-12	8.53	3339	
2010-03	8.37	4125	
2010-06	7.91	4766	
2010-09	10.93	6731	
2010-12	13.61	4997	
2011-03	16.27	7161	
2011-06	12.93	7386	
2011-12	8.81	5219	
2012-03	8.87	5798	
2012-06	8.09	5700	
2012-09	5.93	5813	
2012-12	5.11	5077	
2013-03	5.74	5815	
2013-06	5.55	6818	
2013-09	5.67	9166	
2013-12	4.98	9495	
2014-03	6.3	7716	
2014-06	7.77	6484	
2014-09	11.2	6255	
2014-12	12.33	5444	
2015-03	12.67	6161	
2015-06	22.69	4375	
2015-09	13.07	3664	
2015-12	15.86	3764	
2016-03	11.6	3632	
2016-06	8.54	4833	
2016-08	9.25	5303	
2016-12	14.32	5415	
2017-02	27.89	7896	
2017-03	35.27	5427	
2017-06	31.86	5635	
2017-09	32.21	5828	
2017-12	32.82	5979	
2018-03	31.33	6540	
2018-05	36.52	7296	
2018-06	35.51	7885	
2018-08	35.51	8062	
2018-09	37.87	8349.67	
2018-10	34.63	7879	
2018-11	33.76	7743	
2018-12	30.44	8476	
2019-01	30.36	9115	
2019-02	32.45	8984.5	
2019-03	33.01	8491.33	
2019-04	32.75	8043.33	
2019-05	29.43	7814.67	
2019-06	28.22	7762	
2019-07	29.82	7766.67	
2019-08	29.71	7705.33	
2019-09	34.65	7636.67	
2019-10	29.65	7071.67	
2019-11	28.47	6509.33	
2019-12	30.7	7610.67	
2020-01	31.51	8100.5	
2020-02	28.02	7001	
2020-03	28.55	7076.33	
2020-04	31.15	8980	
2020-06	32.72	8820	
2020-09	55.73	5079	
2020-12	66.13	22568	
2021-03	66.67	13740	
2021-06	73.28	17559	
2021-09	73.24	16769	
2021-12	69.85	17126	
2022-03	56.14	16818	
2022-06	57.97	18385	
2022-09	64.09	24969	
2022-12	59.5	18925	
2023-03	55.75	15817	
2023-06	54.51	28852	
2023-09	43.57	30402	
2023-12	41.79	32702	
2024-03	37.86	28814	
2024-06	40.68	33704	
2024-09	40.68	35358	
