month	ct_avg_Tdx收盘价	股东人数
1996-12	27.24	11612	
1997-12	25.47	57325	
1998-06	24.53	47326	
1998-12	13.35	85099	
1999-06	11.81	83128	
1999-12	8.23	94937	
2000-12	10.17	111314	
2001-12	8.27	105999	
2002-06	7.97	99603	
2002-09	7.52	99132	
2002-12	5.81	98398	
2003-03	6.03	97452	
2003-06	5.74	90110	
2003-09	5.16	88478	
2003-12	4.24	84862	
2004-03	5.07	80153	
2004-06	3.96	81719	
2004-09	2.97	79022	
2004-12	2.23	77656	
2005-03	2.08	76606	
2005-06	1.85	75801	
2005-09	2.17	74020	
2005-12	1.83	72961	
2006-03	1.75	72284	
2006-06	2.06	67785	
2006-09	2.02	63896	
2006-12	2.09	60668	
2007-03	3.78	57681	
2007-06	6.03	53522	
2007-09	6.7	44995	
2007-12	5.77	46211	
2008-03	7.33	49749	
2008-06	4.71	51045	
2008-09	3.41	53221	
2008-12	3.73	53462	
2009-03	4.99	51687	
2009-06	6.55	54073	
2009-09	7.01	54839	
2009-12	8.53	61231	
2010-03	8.37	52877	
2010-06	7.91	45768	
2010-09	10.93	36462	
2010-12	13.61	49114	
2011-03	16.27	38123	
2011-06	12.93	36960	
2011-12	8.81	52311	
2012-03	8.87	47088	
2012-06	8.09	47894	
2012-09	5.93	46963	
2012-12	5.11	53767	
2013-03	5.74	46946	
2013-06	5.55	40040	
2013-09	5.67	37634	
2013-12	4.98	36327	
2014-03	6.3	44702	
2014-06	7.77	53201	
2014-09	11.2	55150	
2014-12	12.33	63364	
2015-03	12.67	55990	
2015-06	22.69	78843	
2015-09	13.07	94141	
2015-12	15.86	91630	
2016-03	11.6	94961	
2016-06	8.54	71372	
2016-08	9.25	65046	
2016-12	14.32	63699	
2017-02	27.89	43683	
2017-03	35.27	63564	
2017-06	31.86	61219	
2017-09	32.21	59185	
2017-12	32.82	57693	
2018-03	31.33	52740	
2018-05	36.52	47279	
2018-06	35.51	43746	
2018-08	35.51	42788	
2018-09	37.87	41325.33	
2018-10	34.63	43778	
2018-11	33.76	44551	
2018-12	30.44	47018	
2019-01	30.36	43738	
2019-02	32.45	44382	
2019-03	33.01	46934.67	
2019-04	32.75	49555.33	
2019-05	29.43	51002.67	
2019-06	28.22	51357.25	
2019-07	29.82	51335.33	
2019-08	29.71	51723	
2019-09	34.65	52192	
2019-10	29.65	56423.33	
2019-11	28.47	61233	
2019-12	30.7	52472.67	
2020-01	31.51	49235	
2020-02	28.02	57050	
2020-03	28.55	56346.67	
2020-04	31.15	44454	
2020-06	32.72	45186	
2020-09	55.73	78467	
2020-12	66.13	61958	
2021-03	66.67	101766	
2021-06	73.28	111484	
2021-09	73.24	116740	
2021-12	69.85	114390	
2022-03	56.14	116484	
2022-06	57.97	106555	
2022-09	64.09	78459	
2022-12	59.5	103594	
2023-03	55.75	123949	
2023-06	54.51	95130	
2023-09	43.57	90282	
2023-12	41.79	83931	
2024-03	37.86	95256	
2024-06	40.68	81436	
2024-09	40.68	77627	
