month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2004-11	4.09	0.84	-0.68	-89.57	-0.66	-89.37	
2004-12	3.9	0.8	-0.69	-92.62	-0.68	-92.66	
2005-01	3.67	0.76	-0.71	-92.28	-0.69	-91.61	
2005-02	3.24	0.67	-0.74	-96.36	-0.73	-96.02	
2005-03	3.06	0.63	-0.75	-96.75	-0.74	-95.61	
2005-04	2.58	0.53	-0.79	-97.7	-0.78	-97.53	
2005-05	1.87	0.38	-0.85	-96.58	-0.84	-96.59	
2005-06	2.03	0.42	-0.83	-90.01	-0.83	-89.57	
2005-07	1.81	0.37	-0.85	-95.41	-0.85	-94.9	
2005-08	2.14	0.44	-0.82	-70.89	-0.81	-70.73	
2005-09	2.38	0.49	-0.79	-45.17	-0.79	-45.41	
2005-10	2.22	0.46	-0.8	-46.98	-0.8	-47.1	
2005-11	2.05	0.42	-0.81	-65.38	-0.81	-66.31	
2005-12	1.94	0.4	-0.82	-78.41	-0.82	-78.29	
2006-01	1.91	0.39	-0.82	-75.84	-0.82	-75.28	
2006-02	1.94	0.4	-0.82	-72.58	-0.82	-71.48	
2006-03	1.84	0.38	-0.82	-85.09	-0.82	-85.09	
2006-04	1.72	0.35	-0.83	-87.97	-0.83	-83.79	
2006-05	1.56	0.32	-0.85	-84.24	-0.84	-83.58	
2006-06	1.83	0.38	-0.82	-66.6	-0.81	-59.86	
2006-07	1.9	0.39	-0.81	-39.97	-0.81	-35.88	
2006-08	1.89	0.39	-0.8	-24.11	-0.8	-21.78	
2006-09	2.14	0.44	-0.77	12.93	-0.77	14.2	
2006-10	2.23	0.46	-0.76	33.25	-0.76	36.19	
2006-11	1.99	0.41	-0.78	18.63	-0.78	21.83	
2006-12	2.04	0.42	-0.78	29.29	-0.78	29.72	
2007-01	1.99	0.41	-0.78	4.29	-0.78	7.23	
2007-02	2.28	0.49	-0.74	54.02	-0.73	65.12	
2007-04	3.37	0.63	-0.62	81.77	-0.65	91.75	
2008-07	5.07	1.19	-0.42	94.84	-0.32	98.11	
2008-08	4.02	0.95	-0.53	82.53	-0.46	80.57	
2008-09	3.13	0.74	-0.63	63.58	-0.57	59.16	
2008-10	2.7	0.64	-0.68	34.6	-0.63	30.76	
2008-11	2.91	0.68	-0.65	30.67	-0.6	25.98	
2008-12	3.6	0.85	-0.57	63.47	-0.49	55.32	
2009-01	4.19	0.99	-0.49	77.23	-0.41	70.24	
2009-02	5.69	1.34	-0.31	87.46	-0.19	84.02	
2009-03	5.62	1.33	-0.31	85.91	-0.19	85.47	
2009-04	8.29	1.96	0.02	96.43	0.19	95.28	
2009-05	8.94	2.1	0.1	92.49	0.27	92.61	
2009-06	9.11	2.14	0.13	91.03	0.29	91.52	
2009-07	9.92	2.33	0.23	95.46	0.4	95.26	
2009-08	8.67	2.04	0.07	71.73	0.22	70.96	
2009-09	7.97	1.87	-0.02	48.55	0.12	46.87	
2009-10	8.52	2.01	0.05	51.06	0.21	49.28	
2009-11	8.98	2.11	0.11	61.56	0.27	59.27	
2009-12	9.71	2.28	0.2	76.71	0.37	75.47	
2010-01	9.15	2.15	0.14	63.75	0.3	61.74	
2010-02	8.44	1.99	0.05	19.7	0.2	18.93	
2010-03	9.23	2.17	0.15	40.83	0.31	38.51	
2010-04	9.13	2.15	0.14	52.81	0.3	51.66	
2010-05	7.32	1.72	-0.08	-21.33	0.05	-23.66	
2010-06	7.1	1.67	-0.1	-52.77	0.02	-56.16	
2010-07	7.27	1.71	-0.07	-59.65	0.06	-60.8	
2010-08	8.03	1.89	0.03	-34.01	0.17	-31.7	
2010-09	8.73	2.05	0.13	2.4	0.27	2.77	
2010-10	8.94	2.1	0.16	25.73	0.31	27.51	
2010-11	8.48	1.99	0.11	22.48	0.25	24.19	
2010-12	8.31	1.95	0.09	-5.44	0.23	-6.02	
2011-01	7.88	1.85	0.05	4.42	0.18	3.04	
2011-02	8.28	1.94	0.11	-25.45	0.24	-27.26	
2011-03	9.7	2.28	0.31	35.83	0.47	34.86	
2011-04	10.37	2.44	0.4	73.36	0.57	74.77	
2011-05	9.15	2.15	0.25	66.38	0.4	66.28	
2011-06	8.69	2.04	0.19	42.94	0.32	42.52	
2011-07	8.76	2.06	0.21	26.74	0.35	27.21	
2011-08	9.24	2.17	0.28	41.27	0.43	40.68	
2011-09	8.52	2	0.19	-3.49	0.32	-4.34	
2011-10	9.26	2.18	0.3	19.42	0.44	18.64	
2011-11	9.16	2.15	0.3	45.9	0.43	45.7	
2011-12	7.19	1.69	0.03	-37.46	0.14	-36.65	
2012-01	6.12	1.44	-0.11	-74.76	-0.02	-75	
2012-02	6.97	1.64	0.02	-71.43	0.13	-71.56	
2012-03	7.62	1.78	0.13	-64.45	0.24	-65.67	
2012-04	10.36	2.44	0.54	-4.15	0.69	-3.68	
2012-05	11.13	2.62	0.67	28.65	0.82	29.06	
2012-06	10.62	2.5	0.59	43.08	0.74	44.29	
2012-07	10.35	2.43	0.56	50.28	0.69	52.44	
2012-08	9.88	2.32	0.49	48.53	0.62	47.55	
2012-09	9.65	2.27	0.47	38.84	0.59	37.59	
2012-10	9.72	2.29	0.49	33.78	0.6	32.74	
2012-11	9.37	2.27	0.44	25.58	0.6	34.29	
2012-12	9.16	2.16	0.42	-12.29	0.52	-15.65	
2013-01	10.2	2.4	0.59	36.96	0.69	34.69	
2013-02	10.48	2.47	0.63	48.21	0.74	55.89	
2013-03	12.1	2.64	0.88	59.49	0.85	70.92	
2013-04	12.46	2.93	0.94	76.89	1.03	79.86	
2013-05	13.81	3.25	1.13	91.31	1.24	89.41	
2013-06	11.1	2.61	0.71	60.77	0.79	64.76	
2013-07	9.96	2.34	0.53	18.98	0.6	19.14	
2013-08	11.26	2.75	0.72	43.69	0.87	49.72	
