month	ct_avg_前复权价格	股东人数
2013-12	0.84	105048	
2014-03	0.7	99743	
2014-06	0.69	95648	
2014-09	0.83	90449	
2014-12	1.02	76624	
2015-03	1.05	80522	
2015-06	1.88	462574	
2015-09	1.2	319076	
2015-12	1.2	280118	
2016-03	0.86	274682	
2016-06	0.83	268841	
2016-09	0.87	252233	
2016-12	0.9	248066	
2017-03	0.93	242783	
2017-06	0.93	227018	
2017-09	0.92	218605	
2017-12	0.92	203573	
2018-03	0.96	246423	
2018-06	0.84	190592	
2018-09	0.88	184348	
2018-12	0.81	182877	
2019-03	0.86	182842	
2019-06	0.82	180055	
2019-09	0.74	183739	
2019-12	0.72	179909	
2020-03	0.63	175737	
2020-06	0.65	171384	
2020-09	0.74	159848	
2020-12	0.71	165547	
2021-03	0.71	169901	
2021-06	0.7	171231	
2021-09	0.81	181328	
2021-12	0.81	163145	
2022-03	0.72	162080	
2022-06	0.72	163738	
2022-09	0.71	155773	
2022-12	0.7	151040	
2023-03	0.78	140140	
2023-06	1.03	133503	
2023-09	0.9	131194	
2023-12	0.96	129945	
2024-03	1.23	118275	
2024-06	1.42	114874	
2024-09	1.28	116938	
