month	ct_avg_Tdx收盘价	人均持股
2013-12	7.48	5789	
2014-03	6.26	6097	
2014-06	5.55	8266	
2014-09	5.49	8741	
2014-12	6.73	10318	
2015-03	6.94	9819	
2015-06	12.31	5522	
2015-09	7.71	8005	
2015-12	7.7	10666	
2016-03	5.51	10877	
2016-06	5.29	11113	
2016-09	5.32	11845	
2016-12	5.48	54827	
2017-03	5.69	56020	
2017-06	5.57	59910	
2017-09	5.42	62216	
2017-12	5.4	66810	
2018-03	5.65	55192	
2018-06	4.91	71360	
2018-09	5	73777	
2018-12	4.62	74371	
2019-03	4.88	74385	
2019-06	4.54	75536	
2019-09	4.02	74022	
2019-12	3.89	75598	
2020-03	3.45	77392	
2020-06	3.52	79358	
2020-09	3.82	85085	
2020-12	3.66	82156	
2021-03	3.67	80051	
2021-06	3.63	79429	
2021-09	3.94	75006	
2021-12	3.93	83366	
2022-03	3.53	83913	
2022-06	3.5	83064	
2022-09	3.43	87311	
2022-12	3.4	88776	
2023-03	3.79	95681	
2023-06	4.99	100438	
2023-09	4.37	102205	
2023-12	4.64	103188	
2024-03	5.98	113369	
2024-06	6.9	116726	
2024-09	6.03	114665	
