month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2004-09	1.39	-0.47	
2004-10	1.18	-0.55	
2004-11	1.14	-0.56	
2004-12	1.1	-0.58	
2005-01	0.97	-0.63	
2005-02	0.99	-0.62	
2005-03	0.95	-0.64	
2005-04	0.82	-0.68	
2005-05	0.81	-0.69	
2005-06	0.86	-0.67	
2005-07	0.78	-0.7	
2005-08	0.88	-0.66	
2005-09	0.97	-0.62	
2005-10	1	-0.61	
2005-11	0.95	-0.62	
2005-12	0.92	-0.63	
2006-01	0.95	-0.62	
2006-02	0.96	-0.61	
2006-03	0.92	-0.63	
2006-04	0.91	-0.63	
2006-05	0.9	-0.63	
2006-06	1.13	-0.54	
2006-07	1.12	-0.54	
2006-08	0.94	-0.61	
2006-09	1.1	-0.54	
2006-10	1.18	-0.51	
2006-11	1.16	-0.51	
2006-12	1.17	-0.51	
2007-01	1.31	-0.45	
2007-02	1.55	-0.35	
2007-03	2.1	-0.11	
2007-04	2.83	0.19	
2007-05	4.09	0.7	
2007-06	3.52	0.46	
2007-07	3.12	0.29	
2007-08	3.48	0.43	
2007-09	4.25	0.73	
2007-10	4.34	0.75	
2007-11	3.38	0.36	
2007-12	3.53	0.41	
2008-01	3.66	0.46	
2008-02	3.66	0.45	
2008-03	3.66	0.45	
2008-04	3.66	0.44	
2008-05	3.66	0.44	
2008-06	3.66	0.43	
2008-07	3.66	0.43	
2008-08	3.66	0.42	
2008-09	3.66	0.42	
2008-10	3.07	0.2	
2008-11	2.28	-0.11	
2008-12	3.14	0.24	
2009-01	3.15	0.24	
2009-02	4.3	0.69	
2009-03	4.5	0.76	
2009-04	5.22	1.04	
2009-05	5.23	1.04	
2009-06	5.41	1.1	
2009-07	5.72	1.21	
2009-08	6.99	1.67	
2009-09	6.54	1.49	
2009-10	6.5	1.46	
2009-11	7.08	1.66	
2009-12	6.92	1.58	
2010-01	6.32	1.34	
2010-02	5.53	1.04	
2010-03	6.39	1.34	
2010-04	6.74	1.44	
2010-05	5.67	1.04	
2010-06	5.86	1.09	
2010-07	5.88	1.08	
2010-08	6.19	1.17	
2010-09	7.69	1.66	
2010-10	7.75	1.65	
2010-11	9.91	2.3	
2010-12	9.45	2.09	
2011-01	8.53	1.74	
2011-02	8.15	1.58	
2011-03	8.38	1.6	
2011-04	9.58	1.91	
2011-05	9.42	1.8	
2011-06	8.7	1.54	
2011-07	9.02	1.58	
2011-08	8.68	1.44	
2011-09	7.21	1	
2011-10	6.71	0.84	
2011-11	7.14	0.92	
2011-12	5.55	0.48	
2012-01	5.05	0.34	
2012-02	5.8	0.52	
2012-03	5.89	0.53	
2012-04	5.73	0.47	
2012-05	6.11	0.55	
2012-06	6.47	0.62	
2012-07	6.22	0.54	
2012-08	7.01	0.71	
2012-09	7.03	0.69	
2012-10	6.6	0.57	
2012-11	6.12	0.44	
2012-12	5.37	0.25	
2013-01	5.89	0.36	
2013-02	5.7	0.3	
2013-03	5.51	0.25	
2013-04	5.27	0.18	
2013-05	5.23	0.16	
2013-06	4.74	0.04	
2013-07	4.28	-0.06	
2013-08	4.77	0.03	
2013-09	4.91	0.06	
2013-10	5.18	0.1	
2013-11	5.1	0.08	
2013-12	4.65	-0.03	
2014-01	4.6	-0.04	
2014-02	5.07	0.04	
2014-03	4.8	-0.02	
2014-04	4.65	-0.06	
2014-05	4.51	-0.09	
2014-06	4.4	-0.12	
2014-07	4.43	-0.12	
2014-08	4.43	-0.13	
2014-09	4.43	-0.13	
2014-10	4.43	-0.14	
2014-11	4.43	-0.14	
2014-12	5.24	0	
2015-01	8.4	0.59	
2015-02	8.69	0.62	
2015-03	10.12	0.86	
2015-04	12.13	1.18	
2015-05	16.88	1.95	
2015-06	21.51	2.63	
2015-07	11.13	0.85	
2015-08	13.21	1.16	
2015-09	9.1	0.48	
2015-10	10.62	0.7	
2015-11	13.82	1.18	
2015-12	16.04	1.48	
2016-01	10.78	0.65	
2016-02	10.28	0.56	
2016-03	10.28	0.54	
2016-04	11.35	0.68	
2016-05	10.2	0.5	
2016-06	11.21	0.63	
2016-07	12.28	0.76	
2016-08	12.28	0.74	
2016-09	11.98	0.68	
2016-10	12.04	0.67	
2016-11	12.12	0.66	
2016-12	11.52	0.56	
2017-01	11.43	0.53	
2017-02	11.5	0.53	
2017-03	12.32	0.61	
2017-04	11.74	0.52	
2017-05	10.7	0.37	
2017-06	10.23	0.3	
2017-07	10.34	0.31	
2017-08	10.43	0.31	
2017-09	14.19	0.76	
2017-10	13.87	0.7	
2017-11	13.63	0.66	
2017-12	13.48	0.63	
2018-01	13.54	0.62	
2018-02	12.04	0.43	
2018-03	12.41	0.47	
2018-04	12.57	0.47	
2018-05	12.52	0.46	
2018-06	10.64	0.23	
2018-07	11.07	0.27	
2018-08	9.12	0.05	
2018-09	9.06	0.04	
2018-10	8.56	-0.02	
2018-11	8.6	-0.02	
2018-12	8.64	-0.02	
2019-01	8.5	-0.04	
2019-02	8.69	-0.02	
2019-03	9.44	0.07	
2019-04	8.92	0.01	
2019-05	6.3	-0.28	
2019-06	5.71	-0.35	
2019-07	6.72	-0.23	
2019-08	7.17	-0.18	
2019-09	6.83	-0.22	
2019-10	6.58	-0.24	
2019-11	6.49	-0.25	
2019-12	5.83	-0.33	
2020-01	5.76	-0.33	
2020-02	5.18	-0.4	
2020-03	4.75	-0.45	
2020-04	4.25	-0.5	
2020-05	3.33	-0.61	
2020-06	4.48	-0.48	
2020-07	5.21	-0.39	
2020-08	6.28	-0.27	
2020-09	5.78	-0.32	
2020-10	5.48	-0.36	
2020-11	6.36	-0.25	
2020-12	5.87	-0.31	
2021-01	6.22	-0.27	
2021-02	6.61	-0.22	
2021-03	6.95	-0.18	
2021-04	8.46	-0.01	
2021-05	12.49	0.45	
