month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
1999-04	8.38	-0.3	
1999-05	8.92	-0.26	
1999-06	11.97	0	
1999-07	12.55	0.05	
1999-08	11.72	-0.02	
1999-09	10.99	-0.08	
1999-10	9.75	-0.19	
1999-11	10.96	-0.09	
1999-12	10.47	-0.13	
2000-01	10.36	-0.15	
2000-02	12.39	0.02	
2000-03	13.23	0.09	
2000-04	12.77	0.05	
2000-05	11.63	-0.05	
2000-06	12.59	0.03	
2000-07	13.79	0.13	
2000-08	13.99	0.14	
2000-09	12.6	0.04	
2000-10	12.91	0.07	
2000-11	13.82	0.16	
2000-12	14.02	0.19	
2001-01	15.06	0.29	
2001-02	14.05	0.21	
2001-03	14.45	0.25	
2001-04	15.02	0.32	
2001-05	14.53	0.29	
2001-06	14.33	0.29	
2001-07	14.44	0.32	
2001-08	14.45	0.33	
2001-09	14.89	0.38	
2001-10	13.59	0.26	
2001-11	13.16	0.22	
2001-12	13.27	0.24	
2002-01	11.94	0.12	
2002-02	12.59	0.18	
2002-03	13.11	0.23	
2002-04	12.55	0.19	
2002-05	11.78	0.12	
2002-06	11.9	0.13	
2002-07	12.5	0.19	
2002-08	11.99	0.14	
2002-09	11.61	0.1	
2002-10	11.11	0.05	
2002-11	10.47	-0.02	
2002-12	9.82	-0.08	
2003-01	9.73	-0.09	
2003-02	10.15	-0.05	
2003-03	11.23	0.05	
2003-04	12.73	0.18	
2003-05	10.88	0	
2003-06	6.57	-0.4	
2003-07	6.21	-0.43	
2003-08	6.52	-0.4	
2003-09	6.05	-0.44	
2003-10	5.99	-0.45	
2003-11	5.95	-0.46	
2003-12	6.17	-0.44	
2004-01	7.54	-0.31	
2004-02	8.21	-0.25	
2004-03	8.44	-0.24	
2004-04	8.74	-0.21	
2004-05	6.94	-0.38	
2004-06	4.84	-0.57	
2004-07	5.19	-0.54	
2004-08	5.35	-0.52	
2004-09	5.18	-0.54	
2004-10	5.58	-0.5	
2004-11	5.1	-0.54	
2004-12	5.06	-0.55	
2005-01	5.54	-0.5	
2005-02	5.96	-0.46	
2005-03	5.62	-0.49	
2005-04	5.75	-0.47	
2005-05	5.05	-0.54	
2005-06	4.6	-0.58	
