month	ct_avg_Tdx收盘价	股东人数
2017-03	215.11	34253	
2017-06	308.04	20188	
2017-09	298.33	23171	
2017-12	132.22	22999	
2018-03	127.19	20188	
2018-05	130.8	20679.5	
2018-06	64.79	20284	
2018-07	67.2	19822	
2018-08	61.59	20207.5	
2018-09	59.76	19277	
2018-10	61.92	19138	
2018-12	73.86	15779	
2019-01	76.43	15246	
2019-02	83.64	13635	
2019-03	97.6	13825	
2019-05	92.4	12878	
2019-06	94.13	13568	
2019-09	64.78	19476.5	
2019-10	69.3	18802	
2019-12	73.13	17780.67	
2020-02	96.64	19416.25	
2020-03	93.58	20647	
2020-06	63.62	24788	
2020-08	60.77	27458	
2020-09	59.46	27230	
2020-10	62	24640	
2020-11	67.81	20843.5	
2020-12	71.34	17695	
2021-01	77.62	19275.5	
2021-03	70.37	17809	
2021-05	75.7	16314.33	
2021-06	79.66	15415.67	
2021-07	89.75	13628.33	
2021-08	87.7	13479	
2021-09	81.85	13422.33	
2021-10	79.13	14144.5	
2021-11	78.19	14676.5	
2021-12	81.61	13612.5	
2022-01	82.41	13132.5	
2022-02	75.34	13704.67	
2022-03	78.39	11899.5	
2022-04	76.43	11900.67	
2022-05	73.23	13248	
2022-06	76.01	12948	
2022-07	73.94	12172	
2022-08	73.69	13426	
2022-09	67.79	13557	
2022-10	65.06	12902	
2022-11	67.2	13196.5	
2022-12	61.22	14908	
2023-02	65.37	16885	
2023-03	73.78	15154.5	
2023-04	66.04	19641	
2023-05	55.95	22723.67	
2023-06	37.04	27411.5	
2023-07	37.02	26351	
2023-09	36.64	24393	
2023-12	30.1	25630	
2024-01	26.85	25406	
2024-02	27.25	24765	
2024-03	27.44	26505	
2024-04	32.92	24408	
2024-05	37.49	21317	
2024-06	37.06	20861.25	
2024-07	36.07	20689	
2024-08	32.6	21216.67	
2024-09	34.77	21453.67	
2024-10	40.41	28516	
2024-11	39.13	35546	
2024-12	38.71	35058.5	
