month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2020-03	1.85	0.26	
2020-04	1.7	0.16	
2020-05	1.65	0.11	
2020-06	1.85	0.24	
2020-07	2.15	0.44	
2020-08	2.37	0.58	
2020-09	2.36	0.56	
2020-10	2.59	0.69	
2020-11	3.16	1.04	
2020-12	3.18	1.03	
2021-01	3.76	1.35	
2021-02	5.35	2.24	
2021-03	4.76	1.83	
2021-04	4.65	1.7	
2021-05	5.07	1.88	
2021-06	6.09	2.36	
2021-07	6.5	2.48	
2021-08	7.29	2.78	
2021-09	7.24	2.64	
2021-10	6.9	2.37	
2021-11	6.63	2.16	
2021-12	6.7	2.1	
2022-01	7.38	2.34	
2022-02	7.76	2.4	
2022-03	7.17	2.08	
2022-04	6.57	1.76	
2022-05	6.28	1.58	
2022-06	6.53	1.64	
2022-07	5.92	1.36	
2022-08	5.78	1.27	
2022-09	5.08	0.96	
2022-10	4.68	0.79	
2022-11	4.87	0.84	
2022-12	5.27	0.96	
2023-01	5.72	1.1	
2023-02	6.21	1.24	
2023-03	5.6	0.99	
2023-04	5.31	0.86	
2023-05	4.66	0.62	
2023-06	5.02	0.72	
2023-07	5.41	0.83	
2023-08	5.3	0.77	
2023-09	5.43	0.8	
2023-10	5.48	0.79	
2023-11	5.53	0.78	
2023-12	5.24	0.67	
2024-01	4.99	0.57	
2024-02	5.3	0.65	
2024-03	5.92	0.82	
2024-04	6.59	0.98	
2024-05	6.7	0.99	
2024-06	6.42	0.87	
2024-07	6.28	0.8	
2024-08	5.71	0.62	
2024-09	5.57	0.56	
2024-10	6.59	0.82	
2024-11	6.57	0.79	
2024-12	6.36	0.7	
2025-01	6.88	0.82	
