month	ct_avg_前复权价格	股东人数
2000-12	0.95	69620	
2001-06	1.04	66577	
2001-12	0.74	68703	
2002-06	0.61	75309	
2002-09	0.61	72965	
2002-12	0.49	72166	
2003-03	0.52	70819	
2003-06	0.47	69979	
2003-09	0.49	69103	
2003-12	0.41	67456	
2004-03	0.45	64521	
2004-06	0.39	64925	
2004-09	0.36	63817	
2004-12	0.31	63127	
2005-03	0.25	62130	
2005-06	0.19	61117	
2005-09	0.21	58926	
2005-12	0.2	56691	
2006-03	0.24	53468	
2006-06	0.28	62148	
2006-09	0.34	71240	
2006-12	0.42	92890	
2007-03	0.8	146742	
2007-06	1.77	154940	
2007-09	2.07	193130	
2007-12	1.66	191238	
2008-03	1.55	205966	
2008-06	0.81	195354	
2008-09	0.59	184408	
2008-12	0.53	182324	
2009-03	0.64	176924	
2009-06	0.83	159199	
2009-09	0.89	170890	
2009-12	1.04	158185	
2010-03	0.96	157865	
2010-06	0.8	154379	
2010-09	0.73	155202	
2010-12	0.78	154049	
2011-03	0.73	149062	
2011-06	0.62	147284	
2011-09	0.52	145499	
2011-12	0.45	145465	
2012-03	0.48	142788	
2012-06	0.47	140200	
2012-09	0.44	138116	
2012-12	0.45	137011	
2013-03	0.46	133598	
2013-06	0.45	133450	
2013-09	0.5	130108	
2013-12	0.51	127519	
2014-03	0.51	125803	
2014-06	0.45	124364	
2014-09	0.6	126610	
2014-12	0.72	120856	
2015-03	0.9	116883	
2015-06	1.59	130646	
2015-09	0.76	131996	
2015-12	0.99	118583	
2016-03	0.72	115131	
2016-06	0.68	110550	
2016-09	0.73	105182	
2016-12	0.83	111599	
2017-03	0.82	106334	
2017-06	0.82	108048	
2017-09	0.82	108049	
2017-12	0.9	104710	
2018-03	1.06	94569	
2018-06	1.15	88601	
2018-09	1.05	85043	
2018-12	0.9	82316	
2019-03	0.97	80744	
2019-06	0.93	78170	
2019-09	0.9	75650	
2019-12	0.86	74337	
2020-03	0.82	72637	
2020-06	0.95	67515	
2020-09	1.08	61966	
2020-12	1.68	52882	
2021-03	2.26	53457	
2021-06	3	55771	
2021-09	5.74	66130	
2021-12	3.93	121013	
2022-03	2.67	118328	
2022-06	3	112209	
2022-09	3.35	89045	
2022-12	2.42	115305	
2023-03	2.46	117155	
2023-06	2.01	123098	
2023-09	2.05	119244	
2023-12	1.62	113523	
2024-03	1.81	103295	
2024-06	1.47	101259	
2024-09	1.36	97567	
