month	ct_avg_Tdx收盘价	股东人数
2015-12	47.55	50986	
2016-03	49.9	36262	
2016-06	36.71	44314	
2016-09	37.01	43274	
2016-12	34.27	57475	
2017-03	33.51	61587	
2017-05	28.53	12000	
2017-06	23.61	61169	
2017-09	22.38	60009	
2017-12	24.37	55119	
2018-03	21.6	65037	
2018-06	22.69	52448	
2018-09	22.07	49616	
2018-12	25.94	41841	
2019-03	38.85	42790	
2019-06	37.81	50980	
2019-09	38.76	58687	
2019-12	33.91	73451	
2020-03	32.72	81666	
2020-06	23.68	124546	
2020-09	21.57	160297	
2020-12	18.96	174346	
2021-03	17.52	165437	
2021-06	14.19	170142	
2021-09	13.66	158258	
2021-12	18.02	115180	
2022-03	21.05	83205	
2022-06	20.13	82931	
2022-09	21.97	80171	
2022-12	18.83	98249	
2023-03	19.21	80792	
2023-06	17.1	81369	
2023-09	17.07	82556	
2023-12	19.51	65274	
2024-03	18.85	64431	
2024-06	20.65	62787	
2024-09	16.63	76251	
