month	ct_avg_前复权价格	股东人数
2015-12	0.86	50986	
2016-03	0.9	36262	
2016-06	0.81	44314	
2016-09	0.81	43274	
2016-12	0.76	57475	
2017-03	0.75	61587	
2017-05	0.65	12000	
2017-06	0.65	61169	
2017-09	0.62	60009	
2017-12	0.67	55119	
2018-03	0.6	65037	
2018-06	0.64	52448	
2018-09	0.62	49616	
2018-12	0.73	41841	
2019-03	1.09	42790	
2019-06	1.08	50980	
2019-09	1.1	58687	
2019-12	0.97	73451	
2020-03	0.94	81666	
2020-06	0.77	124546	
2020-09	0.77	160297	
2020-12	0.69	174346	
2021-03	0.64	165437	
2021-06	0.52	170142	
2021-09	0.5	158258	
2021-12	0.66	115180	
2022-03	0.77	83205	
2022-06	0.74	82931	
2022-09	0.81	80171	
2022-12	0.7	98249	
2023-03	0.71	80792	
2023-06	0.64	81369	
2023-09	0.64	82556	
2023-12	0.73	65274	
2024-03	0.71	64431	
2024-06	0.78	62787	
2024-09	0.63	76251	
