month	ct_avg_Tdx收盘价	人均持股
2003-06	15.36	1686	
2003-09	13.48	2022	
2003-12	11.35	2181	
2004-03	12.95	2204	
2004-06	11.05	2166	
2004-09	11.84	2354	
2004-12	11.81	2319	
2005-03	12.85	2800	
2005-06	16.03	4422	
2005-09	17.08	4982	
2005-12	16.86	5459	
2006-03	18.44	4855	
2006-06	18.1	4337	
2006-09	18.23	5446	
2006-12	19.89	5639	
2007-03	28.65	5615	
2007-06	41.36	7915	
2007-09	36.66	4417	
2007-12	35.7	5363	
2008-03	36.3	6708	
2008-06	23.86	6153	
2008-09	16.42	5981	
2008-12	19.14	6532	
2009-03	24.3	3436	
2009-06	25.22	4248	
2009-09	31.36	6855	
2009-12	39.02	6393	
2010-03	37.07	5301	
2010-06	42.14	8184	
2010-09	49.92	7139	
2010-12	75.64	4427	
2011-03	64.49	3474	
2011-06	61.86	4150	
2011-09	64.58	10533	
2011-12	74.26	12484	
2012-03	69.92	11333	
2012-06	87.85	11128	
2012-09	98.95	10014	
2012-12	97.75	10086	
2013-03	123.57	10123	
2013-06	126.61	10167	
2013-09	120.76	10677	
2013-12	98.74	9134	
2014-03	83.86	6962	
2014-06	75.43	6797	
2014-09	83.37	6750	
2014-12	88.15	6799	
2015-03	111.02	11070	
2015-06	98.72	7042	
2015-09	48.57	7685	
2015-12	62.32	7875	
2016-03	49.81	7757	
2016-06	39.8	10856	
2016-09	46.69	9989	
2016-12	46.05	9530	
2017-03	48.67	10552	
2017-06	57.02	10079	
2017-09	55.87	9906	
2017-12	63.19	9274	
2018-03	81.5	10332	
2018-06	110.43	8966	
2018-09	96.79	8582	
2018-12	87.57	8234	
2019-03	107.11	9419	
2019-06	109.51	9831	
2019-09	101.2	8734	
2019-12	103.48	8672	
2020-03	122.72	9272	
2020-06	156.14	8329	
2020-09	244.37	5473	
2020-12	242.18	6300	
2021-03	272.7	4856	
2021-06	413.07	5139	
2021-09	343.6	5203	
2021-12	458.02	6428	
2022-03	320.86	5353	
2022-06	328.23	5520	
2022-09	282.79	5023	
2022-12	280.98	5458	
2023-03	293.39	5590	
2023-06	292.19	5866	
2023-09	272.71	5826	
2023-12	239.5	5514	
2024-03	231.41	5472	
2024-06	220.44	5314	
2024-09	207.95	5612	
