month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2020-10	53.57	72.32	
2020-11	51.25	62.92	
2020-12	51.68	61.61	
2021-01	46.78	24.73	
2021-02	41.75	-11.25	
2021-03	38.07	-42.9	
2021-04	32.88	-64.54	
2021-05	30.48	-73.66	
2021-06	31.92	-75.51	
2021-07	37.15	-54.02	
2021-08	35.38	-55.03	
2021-09	31.92	-76.61	
2021-10	32.7	-72.66	
2021-11	39.91	-10.19	
2021-12	40.75	18.48	
2022-01	39.91	29.89	
2022-02	35.67	-7.03	
2022-03	30.9	-32.74	
2022-04	28.34	-50.8	
2022-05	28.13	-63.63	
2022-06	29.42	-55.7	
2022-07	29.66	-55.65	
2022-08	32.46	-37.15	
2022-09	27.51	-69.77	
2022-10	27.1	-77.01	
2022-11	30.26	-44.8	
2022-12	28.12	-66.96	
2023-01	28.08	-74.55	
2023-02	29.21	-41.25	
2023-03	29.79	-30.98	
2023-04	29.4	4.75	
2023-05	23.78	-77.28	
2023-06	24.7	-84.69	
2023-07	24.55	-86.18	
2023-08	22.56	-89.98	
2023-09	20.76	-96.65	
2023-10	20.36	-93.54	
2023-11	21.69	-76.62	
2023-12	21.11	-82.99	
2024-01	19.62	-87.18	
2024-02	19.05	-90.18	
2024-03	22.81	-40.01	
2024-04	22.39	-19.02	
2024-05	28.13	36.25	
2024-06	35.23	62.31	
2024-07	38.24	78.3	
2024-08	34.36	70.37	
2024-09	33.11	62.78	
2024-10	35.92	77.58	
2024-11	34.09	63.39	
2024-12	36.27	68.26	
2025-01	37.16	83.15	
