month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2013-10	40.93	12.75	1.68	97.22	2.04	97.17	
2013-11	47.05	14.66	2.01	97.19	2.39	97.19	
2013-12	49.37	15.38	2.08	93.02	2.44	93.06	
2014-01	48.75	15.19	1.97	84.78	2.3	84.82	
2014-02	50.57	15.76	2.01	86.83	2.32	86.89	
2014-03	41.83	13.03	1.44	47.66	1.68	47.66	
2014-04	40.52	12.63	1.32	22.36	1.54	22.41	
2014-05	41.43	12.91	1.33	7.68	1.54	7.5	
2014-06	33.89	14.54	0.88	6.74	1.79	47.63	
2014-07	23.87	14.91	0.31	-50.54	1.79	60.95	
2014-08	26.17	16.34	0.43	-51.87	1.97	76.32	
2014-09	30.46	19.02	0.64	-53.49	2.35	87.67	
2014-10	32.51	20.3	0.73	-43.21	2.46	91.72	
2014-11	29.99	18.73	0.58	-56.65	2.11	78.39	
2014-12	27.86	17.4	0.45	-66.89	1.82	61.45	
2015-01	28.75	17.95	0.48	-63.04	1.83	51.79	
2015-02	31.98	19.97	0.63	-25.24	2.06	79.17	
2015-03	35.39	22.49	0.78	13.49	2.35	90.75	
2015-04	40.31	24.59	1	38.62	2.54	96.35	
2015-05	45.2	28.23	1.21	53.08	2.92	95	
2015-06	54.73	34.2	1.62	72.36	3.55	93.54	
2015-07	40.62	25.41	0.92	59.24	2.28	68.63	
2015-08	40.19	25.15	0.88	52.85	2.16	56.76	
2015-09	29.99	18.76	0.39	-3.48	1.31	5.54	
2015-10	32.42	20.43	0.49	-12.5	1.46	-2.57	
2015-11	58.47	33.51	1.64	43.33	2.89	29.46	
2015-12	60.47	37.7	1.67	75	3.21	70.19	
2016-03	44.53	31.26	0.94	61.37	2.14	50.89	
2016-04	40.6	25.4	0.75	26.21	1.5	4.11	
2016-05	35.58	22.26	0.52	-13.56	1.15	-25.51	
2016-06	42.61	26.67	0.79	9.38	1.52	-16.07	
2016-07	42.45	26.6	0.76	15.86	1.45	-21.64	
2016-08	38.48	24.11	0.58	-36.88	1.18	-49.42	
2016-09	36.75	23.02	0.5	-61.92	1.04	-66.7	
2016-10	37	23.18	0.49	-61.61	1.02	-71.04	
2016-11	35.87	22.47	0.43	-74.47	0.92	-85.23	
2016-12	32.63	20.44	0.29	-84.94	0.72	-93.35	
2017-01	31.39	19.67	0.23	-87.25	0.63	-93.6	
2017-02	31.15	19.45	0.21	-88.72	0.59	-93.65	
2017-07	25.2	17.5	-0.03	-94.8	0.33	-87.93	
2017-08	25.9	16.26	-0.01	-91.54	0.23	-91.46	
2017-09	31.6	19.84	0.2	-63.14	0.48	-53.57	
2017-10	33.76	21.19	0.27	-33.09	0.55	-13.81	
2017-11	42.11	26.44	0.56	6.41	0.91	26.95	
2017-12	48.73	30.59	0.78	42.13	1.16	71.6	
2018-01	43.3	27.18	0.56	42.94	0.89	69.44	
2018-02	37.33	23.44	0.33	20.36	0.61	45.3	
2018-03	48.36	30.36	0.7	68.79	1.04	80.07	
2018-04	51.69	32.45	0.78	83.13	1.14	88.69	
2018-05	52.22	32.81	0.78	81.41	1.12	84.38	
2018-06	44.5	27.96	0.49	54.69	0.78	55.71	
2018-07	46.03	28.92	0.53	43.87	0.81	44.11	
2018-08	44.37	27.88	0.45	14.75	0.72	14.91	
2018-09	38.78	24.36	0.26	-19.27	0.49	-17.62	
2018-10	32.6	20.04	0.05	-46.84	0.21	-47.67	
2018-11	32.71	20.55	0.05	-56.66	0.23	-56.66	
2018-12	31.38	19.72	0	-74.69	0.17	-75.76	
2019-01	30.53	19.18	-0.03	-82.31	0.13	-82.1	
2019-02	34.79	21.86	0.09	-61.31	0.27	-59.94	
2019-03	40.94	25.72	0.27	-14.71	0.48	-9.44	
2019-04	45.27	28.44	0.4	21.05	0.62	23.47	
2019-05	40.41	26.89	0.23	16.87	0.51	31.03	
2019-06	44.58	28.05	0.35	41.45	0.56	46.66	
2019-07	44.71	28.13	0.34	51.94	0.54	54.74	
2019-08	48.99	30.82	0.45	70.86	0.67	76.22	
2019-09	56.41	35.49	0.66	82.1	0.89	87.81	
2019-10	51.13	32.17	0.49	74.41	0.69	76.04	
2019-11	46.39	29.19	0.34	50.98	0.52	51.19	
2019-12	49.85	31.37	0.43	58.69	0.61	57.55	
2020-01	53.8	33.85	0.53	84.77	0.71	84.65	
2020-02	58.65	36.9	0.66	87.72	0.84	87.77	
2020-03	54.7	34.41	0.53	76.18	0.69	76.22	
2020-04	59.13	37.2	0.64	84.52	0.8	84.57	
2020-05	69.14	43.5	0.89	95.59	1.07	95.59	
2020-06	68.04	42.96	0.83	89.99	1.01	90	
2020-07	118.99	74.88	2.12	98.37	2.39	98.37	
2020-08	135.03	85	2.44	94.22	2.72	94.22	
2020-09	116.95	73.62	1.91	77.76	2.13	77.76	
2020-10	115.87	72.94	1.81	76.84	2.01	76.79	
2020-11	103.36	65.07	1.46	51.7	1.62	51.57	
2020-12	117.46	73.95	1.73	61.88	1.9	61.76	
2021-01	134.97	84.97	2.06	81.34	2.24	81.34	
2021-02	114.65	72.17	1.54	55.06	1.68	55.12	
2021-03	105.12	66.18	1.29	21.04	1.41	20.85	
2021-04	108.83	68.51	1.32	5.4	1.44	5.31	
2021-05	127.75	80.45	1.67	48.76	1.79	48.71	
2021-06	142.56	89.83	1.9	79.68	2.03	79.68	
2021-07	168	105.87	2.32	88.19	2.45	88.27	
2021-08	204.64	128.95	2.91	96.59	3.05	96.59	
2021-09	210.53	132.67	2.88	90.27	3.01	90.27	
2021-10	200.39	126.27	2.57	79.91	2.68	79.91	
2021-11	215.29	135.66	2.71	88.15	2.82	88.15	
2021-12	217.39	136.99	2.63	87.81	2.72	87.77	
2022-01	217.16	136.85	2.51	83.08	2.6	83.08	
2022-02	201.32	126.86	2.16	53.74	2.24	53.63	
2022-03	209.8	131.93	2.21	56.31	2.27	51.59	
2022-04	178.59	112.54	1.67	6.77	1.72	1.36	
2022-05	185.54	116.92	1.71	-7.57	1.76	-12.92	
2022-06	190.87	120.27	1.73	-10.04	1.77	-13.56	
2022-07	209.01	131.7	1.91	25.76	1.95	23.73	
2022-08	211.28	143.62	1.88	43.87	2.13	46.2	
2022-09	155.46	137.35	1.09	-42.18	1.91	49.66	
2022-10	153.47	135.59	1.03	-70.42	1.8	37.56	
2022-11	147.03	129.9	0.92	-81.04	1.63	27.8	
2022-12	131.84	116.48	0.7	-89.2	1.31	-27.4	
2023-01	126.06	111.38	0.61	-89.17	1.17	-48.66	
2023-02	119.21	105.32	0.51	-94.55	1.02	-66.79	
2023-03	106.88	94.42	0.34	-97.52	0.78	-75.66	
2023-04	112.7	99.57	0.4	-85.81	0.85	-72.46	
2023-05	95.25	84.15	0.17	-97.05	0.54	-93.39	
2023-06	89.52	79.09	0.1	-96.87	0.44	-96.87	
2023-07	92.28	81.52	0.12	-88.22	0.46	-88.22	
2023-08	90.68	80.12	0.09	-85.48	0.42	-85.48	
2023-09	89.87	79.39	0.08	-86.34	0.4	-86.29	
2023-10	76.31	67.42	-0.09	-98.63	0.18	-98.63	
2023-11	76.22	67.34	-0.1	-91.11	0.17	-91.07	
2023-12	66.81	59.02	-0.21	-98.81	0.02	-98.81	
2024-01	58.91	52.05	-0.31	-99.03	-0.11	-99.03	
2024-02	56.45	49.87	-0.34	-92.47	-0.15	-92.47	
2024-03	69.31	61.23	-0.19	-67.86	0.04	-67.86	
2024-04	60.66	53.59	-0.29	-84.02	-0.09	-84.06	
2024-05	56.98	50.34	-0.34	-93.48	-0.15	-93.48	
2024-06	56.4	49.98	-0.34	-87.55	-0.16	-87.41	
2024-07	51.96	46.48	-0.4	-91.07	-0.22	-90.72	
2024-08	48.68	43.55	-0.44	-96.1	-0.27	-96.02	
2024-09	48.26	43.17	-0.44	-92.67	-0.28	-92.57	
2024-10	68.25	61.06	-0.21	-30.85	0.02	-30.06	
2024-11	68.19	61.01	-0.21	-0.13	0.01	2.04	
2024-12	66.52	59.51	-0.23	16.03	-0.02	17.74	
2025-01	59.65	53.36	-0.31	6.55	-0.13	9.76	
