month	ct_avg_Tdx收盘价	人均持股
1996-12	14.2	2082	
1997-12	8.97	1291	
1998-12	8.37	1653	
1999-12	10.54	2430	
2000-12	18.65	2653	
2001-12	16.06	0	
2002-06	14.53	0	
2002-09	12.65	0	
2002-12	9.11	0	
2003-03	9.43	0	
2003-06	8.18	0	
2003-09	7.32	0	
2003-12	5.86	0	
2004-03	6.78	0	
2004-06	5.99	0	
2004-09	5.41	0	
2004-12	4.29	0	
2005-03	3.7	0	
2005-06	3.34	0	
2005-09	3.79	0	
2005-12	3.6	3326	
2006-03	3.62	3445	
2006-06	4.25	4198	
2006-09	2.65	6292	
2006-12	2.82	7455	
2007-03	5	7418	
2007-06	8.46	7346	
2007-09	10.14	8837	
2007-12	8.18	6993	
2008-12	4.19	10879	
2009-03	6.01	10565	
2009-06	7.23	9143	
2009-09	8.73	13449	
2009-12	9.25	22320	
2010-03	8.54	13953	
2010-06	7.81	16103	
2010-09	10.27	12865	
2010-12	12.61	9672	
2011-03	11.19	8537	
2011-06	11.61	7615	
2011-09	9.62	7584	
2011-12	7.41	7294	
2012-03	7.87	7641	
2012-06	8.66	7665	
2012-09	9.38	7646	
2012-12	7.17	7504	
2013-03	7.36	8274	
2013-06	6.34	8836	
2013-09	6.56	9609	
2013-12	6.21	10226	
2014-03	6.41	9656	
2014-06	5.82	10080	
2014-12	9.04	8093	
2015-03	13.51	12255	
2015-06	28.72	8355	
2015-09	12.15	8183	
2015-12	20.52	7956	
2016-03	13.72	8714	
2016-06	14.96	10706	
2016-09	15.99	11714	
2016-12	15.39	12092	
2017-03	16.45	11721	
2017-06	13.65	11888	
2017-09	18.95	11193	
2017-12	17.72	15863	
2018-03	16.31	17709	
2018-06	13.95	18251	
2018-09	11.9	19155	
2018-12	11.35	19809	
2019-03	12.41	17429	
2019-06	7.51	12102	
2019-07	8.84	14219	
2019-08	9.43	16047	
2019-09	8.98	17053.5	
2019-12	7.66	17056	
2020-03	6.24	16578	
2020-06	5.89	20755	
2020-09	7.6	25857	
2020-12	7.71	26519	
2021-01	8.17	26138	
2021-03	9.13	24012	
2021-06	20.93	11800	
2021-08	28.78	8824	
2021-09	30.03	10244	
2021-12	33.09	12084	
2022-03	34.44	35992	
2022-05	28.32	31616	
2022-06	32.6	41724	
2022-07	35.93	35095	
2022-08	33.06	34373	
2022-09	30.41	36206.5	
2022-11	30.3	37868	
2022-12	27.11	34158	
2023-01	26.94	34383	
2023-03	26.16	33480	
2023-05	23.17	33266	
2023-06	23.18	33681	
2023-07	23.28	34840	
2023-09	23.47	37866	
2023-12	24.3	41883	
2024-03	30.01	52656	
2024-05	27.82	45618	
2024-06	25.06	45612	
2024-07	24.01	43527	
2024-08	22.81	43840	
2024-09	24.39	46560	
2024-10	27.66	46284	
2024-12	27.76	50721	
