month	ct_avg_前复权价格	股东人数
1996-12	1.82	7203	
1997-12	2.07	20446	
1998-12	1.96	18693	
1999-12	2.47	12715	
2000-12	4.44	11649	
2001-12	4.11	7828	
2002-06	3.72	7401	
2002-09	3.24	10399	
2002-12	2.33	11448	
2003-03	2.42	11147	
2003-06	2.1	11980	
2003-09	1.87	12064	
2003-12	1.5	11613	
2004-03	1.74	12376	
2004-06	1.53	12089	
2004-09	1.39	12197	
2004-12	1.1	12151	
2005-03	0.95	11956	
2005-06	0.86	12069	
2005-09	0.97	11876	
2005-12	0.92	12241	
2006-03	0.92	11820	
2006-06	1.13	9700	
2006-09	1.1	10515	
2006-12	1.17	8875	
2007-03	2.1	8919	
2007-06	3.52	9007	
2007-09	4.25	7487	
2007-12	3.53	11566	
2008-03	3.66	11566	
2008-06	3.66	11568	
2008-09	3.66	11567	
2008-12	3.14	13381	
2009-03	4.5	14578	
2009-06	5.41	16846	
2009-09	6.54	18760	
2009-12	6.92	11304	
2010-03	6.39	18082	
2010-06	5.86	15668	
2010-09	7.69	19612	
2010-12	9.45	26087	
2011-03	8.38	29555	
2011-06	8.7	33131	
2011-09	7.21	33266	
2011-12	5.55	34588	
2012-03	5.89	33018	
2012-06	6.47	32917	
2012-09	7.03	33000	
2012-12	5.37	33623	
2013-03	5.51	30493	
2013-06	4.74	28553	
2013-09	4.91	26257	
2013-12	4.65	24672	
2014-03	4.8	26129	
2014-06	4.4	25030	
2014-09	4.43	24948	
2014-12	5.24	31174	
2015-03	10.12	20588	
2015-06	21.51	30196	
2015-09	9.1	30832	
2015-12	16.04	31713	
2016-03	10.28	28952	
2016-06	11.21	23567	
2016-09	11.98	21539	
2016-12	11.52	20865	
2017-03	12.32	21525	
2017-06	10.23	21224	
2017-09	14.19	27993	
2017-12	13.48	28157	
2018-03	12.41	25222	
2018-06	10.64	24472	
2018-09	9.06	23317	
2018-12	8.64	22547	
2019-03	9.44	25626	
2019-06	5.71	36906	
2019-07	6.72	31411	
2019-08	7.17	27832	
2019-09	6.83	27238.5	
2019-12	5.83	27761	
2020-03	4.75	28561	
2020-06	4.48	22813	
2020-09	5.78	18312	
2020-12	5.87	17855	
2021-01	6.22	18115	
2021-03	6.95	19719	
2021-06	15.93	40127	
2021-08	21.9	53659	
2021-09	22.85	46222	
2021-12	25.17	39184	
2022-03	25.9	42382	
2022-05	21.55	48248	
2022-06	24.81	37878	
2022-07	27.34	45033	
2022-08	25.72	46033.33	
2022-09	24.52	43674	
2022-11	24.44	41735	
2022-12	21.86	46268	
2023-01	21.73	45965	
2023-03	21.1	47223.5	
2023-05	19.46	47508	
2023-06	19.47	46923	
2023-07	19.55	45362	
2023-09	20.42	41737	
2023-12	21.14	37734	
2024-03	26.1	30014	
2024-05	24.82	34645	
2024-06	22.36	34651	
2024-07	21.42	36309	
2024-08	20.35	36050	
2024-09	21.97	33950.5	
2024-10	24.96	34146	
2024-12	25.05	31159	
