month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2022-02	7.88	-1.34	
2022-03	7.38	-23.76	
2022-04	5.71	-54.18	
2022-05	5.46	-63.35	
2022-06	5.92	-65.94	
2022-07	6.98	-48.51	
2022-08	6.99	-37.89	
2022-09	5.48	-71.9	
2022-10	4.83	-83.04	
2022-11	5.68	-69.44	
2022-12	5.4	-79.55	
2023-01	5.37	-77.79	
2023-02	6.13	-30.58	
2023-03	6.18	-15.06	
2023-04	6.49	19.6	
2023-05	5.66	-16.65	
2023-06	5.76	-13.04	
2023-07	5.53	-49.36	
2023-08	5.09	-69.68	
2023-09	4.64	-80.18	
2023-10	4.69	-75.79	
2023-11	4.96	-63.84	
2023-12	4.7	-77.47	
2024-01	3.99	-96.43	
2024-02	3.61	-93.75	
2024-03	3.93	-83.08	
2024-04	3.83	-83.57	
2024-05	4.12	-61.25	
2024-06	4.29	-38.06	
2024-07	4.6	-8.58	
2024-08	4.06	-29.02	
2024-09	3.83	-58.22	
2024-10	6.12	28.52	
2024-11	6.34	62.33	
2024-12	7.09	83	
2025-01	9.63	93.11	
2025-02	12.48	98.21	
