month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2019-01	0.81	-0.24	
2019-02	0.98	-0.08	
2019-03	1.14	0.09	
2019-04	1.16	0.1	
2019-05	0.99	-0.06	
2019-06	1.03	-0.02	
2019-07	1.06	0.01	
2019-08	0.99	-0.06	
2019-09	1.06	0.01	
2019-10	1.02	-0.03	
2019-11	1.02	-0.03	
2019-12	1.07	0.02	
2020-01	1.14	0.09	
2020-02	1.1	0.05	
2020-03	1.09	0.04	
2020-04	0.99	-0.07	
2020-05	0.95	-0.1	
2020-06	0.96	-0.09	
2020-07	1.35	0.26	
2020-08	1.35	0.26	
2020-09	1.36	0.26	
2020-10	1.37	0.26	
2020-11	1.43	0.31	
2020-12	1.39	0.26	
2021-01	1.43	0.29	
2021-02	1.41	0.26	
2021-03	1.4	0.25	
2021-04	1.44	0.27	
2021-05	1.47	0.29	
2021-06	1.6	0.4	
2021-07	1.5	0.3	
2021-08	1.67	0.44	
2021-09	1.78	0.52	
2021-10	1.58	0.34	
2021-11	1.44	0.21	
2021-12	1.63	0.36	
2022-01	1.54	0.28	
2022-02	1.43	0.18	
2022-03	1.3	0.07	
2022-04	1.18	-0.03	
2022-05	1.03	-0.16	
2022-06	1.16	-0.06	
2022-07	1.11	-0.1	
2022-08	1.06	-0.15	
2022-09	1.03	-0.18	
2022-10	0.96	-0.23	
2022-11	1.02	-0.18	
2022-12	1.04	-0.17	
2023-01	1.15	-0.09	
2023-02	1.17	-0.07	
2023-03	1.11	-0.12	
2023-04	1.18	-0.06	
2023-05	1.16	-0.07	
2023-06	1.1	-0.11	
2023-07	1.15	-0.07	
2023-08	1.25	0.02	
2023-09	1.18	-0.02	
2023-10	1.17	-0.02	
2023-11	1.15	-0.03	
2023-12	1.08	-0.08	
2024-01	1.02	-0.14	
2024-02	1.02	-0.14	
2024-03	1.04	-0.11	
2024-04	1	-0.15	
2024-05	1.01	-0.14	
2024-06	0.96	-0.17	
2024-07	0.93	-0.2	
2024-08	0.96	-0.17	
2024-09	1	-0.13	
2024-10	1.21	0.04	
2024-11	1.23	0.06	
2024-12	1.2	0.03	
2025-01	1.11	-0.03	
2025-02	1.12	-0.03	
