month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2002-09	13.92	0.07	
2002-10	13.31	0.03	
2002-11	12.25	-0.05	
2002-12	11.66	-0.1	
2003-01	11.47	-0.12	
2003-02	12.13	-0.07	
2003-03	12.49	-0.05	
2003-04	13.1	0	
2003-05	14.15	0.08	
2003-06	12.16	-0.07	
2003-07	8.16	-0.38	
2003-08	7.71	-0.41	
2003-09	7.57	-0.42	
2003-10	7.25	-0.44	
2003-11	6.65	-0.49	
2003-12	6.91	-0.46	
2004-01	6.9	-0.46	
2004-02	7.79	-0.39	
2004-03	7.58	-0.41	
2004-04	7.6	-0.41	
2004-05	6.87	-0.46	
2004-06	6.38	-0.5	
2004-07	5.91	-0.54	
2004-08	5.43	-0.57	
2004-09	5.63	-0.56	
2004-10	5.47	-0.57	
2004-11	5.45	-0.57	
2004-12	5.24	-0.59	
2005-01	4.8	-0.62	
2005-02	4.82	-0.62	
2005-03	4.63	-0.63	
2005-04	4.19	-0.66	
2005-05	3.83	-0.69	
2005-06	3.83	-0.69	
2005-07	3.43	-0.72	
2005-08	3.77	-0.69	
2005-09	3.88	-0.68	
2005-10	3.64	-0.7	
2005-11	4.16	-0.66	
2005-12	3.9	-0.67	
2006-01	4.08	-0.66	
2006-02	4.24	-0.64	
2006-03	4.01	-0.66	
2006-04	4.05	-0.66	
2006-06	5.23	-0.56	
2006-07	5.43	-0.54	
2006-08	5.59	-0.53	
2006-09	5.57	-0.53	
2006-10	6.64	-0.44	
2006-11	6.58	-0.44	
2006-12	6.9	-0.41	
2007-01	9.37	-0.2	
2007-02	10.87	-0.06	
2007-03	12.08	0.05	
2007-04	14.27	0.24	
2007-05	16.78	0.46	
2007-06	16.9	0.47	
2007-07	16.12	0.4	
2007-08	15.01	0.3	
2007-09	14.75	0.28	
2007-10	13.04	0.13	
2007-11	10.47	-0.09	
2007-12	12.28	0.07	
2008-01	13.21	0.16	
2008-02	12.01	0.06	
2008-03	11.23	-0.01	
2008-04	8.14	-0.28	
2008-05	8.63	-0.23	
2008-06	7.1	-0.36	
2008-07	7.09	-0.36	
2008-08	6.23	-0.43	
2008-09	5.78	-0.46	
2008-10	4.98	-0.53	
2008-11	5.52	-0.47	
2008-12	6.9	-0.32	
2009-01	7.72	-0.23	
2009-02	8.61	-0.13	
2009-03	8.87	-0.09	
2009-04	10.17	0.05	
2009-05	12.27	0.28	
2009-06	11.76	0.24	
2009-10	14.42	0.52	
2009-11	15.26	0.62	
2009-12	14.13	0.51	
2010-01	14.77	0.58	
2010-02	15.3	0.64	
2010-03	15.36	0.65	
2010-04	16.77	0.8	
2010-05	17.15	0.83	
2010-06	17.14	0.82	
2010-07	15.75	0.66	
2010-08	18.83	0.98	
2010-09	21.54	1.24	
2010-10	21.17	1.18	
2010-11	23.42	1.39	
2010-12	23.01	1.32	
2011-01	20.1	1.02	
2011-02	20.64	1.05	
2011-03	20.63	1.04	
2011-04	20.44	1.01	
2011-05	19.14	0.87	
2011-06	16.56	0.61	
2011-07	17.12	0.66	
2011-08	15.33	0.48	
2011-09	15.04	0.45	
2011-10	14.37	0.38	
2011-11	14.52	0.39	
2011-12	11.8	0.13	
2012-01	11.02	0.06	
2012-02	12.1	0.16	
2012-03	12.21	0.17	
2012-04	11.39	0.09	
2012-05	11.7	0.11	
2012-06	10.51	0	
2012-07	10.92	0.03	
2012-08	11.47	0.08	
2012-09	11.75	0.1	
2012-10	11.88	0.11	
2012-11	10.74	0	
2012-12	10.66	-0.01	
2013-01	11.89	0.1	
2013-02	12.91	0.19	
2013-03	13.2	0.2	
2013-04	12.6	0.14	
2013-05	12.3	0.11	
2013-06	11.36	0.02	
2013-07	11.23	0	
2013-08	11.6	0.03	
2013-09	13.02	0.15	
2013-10	14.87	0.3	
2013-11	14.48	0.25	
2013-12	14.97	0.28	
2014-01	13.52	0.15	
2014-02	14.31	0.2	
2014-03	13.69	0.14	
2014-04	13.1	0.09	
2014-05	12.04	-0.01	
2014-06	12.14	-0.01	
2014-07	12.43	0.01	
2014-08	12.9	0.04	
2014-09	14.24	0.14	
