month	ct_avg_前复权价格	人均持股
1993-12	0.85	754	
1994-12	0.58	0	
1995-12	0.65	1632	
1996-12	1.47	5181	
1997-12	0.77	1677	
1998-12	0.83	1958	
1999-06	1.01	2716	
1999-12	1.17	2397	
2000-12	3.08	13252	
2001-06	3.18	8110	
2001-12	3.11	11949	
2002-06	2.14	7517	
2002-09	2.55	8882	
2002-12	2.28	9686	
2003-03	2.7	12048	
2003-06	3.1	14987	
2003-09	2.95	23040	
2003-12	3.66	28481	
2004-03	4.98	34847	
2004-06	4.13	56693	
2004-09	3.39	28778	
2004-12	3.56	34038	
2005-03	3.95	34646	
2005-06	3.44	43195	
2005-09	3.35	23796	
2005-12	2.67	24072	
2006-03	3.11	23574	
2006-06	4.59	27241	
2006-09	4.13	28443	
2006-12	7.57	41532	
2007-03	10.73	39413	
2007-06	16.52	38313	
2007-09	19.62	22837	
2007-12	18	28796	
2008-03	17.72	17402	
2008-06	9.02	12008	
2008-09	6.25	12368	
2008-12	5.34	12272	
2009-03	7.15	13735	
2009-06	10.78	10009	
2009-09	13.51	31464	
2009-12	18.13	24201	
2010-03	15.71	15012	
2010-06	11.56	12058	
2010-09	14.96	15329	
2010-12	14.09	11794	
2011-03	16.18	11775	
2011-06	13.45	10348	
2011-09	12.27	11290	
2011-12	10.68	11630	
2012-03	11.66	12494	
2012-06	11.34	13675	
2012-09	10.08	13888	
2012-12	11.08	15013	
2013-03	11.69	15264	
2013-06	11.56	15967	
2013-09	11.94	16346	
2013-12	13.02	17463	
2014-03	11.86	16425	
2014-06	13.12	18230	
2014-09	16.43	21204	
2014-12	19.3	23056	
2015-03	24.43	875856	
2015-06	26.64	6091942	
2015-09	19.93	6566639	
2015-12	25.07	6926455	
2016-03	23.56	6926455	
2016-06	24.14	7327988	
2016-09	28.52	7223303	
2016-12	31.73	7546734	
2017-03	36.43	7778942	
2017-06	45.85	8155342	
2017-09	43.15	8155342	
2017-12	49.89	8289036	
2018-03	46.61	20569	
2018-06	46.9	8717779	
2018-09	45.64	8870723	
2018-12	41.83	9029129	
2019-03	45.86	9029129	
2019-06	42.39	9193295	
2019-09	43.39	9363541	
2020-06	40.99	9540211	
2020-12	83.38	10991983	
2021-03	93.54	11236249	
2021-06	111.63	13789936	
2021-09	92.24	13789936	
2021-12	94.06	13789936	
2022-03	75.9	13483493	
2022-06	88.62	13483493	
2022-09	81.28	13789936	
2022-12	75.68	13789936	
2023-03	73.61	13789936	
2023-06	73.44	14110633	
2023-09	82.82	13789936	
2023-12	80.48	14110633	
2024-03	94.51	14110633	
2024-06	103.8	14110633	
2024-09	112.54	14110633	
