month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2019-10	11.19	0.68	-0.51	-51.24	-0.24	-48.86	
2019-11	11.48	0.7	-0.49	-21.98	-0.2	-17.69	
2019-12	11.23	0.68	-0.5	-37.78	-0.23	-37.5	
2020-01	13.11	0.79	-0.4	21.15	-0.1	24.44	
2020-02	17.1	1.03	-0.22	65.36	0.17	66.65	
2020-03	17.83	1.08	-0.17	77.11	0.23	77.68	
2020-04	29.24	1.77	0.36	96.6	0.99	96.98	
2020-05	30.75	1.86	0.43	90.18	1.07	90.28	
2020-06	29.91	1.83	0.4	87.46	1.01	88.08	
2020-07	31.79	1.94	0.48	88.82	1.09	88.94	
2020-08	29.44	1.8	0.38	69.98	0.91	70.54	
2020-09	27.09	1.65	0.27	44.72	0.74	45.13	
2020-10	27.76	1.7	0.3	41.63	0.77	42.13	
2020-11	25.88	1.58	0.21	11.39	0.65	12.33	
2020-12	25.12	1.53	0.18	-6.29	0.58	-5.63	
2021-01	27.55	1.68	0.29	16.7	0.71	17.37	
2021-02	23.5	1.44	0.1	-25.71	0.45	-25.95	
2021-03	23.06	1.41	0.08	-44.41	0.42	-43.71	
2021-04	25.98	1.59	0.22	-25	0.59	-24.02	
2021-05	28.16	1.72	0.32	13.59	0.7	13.64	
2021-06	28.78	1.76	0.35	29.21	0.73	30.36	
2021-07	20.68	1.68	-0.03	-18.95	0.63	32.1	
2021-08	18.55	1.64	-0.13	-70.54	0.58	26.62	
2021-09	17.19	1.52	-0.19	-86.47	0.45	-19.69	
2021-10	16.4	1.45	-0.22	-93.36	0.37	-41.96	
2021-11	16.27	1.44	-0.22	-90.34	0.36	-54.22	
2021-12	17.27	1.53	-0.17	-71.51	0.43	-37.19	
2022-01	22.9	2.03	0.11	-24.44	0.88	39.43	
2022-02	23.63	2.1	0.15	2.68	0.93	74.27	
2022-03	27.33	2.48	0.33	29.34	1.23	93.13	
2022-04	32.48	2.88	0.58	45.72	1.55	91.92	
2022-05	24.17	2.14	0.18	30.97	0.88	66.82	
2022-06	23.2	2.06	0.14	15.48	0.79	49.96	
2022-07	24.85	2.21	0.22	36.61	0.91	57.14	
2022-08	21.77	1.95	0.08	-6.44	0.67	12.7	
2022-09	20.88	1.87	0.04	-37.54	0.58	-16.41	
2022-10	24.44	2.19	0.22	-10.83	0.84	5.08	
2022-11	38.58	3.46	0.92	68.95	1.84	70.98	
2022-12	41.62	3.73	1.06	86.61	1.98	85.96	
2023-01	29.3	2.63	0.45	61.83	1.09	61.5	
2023-02	30.07	2.7	0.49	57.59	1.11	55.76	
2023-03	29	2.6	0.44	33.66	1	33.35	
2023-04	30.75	2.76	0.53	45.91	1.09	46.24	
2023-05	29.47	2.64	0.46	24.87	0.98	24.2	
2023-06	26.67	2.39	0.33	-19.15	0.77	-19.29	
2023-07	24.82	2.25	0.24	-45.58	0.65	-42.26	
2023-08	23.62	2.16	0.19	-62.46	0.58	-60.6	
2023-09	22.74	2.08	0.16	-72.46	0.51	-71.83	
2023-10	22.57	2.06	0.15	-76.63	0.49	-76.57	
2023-11	23.44	2.14	0.19	-71.79	0.54	-70.7	
2023-12	23.9	2.19	0.21	-55.66	0.56	-54.46	
2024-01	22.34	2.04	0.13	-80.76	0.44	-80.07	
2024-02	20.65	1.89	0.04	-87.5	0.33	-88.08	
2024-03	21.11	1.93	0.06	-88.22	0.35	-86.82	
2024-04	19.65	1.8	-0.01	-98.88	0.25	-97.86	
2024-05	19.06	1.74	-0.04	-95.45	0.2	-95.18	
2024-06	16.78	1.53	-0.16	-99.91	0.05	-99.67	
2024-07	15.38	1.42	-0.23	-95.77	-0.03	-93.67	
2024-08	16.18	1.51	-0.19	-82.91	0.03	-81.45	
2024-09	15.28	1.42	-0.24	-91.35	-0.04	-90.88	
2024-10	17.14	1.6	-0.14	-59.57	0.08	-57.24	
2024-11	17.42	1.62	-0.13	-41.58	0.09	-37.33	
2024-12	16.67	1.56	-0.17	-48.05	0.05	-43.95	
2025-01	15.89	1.48	-0.21	-65.54	-0.01	-62.92	
