month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2013-08	0.98	69.53	
2013-09	0.92	71.48	
2013-10	0.95	80.95	
2013-11	0.9	66.67	
2013-12	0.91	63.23	
2014-01	1.04	87.42	
2014-02	1.02	86.89	
2014-03	0.94	59.91	
2014-04	1.02	79.51	
2014-05	0.89	22.59	
2014-06	0.87	-9.91	
2014-07	0.87	-28.8	
2014-08	0.91	-19.51	
2014-09	0.93	-1.06	
2014-10	0.99	30.21	
2014-11	0.94	25.45	
2014-12	0.91	16.81	
2015-01	0.89	-33.62	
2015-02	0.93	-9.64	
2015-03	1.03	46.79	
2015-04	1.26	86.18	
2015-05	1.52	97.99	
2015-06	1.57	91.03	
2015-07	1.04	41.62	
2015-08	1.02	18.58	
2015-09	0.84	-23.44	
2015-10	0.96	-22.32	
2015-11	1.09	-6.76	
2015-12	1.07	-3.42	
2016-01	0.82	-49.33	
2016-02	0.8	-63.51	
2016-03	0.77	-77.68	
2016-04	0.86	-65.67	
2016-05	0.87	-57.36	
2016-06	0.91	-34.64	
2016-07	1	6.59	
2016-08	0.98	21.12	
2016-09	0.96	25.94	
2016-10	0.98	33.82	
2016-11	1.01	48.66	
2016-12	1.04	66.19	
2017-01	1.01	56.5	
2017-02	1.03	56.75	
2017-03	1.07	82.3	
2017-04	1.04	70.59	
2017-05	0.99	16.92	
2017-06	1	4.67	
2017-07	1.01	19.77	
2017-08	1	-18.01	
2017-09	0.98	-35.71	
2017-10	1.01	-26.84	
2017-11	1.03	7.31	
2017-12	0.94	-42.52	
2018-01	0.95	-63.39	
2018-02	0.82	-84.82	
2018-03	0.89	-77.39	
2018-04	0.89	-77.93	
2018-05	0.99	-25.49	
2018-06	0.89	-39.96	
2018-07	0.83	-76.95	
2018-08	0.78	-91.89	
2018-09	0.74	-95.07	
2018-10	0.65	-97.82	
2018-11	0.66	-89.29	
2018-12	0.64	-93.26	
2019-01	0.64	-86.16	
2019-02	0.69	-58.39	
2019-03	0.77	-21.9	
2019-04	0.8	5.82	
2019-05	0.72	-13.57	
2019-06	0.69	-35.2	
2019-07	0.7	-33.77	
2019-08	0.64	-63.43	
2019-09	0.68	-50.54	
2019-10	0.68	-48.86	
2019-11	0.7	-17.69	
2019-12	0.68	-37.5	
2020-01	0.79	24.44	
2020-02	1.03	66.65	
2020-03	1.08	77.68	
2020-04	1.77	96.98	
2020-05	1.86	90.28	
2020-06	1.83	88.08	
2020-07	1.94	88.94	
2020-08	1.8	70.54	
2020-09	1.65	45.13	
2020-10	1.7	42.13	
2020-11	1.58	12.33	
2020-12	1.53	-5.63	
2021-01	1.68	17.37	
2021-02	1.44	-25.95	
2021-03	1.41	-43.71	
2021-04	1.59	-24.02	
2021-05	1.72	13.64	
2021-06	1.76	30.36	
2021-07	1.68	32.1	
2021-08	1.64	26.62	
2021-09	1.52	-19.69	
2021-10	1.45	-41.96	
2021-11	1.44	-54.22	
2021-12	1.53	-37.19	
2022-01	2.03	39.43	
2022-02	2.1	74.27	
2022-03	2.48	93.13	
2022-04	2.88	91.92	
2022-05	2.14	66.82	
2022-06	2.06	49.96	
2022-07	2.21	57.14	
2022-08	1.95	12.7	
2022-09	1.87	-16.41	
2022-10	2.19	5.08	
2022-11	3.46	70.98	
2022-12	3.73	85.96	
2023-01	2.63	61.5	
2023-02	2.7	55.76	
2023-03	2.6	33.35	
2023-04	2.76	46.24	
2023-05	2.64	24.2	
2023-06	2.39	-19.29	
2023-07	2.25	-42.26	
2023-08	2.16	-60.6	
2023-09	2.08	-71.83	
2023-10	2.06	-76.57	
2023-11	2.14	-70.7	
2023-12	2.19	-54.46	
2024-01	2.04	-80.07	
2024-02	1.89	-88.08	
2024-03	1.93	-86.82	
2024-04	1.8	-97.86	
2024-05	1.74	-95.18	
2024-06	1.53	-99.67	
2024-07	1.42	-93.67	
2024-08	1.51	-81.45	
2024-09	1.42	-90.88	
2024-10	1.6	-57.24	
2024-11	1.62	-37.33	
2024-12	1.56	-43.95	
2025-01	1.48	-62.92	
