month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2009-04	10.05	0.78	
2009-05	10.24	0.78	
2009-06	9.25	0.59	
2009-07	9.86	0.67	
2009-08	10.19	0.7	
2009-09	9.77	0.61	
2009-10	10.86	0.76	
2009-11	12.33	0.97	
2009-12	13.3	1.08	
2010-01	13.41	1.06	
2010-02	12.89	0.95	
2010-03	13.49	1	
2010-04	12.96	0.89	
2010-05	10.55	0.52	
2010-06	10.17	0.45	
2010-07	8.74	0.23	
2010-08	9.62	0.34	
2010-09	10.04	0.38	
2010-10	11.47	0.56	
2010-11	11.79	0.58	
2010-12	10.92	0.44	
2011-01	11.32	0.48	
2011-02	13.07	0.68	
2011-03	14.88	0.88	
2011-04	15.14	0.88	
2011-05	13.26	0.62	
2011-06	13.44	0.62	
2011-07	14.36	0.7	
2011-08	13.07	0.53	
2011-09	12.45	0.44	
2011-10	11.13	0.27	
2011-11	11.11	0.25	
2011-12	9.65	0.08	
2012-01	10.06	0.11	
2012-02	11.15	0.22	
2012-03	11.1	0.2	
2012-04	10.77	0.16	
2012-05	11.63	0.23	
2012-06	11.57	0.22	
2012-07	10.64	0.11	
2012-08	10.48	0.08	
2012-09	10.51	0.07	
2012-10	11.22	0.14	
2012-11	10.63	0.07	
2012-12	11.48	0.14	
2013-01	12.84	0.26	
2013-02	13.7	0.33	
2013-03	13.57	0.31	
2013-04	14.82	0.41	
2013-05	15.18	0.43	
2013-06	13.64	0.27	
2013-07	13.75	0.27	
2013-08	14.04	0.28	
2013-09	13.89	0.25	
2013-10	14.18	0.27	
2013-11	15.22	0.35	
2013-12	16.75	0.46	
2014-01	16.02	0.38	
2014-02	15.79	0.35	
2014-03	14.24	0.2	
2014-04	14.32	0.2	
2014-05	13.74	0.14	
2014-06	13.52	0.11	
2014-07	13.34	0.09	
2014-08	14.57	0.18	
2014-09	14.98	0.21	
2014-10	15.37	0.23	
2014-11	15.63	0.24	
2014-12	18.07	0.42	
2015-01	20.22	0.57	
2015-02	18.57	0.43	
2015-03	19.87	0.51	
2015-04	22.12	0.66	
2015-05	22.18	0.66	
2015-06	23.72	0.76	
2015-07	18.4	0.36	
2015-08	18.11	0.33	
2015-09	15.71	0.16	
2015-10	15.77	0.16	
2015-11	16.43	0.22	
2015-12	15.83	0.18	
2016-01	13.69	0.02	
2016-02	12.05	-0.09	
2016-03	12.79	-0.03	
2016-04	14.09	0.07	
2016-05	13.61	0.04	
2016-06	15.27	0.17	
2016-07	16.17	0.24	
2016-08	17.67	0.36	
2016-09	18	0.38	
2016-10	18.93	0.44	
2016-11	18.58	0.41	
2016-12	18.66	0.4	
2017-01	21.41	0.59	
2017-02	22.84	0.68	
2017-03	24	0.74	
2017-04	26.14	0.87	
2017-05	25.03	0.77	
2017-06	27.99	0.95	
2017-07	32.87	1.25	
2017-08	37.83	1.54	
2017-09	43.79	1.87	
2017-10	43.34	1.78	
2017-11	41.79	1.63	
2017-12	41.4	1.55	
2018-01	41.42	1.5	
2018-02	41.42	1.46	
2018-03	41.42	1.42	
2018-04	41.42	1.38	
2018-05	41.42	1.34	
2018-06	52.21	1.89	
2018-07	55.58	2	
2018-08	55.73	1.94	
2018-09	49.32	1.55	
2018-10	37.96	0.94	
2018-11	33.66	0.69	
2018-12	34.58	0.72	
2019-01	35.3	0.73	
2019-02	42.76	1.07	
2019-03	46.48	1.21	
2019-04	53.31	1.49	
2019-05	46.24	1.12	
2019-06	47.91	1.16	
2019-07	50.45	1.24	
2019-08	51.52	1.25	
2019-09	54.48	1.34	
2019-10	52.71	1.23	
2019-11	55.9	1.32	
2019-12	62.2	1.53	
2020-01	64.95	1.59	
2020-02	59.42	1.32	
2020-03	53.09	1.04	
2020-04	51.28	0.94	
2020-05	55.78	1.08	
2020-06	59.82	1.19	
2020-07	73.47	1.63	
2020-08	84.21	1.93	
2020-09	89.46	2.03	
2020-10	96.33	2.18	
2020-11	106.15	2.39	
2020-12	105.17	2.26	
2021-01	134.18	3.01	
2021-02	161.03	3.6	
2021-03	138.23	2.81	
2021-04	131.94	2.52	
2021-05	132.18	2.42	
2021-06	137.19	2.44	
2021-07	147.47	2.58	
2021-08	137.85	2.25	
2021-09	133.6	2.06	
2021-10	132.8	1.96	
2021-11	122.93	1.68	
2021-12	125.46	1.67	
2022-01	119.76	1.49	
2022-02	119.37	1.43	
2022-03	102.91	1.06	
2022-04	103.23	1.03	
2022-05	105.26	1.03	
2022-06	114.88	1.18	
2022-07	116.11	1.16	
2022-08	109.49	1	
2022-09	115.16	1.07	
2022-10	112.26	0.98	
2022-11	109.98	0.91	
2022-12	117.07	0.99	
2023-01	120.24	1.01	
2023-02	128.77	1.11	
2023-03	126.62	1.04	
2023-04	120.28	0.91	
2023-05	112.56	0.76	
2023-06	115	0.77	
2023-07	118.65	0.8	
2023-08	123.33	0.84	
2023-09	122.05	0.8	
2023-10	113.01	0.64	
2023-11	108.69	0.56	
2023-12	99.98	0.42	
2024-01	93.6	0.31	
2024-02	97.4	0.35	
2024-03	102.1	0.4	
2024-04	113.6	0.54	
2024-05	119.52	0.59	
2024-06	113.99	0.5	
2024-07	106.54	0.38	
2024-08	95.59	0.23	
2024-09	100	0.27	
2024-10	107.15	0.35	
2024-11	103.15	0.28	
2024-12	99.05	0.22	
2025-01	91.36	0.11	
