month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2008-08	14.21	-89.29	
2008-09	12.96	-91.63	
2008-10	14.35	-79.11	
2008-11	15.39	-65.67	
2008-12	17.03	-34.63	
2009-01	16.14	-29.29	
2009-02	18.27	2.99	
2009-03	21.15	24.57	
2009-04	22.77	38.14	
2009-05	21.64	40.77	
2009-06	25.14	65.42	
2009-07	29.09	72.2	
2009-08	25.34	51.36	
2009-09	24.06	33.28	
2009-10	26.6	48.05	
2009-11	26.35	55.27	
2009-12	23.64	7.65	
2010-01	20.56	-41.47	
2010-02	19.35	-48.21	
2010-03	20.06	-45.46	
2010-04	17.53	-61.52	
2010-05	11.09	-85.45	
2010-06	11.12	-84.49	
2010-07	11.68	-78.45	
2010-08	12.64	-71.55	
2010-09	11.45	-82.33	
2010-10	14.42	-45.03	
2010-11	13.23	-41.52	
2010-12	12.77	-47.09	
2011-01	13.92	-2.77	
2011-02	12.81	-17.44	
2011-03	13.1	-25.41	
2011-04	13.85	20.98	
2011-05	11.44	-21	
2011-06	10.04	-70.83	
2011-07	10.89	-64.29	
2011-08	10.86	-66.5	
2011-09	10.15	-84.18	
2011-10	9.23	-92.58	
2011-11	9.5	-87.41	
2011-12	9.86	-74.35	
2012-01	10.27	-54.82	
2012-02	10.81	-21.79	
2012-03	11.03	0.08	
2012-04	11.9	28.85	
2012-05	13.15	55.92	
2012-06	12.83	65	
2012-07	11.88	51.42	
2012-08	10.09	-3.14	
2012-09	10.19	-25.89	
2012-10	10.89	-24.21	
2012-11	11.37	-3.65	
2012-12	12.45	43.15	
2013-01	13.77	70.45	
2013-02	12.7	64.88	
2013-03	11.5	24.96	
2013-04	11.95	25.89	
2013-05	12.21	37.09	
2013-06	10.8	3.15	
2013-07	10.32	-47.55	
2013-08	10.87	-45.09	
2013-09	10.61	-50.61	
2013-10	9.7	-74.26	
2013-11	9.12	-86.18	
2013-12	8.53	-95.37	
2014-01	7.76	-95.92	
2014-02	7.43	-93.36	
2014-03	7.07	-91.96	
2014-04	7.88	-72.66	
2014-05	6.54	-87.9	
2014-06	5.01	-97.68	
2014-07	5.5	-83.81	
2014-08	5.76	-79.47	
2014-09	5.67	-78.32	
2014-10	5.66	-73.61	
2014-11	6.12	-38.7	
2014-12	8.42	12.58	
2015-01	10.83	48.17	
2015-02	9.93	50.42	
2015-03	10.07	59.82	
2015-04	13.04	88.31	
2015-05	13.4	86.65	
2015-06	12.44	76.74	
2015-07	10.17	43.28	
2015-08	8.92	10.2	
2015-09	8.14	-23.12	
2015-10	8.61	-23.42	
2015-11	9.25	-13.22	
2015-12	11.06	27.45	
2016-01	9.03	-10.71	
2016-02	9.04	-33.39	
2016-03	9.73	-7.34	
2016-04	9.25	-24.33	
2016-05	8.67	-53.39	
2016-06	8.43	-68.88	
2016-07	9.06	-43.81	
2016-08	9.59	-8.04	
2016-09	9.57	21.07	
2016-10	9.18	-2.06	
2016-11	9.4	-3.49	
2016-12	9.54	22.08	
2017-01	9.18	-22.52	
2017-02	9.45	1.04	
2017-03	9.66	38.43	
2017-04	9.73	61.41	
2017-05	9.35	10.22	
2017-06	9.76	55.6	
2017-07	10.5	93.62	
2017-08	10.15	83.54	
2017-09	10.88	93.24	
2017-10	10.49	80.88	
2017-11	11.27	89.89	
2017-12	12.91	96.39	
2018-01	16.49	98.7	
2018-02	15.94	88.99	
2018-03	14.29	71.67	
2018-04	13.69	57.89	
2018-05	13.25	43.02	
2018-06	13.26	31.16	
2018-07	11.25	-16.48	
2018-08	11.33	-30.4	
2018-09	12.11	-20.25	
2018-10	11.49	-40.38	
2018-11	12.82	-1.54	
2018-12	12.49	1.65	
2019-01	12.09	-23.91	
2019-02	13.06	28.1	
2019-03	13.69	51.66	
2019-04	14.04	64.46	
2019-05	12.65	38.53	
2019-06	12.77	29.56	
2019-07	13.82	70.73	
2019-08	13.95	82.95	
2019-09	14.21	83.84	
2019-10	15.36	93.65	
2019-11	14.48	78.27	
2019-12	15.56	92.78	
2020-01	15.95	94.53	
2020-02	15.19	77.28	
2020-03	15.57	76.99	
2020-04	15.57	66.88	
2020-05	15.39	67.36	
2020-06	14.68	14.87	
2020-07	16.56	67.86	
2020-08	16.42	88.35	
2020-09	16.51	88.51	
2020-10	16.11	74.05	
2020-11	16.42	66.45	
2020-12	16.2	61.45	
2021-01	15.09	3.8	
2021-02	14.33	-33.51	
2021-03	15.02	-35.29	
2021-04	14.21	-63.39	
2021-05	13.6	-82.14	
2021-06	12.79	-91.67	
2021-07	11.44	-97.12	
2021-08	11.45	-88.11	
2021-09	12.83	-65.4	
2021-10	13.37	-39.01	
2021-11	13.73	-26.34	
2021-12	14.92	19.26	
2022-01	15.77	44.93	
2022-02	15.87	54.13	
2022-03	16.91	68.57	
2022-04	17.91	77.44	
2022-05	16.43	67.95	
2022-06	15.86	50.89	
2022-07	16.49	61.9	
2022-08	16.05	39.83	
2022-09	17.76	77.29	
2022-10	16.63	65.79	
2022-11	15.37	9.9	
2022-12	15.73	-8.04	
2023-01	15.89	-17.64	
2023-02	15.31	-48.21	
2023-03	14.42	-75.93	
2023-04	14.59	-72.98	
2023-05	13.69	-87.99	
2023-06	13.39	-88.44	
2023-07	13	-89.37	
2023-08	14.1	-59.74	
2023-09	13.47	-67.77	
2023-10	11.79	-91.7	
2023-11	10.93	-97.32	
2023-12	9.91	-98.04	
2024-01	9.19	-96.87	
2024-02	9.71	-81.38	
2024-03	9.45	-84.61	
2024-04	8.36	-95.85	
2024-05	10.16	-63.08	
2024-06	9.77	-51.27	
2024-07	8.91	-75.82	
2024-08	8.16	-93.22	
2024-09	8.14	-87.83	
2024-10	10.68	-27.13	
2024-11	10.48	1.45	
2024-12	9.62	-2.35	
2025-01	8.57	-38.84	
2025-02	8.23	-51.79	
