month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
1997-10	7.02	-25.89	
1997-11	6.38	-55.27	
1997-12	5.69	-83.66	
1998-01	5.65	-84.7	
1998-02	5.91	-74.05	
1998-03	6.07	-66.11	
1998-04	6.27	-34.82	
1998-05	6.41	-11.88	
1998-06	7.35	34.11	
1998-07	6.68	32.45	
1998-08	5.95	-11.22	
1998-09	5.86	-36.97	
1998-10	5.83	-46.56	
1998-11	5.7	-60.12	
1998-12	5.42	-74.15	
1999-01	5.07	-79.46	
1999-02	4.89	-86.1	
1999-03	5.66	-60.4	
1999-04	5.83	-32.3	
1999-05	5.38	-62.37	
1999-06	6.14	-12.76	
1999-07	6.27	32.43	
1999-08	6.83	61.73	
1999-09	7.21	75.89	
1999-10	6.37	60.83	
1999-11	6.34	49.76	
1999-12	6.5	50.62	
2000-01	7.04	75.42	
2000-02	7.26	83.93	
2000-03	8.02	91.3	
2000-04	8.74	93.84	
2000-05	7.93	79.12	
2000-06	8.4	87.41	
2000-07	8.02	65.6	
2000-08	9.1	89.48	
2000-09	9.18	84.86	
2000-10	9.2	84.56	
2000-11	10.18	95.37	
2000-12	9.92	85.71	
2001-01	10	87.05	
2001-02	9.07	48.91	
2001-03	9.18	31.63	
2001-04	9.73	58.97	
2001-05	10.42	79.94	
2001-06	12.53	89.84	
2001-07	11.14	78.77	
2001-08	10.65	63.94	
2001-09	10.33	54.6	
2001-10	8.12	-13.05	
2001-11	8.54	-32.35	
2001-12	8.68	-40.56	
2002-01	6.33	-68.04	
2002-02	6.26	-77.05	
2002-03	7.42	-68.45	
2002-04	7.89	-54.99	
2002-05	8.3	-34.82	
2002-06	8.03	-40	
2002-07	8.5	-4.39	
2002-08	8.17	-11.73	
2002-09	7.87	-28.3	
2002-10	7.26	-58.38	
2002-11	6.63	-72.83	
2002-12	6.28	-78.32	
2003-01	6.77	-66.83	
2003-02	7.47	-37.68	
2003-03	7.18	-41.54	
2003-04	7.58	-11.36	
2003-05	8.02	15.82	
2003-06	8.26	34.86	
2003-07	8.08	37.42	
2003-08	7.49	6.97	
2003-09	7.97	26.05	
2003-10	8.57	73.51	
2003-11	7.67	40	
2003-12	8.29	55.93	
2004-01	9.84	93.48	
2004-02	10.3	95.85	
2004-03	10.25	89.52	
2004-04	13.51	97.32	
2004-05	12.28	83.99	
2004-06	11.42	71.96	
2004-07	10.99	53.25	
2004-08	9.62	17.17	
2004-09	10.44	9.05	
2004-10	12.21	51.9	
2004-11	12.87	69.97	
2004-12	11.97	58.31	
2005-01	10.63	29.6	
2005-02	10.29	-7.42	
2005-03	11.21	-5.44	
2005-04	12.66	40.6	
2005-05	10.8	13.21	
2005-06	10.41	-25.49	
2005-07	11.24	-9.86	
2005-08	12.07	51.75	
2005-09	12.57	69.28	
2005-10	12.88	73.49	
2005-11	11.34	27.96	
2005-12	11.69	15.22	
2006-01	13.55	74.44	
2006-02	15.01	90.65	
2006-03	15.46	99.7	
2006-04	15.78	95.62	
2006-05	15.94	90.77	
2006-06	15.98	86.48	
2006-07	19.32	96.77	
2006-08	17.53	83.58	
2006-09	18.56	89.8	
2006-10	20.74	95.9	
2006-11	21.47	94.48	
2006-12	24.74	97.53	
2007-02	40.09	99.7	
2007-03	43.77	94.4	
2007-04	51.48	97.53	
2007-05	52.53	92.56	
2007-06	60.31	94.64	
2007-07	65.29	95.41	
2007-08	75.1	97.6	
2007-09	82.64	97.37	
2007-10	78.69	84.52	
2007-11	69.08	60.39	
2007-12	80.27	79.79	
2008-01	89.24	90.6	
2008-02	88.73	87.44	
2008-03	67.77	46.64	
2008-04	40.9	-18.45	
2008-05	37.61	-44.7	
2008-06	29.71	-66.38	
2008-07	30.65	-73.84	
2008-08	27.34	-89.24	
2008-09	24.61	-91.16	
2008-10	21.28	-94.27	
2008-11	20.41	-89.79	
2008-12	27.78	-58.85	
2009-01	30.36	-33.39	
2009-02	34.07	-9.35	
2009-03	33.49	-0.69	
2009-04	38.95	29.42	
2009-05	45.42	45.04	
2009-06	42.07	46.38	
2009-07	41.52	51.05	
2009-08	42.18	55.06	
2009-09	45.72	66.07	
2009-10	46.6	70.7	
2009-11	47.99	82.23	
2009-12	45.22	61.65	
2010-01	44.76	53.12	
2010-02	41.62	13.27	
2010-03	43.87	16.11	
2010-04	48.68	58.29	
2010-05	47.34	70.04	
2010-06	47.05	69.69	
2010-07	22.53	-41.44	
2010-08	25.22	-71.67	
2010-09	29.37	-67.41	
2010-10	35.45	-53.85	
2010-11	35.13	-47.36	
2010-12	32.95	-54.58	
2011-01	32.23	-53.97	
2011-02	34.57	-28.1	
2011-03	31.24	-31.79	
2011-04	27.2	-73.17	
2011-05	27.04	-79.24	
2011-06	24.83	-89.63	
2011-07	25.73	-75.25	
2011-08	24.05	-91.5	
2011-09	22.66	-93.96	
2011-10	23.06	-86.66	
2011-11	25.26	-56.74	
2011-12	23.65	-68.28	
2012-01	22.78	-82.92	
