month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2004-01	9.84	0.29	
2004-02	10.3	0.36	
2004-03	10.25	0.35	
2004-04	13.51	0.77	
2004-05	12.28	0.6	
2004-06	11.42	0.48	
2004-07	10.99	0.41	
2004-08	9.62	0.23	
2004-09	10.44	0.33	
2004-10	12.21	0.55	
2004-11	12.87	0.62	
2004-12	11.97	0.5	
2005-01	10.63	0.33	
2005-02	10.29	0.28	
2005-03	11.21	0.39	
2005-04	12.66	0.56	
2005-05	10.8	0.32	
2005-06	10.41	0.27	
2005-07	11.24	0.37	
2005-08	12.07	0.46	
2005-09	12.57	0.51	
2005-10	12.88	0.54	
2005-11	11.34	0.35	
2005-12	11.69	0.38	
2006-01	13.55	0.58	
2006-02	15.01	0.74	
2006-03	15.46	0.77	
2006-04	15.78	0.79	
2006-05	15.94	0.78	
2006-06	15.98	0.77	
2006-07	19.32	1.11	
2006-08	17.53	0.89	
2006-09	18.56	0.97	
2006-10	20.74	1.18	
2006-11	21.47	1.22	
2006-12	24.74	1.51	
2007-02	40.09	2.93	
2007-03	43.77	3.13	
2007-04	51.48	3.66	
2007-05	52.53	3.56	
2007-06	60.31	4	
2007-07	65.29	4.15	
2007-08	75.1	4.62	
2007-09	82.64	4.85	
2007-10	78.69	4.29	
2007-11	69.08	3.46	
2007-12	80.27	3.94	
2008-01	89.24	4.23	
2008-02	88.73	3.96	
2008-03	67.77	2.67	
2008-04	40.9	1.17	
2008-05	37.61	0.96	
2008-06	29.71	0.53	
2008-07	30.65	0.56	
2008-08	27.34	0.38	
2008-09	24.61	0.23	
2008-10	21.28	0.06	
2008-11	20.41	0.01	
2008-12	27.78	0.36	
2009-01	30.36	0.47	
2009-02	34.07	0.63	
2009-03	33.49	0.59	
2009-04	38.95	0.82	
2009-05	45.42	1.09	
2009-06	42.07	0.91	
2009-07	41.52	0.85	
2009-08	42.18	0.86	
2009-09	45.72	0.98	
2009-10	46.6	0.99	
2009-11	47.99	1.02	
2009-12	45.22	0.87	
2010-01	44.76	0.83	
2010-02	41.62	0.68	
2010-03	43.87	0.74	
2010-04	48.68	0.9	
2010-05	47.34	0.82	
2010-06	47.05	0.78	
2010-07	22.53	-0.15	
2010-08	25.22	-0.06	
2010-09	29.37	0.09	
2010-10	35.45	0.3	
2010-11	35.13	0.28	
2010-12	32.95	0.19	
2011-01	32.23	0.15	
2011-02	34.57	0.23	
2011-03	31.24	0.1	
2011-04	27.2	-0.05	
2011-05	27.04	-0.06	
2011-06	24.83	-0.14	
2011-07	25.73	-0.12	
2011-08	24.05	-0.18	
2011-09	22.66	-0.23	
2011-10	23.06	-0.22	
2011-11	25.26	-0.15	
2011-12	23.65	-0.21	
2012-01	22.78	-0.24	
2012-02	23.65	-0.22	
2012-03	23.36	-0.23	
2012-04	21.99	-0.28	
2012-05	22.02	-0.28	
2012-06	20.73	-0.33	
2012-07	16.4	-0.47	
2012-08	15.57	-0.5	
2012-09	14.1	-0.55	
2012-10	13.83	-0.55	
2012-11	12.6	-0.59	
2012-12	12.79	-0.59	
2013-01	14.31	-0.54	
2013-02	14.49	-0.53	
2013-03	14.73	-0.53	
2013-04	12.41	-0.6	
2013-05	12.79	-0.59	
2013-06	11.66	-0.63	
2013-07	10.19	-0.67	
2013-08	10.39	-0.67	
2013-09	11.47	-0.63	
2013-10	11.8	-0.62	
2013-11	11.45	-0.63	
2013-12	12.37	-0.6	
2014-01	11.37	-0.64	
2014-02	11.79	-0.62	
2014-03	12.46	-0.6	
2014-04	12.6	-0.6	
2014-05	11.69	-0.62	
