month	ct_avg_Tdx收盘价	人均持股
2014-07	27.36	0	
2014-09	26.61	2387	
2014-12	28.2	2707	
2015-03	28.43	3028	
2015-06	43.25	3016	
2015-09	26.54	17448	
2015-12	34.24	18069	
2016-03	28.82	16932	
2016-06	13.02	22847	
2016-09	13.39	19219	
2016-12	13.66	15642	
2017-03	13.85	19687	
2017-06	12.62	20260	
2017-09	15.94	30761	
2017-12	14.6	30085	
2018-03	16.28	41408	
2018-06	22.81	45773	
2018-09	18.09	39563	
2018-12	15.39	33992	
2019-03	25.01	46276	
2019-06	25.21	45478	
2019-09	31.15	49693	
2019-12	30.3	41732	
2020-03	29.39	32531	
2020-06	37.8	43620	
2020-09	47.55	27680	
2020-12	54.05	24521	
2021-03	46.37	20348	
2021-06	55.96	19605	
2021-09	44.29	15970	
2021-12	57.51	20205	
2022-03	45.83	20548	
2022-06	48.5	22136	
2022-09	43.43	22129	
2022-12	48.15	27069	
2023-03	61.74	40134	
2023-06	56.01	35665	
2023-09	61.82	37251	
2023-12	48.4	27348	
2024-03	56.1	40464	
2024-06	49.67	33317	
2024-09	39.47	28432	
