month	ct_avg_前复权价格	股东人数
2016-10	1.1	236149	
2016-12	1.08	109340	
2017-03	1.08	84969	
2017-06	1.04	83451	
2017-09	0.99	78326	
2017-12	0.79	86998	
2018-03	0.79	87997	
2018-06	0.78	84008	
2018-09	0.76	83863	
2018-12	0.75	82115	
2019-03	0.86	80775	
2019-06	0.82	78199	
2019-07	0.84	78127	
2019-09	0.85	73498	
2019-12	0.91	66447	
2020-03	0.84	67925	
2020-06	0.91	58777	
2020-09	1.31	59734	
2020-12	1.53	56437	
2021-03	1.79	53458	
2021-06	1.62	58728	
2021-09	1.6	48558	
2021-12	1.46	57009	
2022-03	1.49	47024	
2022-06	1.5	43745	
2022-09	1.57	41214	
2022-12	1.44	44993	
2023-03	1.29	69005	
2023-06	1.32	52627	
2023-09	1.3	56874	
2023-12	1.11	58583	
2024-03	1.25	54909	
2024-06	1.49	48372	
2024-09	1.48	46022	
