month	ct_avg_Tdx收盘价	人均持股
2016-10	22.86	1108	
2016-12	22.29	2394	
2017-03	22.31	3081	
2017-06	16.09	4391	
2017-09	14.51	4679	
2017-12	11.57	16847	
2018-03	11.55	16657	
2018-06	11.38	17698	
2018-09	7.72	24822	
2018-12	7.59	25350	
2019-03	8.74	25771	
2019-06	8.3	26620	
2019-07	8.25	26645	
2019-09	8.34	28323	
2019-12	8.99	70525	
2020-03	8.22	68991	
2020-06	8.97	85447	
2020-09	12.44	84078	
2020-12	14.6	89327	
2021-03	17.06	94305	
2021-06	15.3	85843	
2021-09	14.88	103821	
2021-12	13.57	88766	
2022-03	14.04	107614	
2022-06	13.92	115681	
2022-09	14.26	122785	
2022-12	13.04	112614	
2023-03	11.74	73427	
2023-06	11.94	101901	
2023-09	11.39	94292	
2023-12	9.78	91541	
2024-03	10.99	97666	
2024-06	13.03	110865	
2024-09	12.5	116526	
