month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2019-01	22.21	3.53	-0.38	-95.41	0.51	-95.05	
2019-02	24.25	3.86	-0.31	-81.73	0.63	-81.61	
2019-03	28.61	4.55	-0.18	-42.81	0.9	-42.81	
2019-04	28.27	4.5	-0.18	-22.15	0.84	-22.49	
2019-05	23.92	3.8	-0.3	-56.52	0.54	-56.7	
2019-06	23.71	3.77	-0.3	-67.15	0.51	-66.92	
2019-07	23.16	3.69	-0.31	-72.05	0.46	-71.04	
2019-08	21.37	3.44	-0.36	-83.77	0.34	-83.2	
2019-09	22.57	3.64	-0.32	-73.97	0.41	-71.96	
2019-10	22.1	3.56	-0.33	-75.05	0.36	-71.88	
2019-11	24.51	3.95	-0.26	-39.16	0.5	-34.69	
2019-12	30.79	4.96	-0.07	20.54	0.84	26.87	
2020-01	41	6.61	0.24	64.45	1.4	71.09	
2020-02	54.11	8.72	0.63	81.74	2.08	86.61	
2020-03	45.76	7.37	0.37	74.35	1.55	75.85	
2020-04	42.5	6.85	0.27	69.98	1.31	72.79	
2020-05	49.32	7.95	0.46	84.72	1.62	85.81	
2020-06	52.17	8.41	0.53	94.06	1.7	94.15	
2020-07	60.16	9.71	0.74	91.19	2.03	91.42	
2020-08	54.36	8.8	0.56	75.6	1.68	76.36	
2020-09	51.74	8.38	0.47	59.42	1.49	60.31	
2020-10	59.23	9.59	0.67	83.65	1.78	84.15	
2020-11	74.62	12.09	1.08	95.41	2.4	95.66	
2020-12	87.97	14.25	1.41	97.83	2.85	97.86	
2021-01	128.15	20.75	2.41	98.84	4.32	98.84	
2021-02	122.65	19.86	2.18	90.12	3.86	89.94	
2021-03	97.76	15.83	1.49	70.42	2.72	70.42	
2021-04	98.1	15.89	1.45	60.12	2.61	60.12	
2021-05	111.83	18.11	1.73	77.23	2.95	77.23	
2021-06	122.02	19.76	1.9	84.78	3.14	84.74	
2021-07	164.72	26.71	2.79	93.14	4.31	93.14	
2021-08	184.43	29.92	3.08	92.04	4.62	92.13	
2021-09	178.8	29.01	2.83	87.32	4.17	87.28	
2021-10	166.36	26.99	2.45	74.78	3.6	74.78	
2021-11	162.7	26.4	2.28	61.49	3.31	61.65	
2021-12	148.67	24.12	1.92	34.16	2.79	34.24	
2022-01	130.34	21.15	1.51	-1.03	2.22	-1.03	
2022-02	141.29	22.92	1.66	-2.23	2.38	-2.01	
2022-03	132.12	21.19	1.44	-14.52	2.03	-20.61	
2022-04	111.99	18.17	1.03	-42.01	1.53	-46.33	
2022-05	114.64	18.6	1.05	-45.58	1.53	-48.54	
2022-06	135.07	21.92	1.36	-21.34	1.9	-24.19	
2022-07	102.7	22.89	0.77	-55.36	1.94	-4.25	
2022-08	90.44	20.58	0.54	-84.71	1.58	-32.92	
2022-09	81.18	18.48	0.38	-92.94	1.26	-63.65	
2022-10	77.49	17.63	0.3	-90.96	1.12	-71.48	
2022-11	83.79	19.07	0.39	-82.39	1.24	-70.86	
2022-12	76.5	17.41	0.26	-94.24	1.01	-89.53	
2023-01	73.9	16.82	0.21	-91.01	0.9	-86.89	
2023-02	76.46	17.4	0.24	-81.78	0.94	-77.81	
2023-03	68.38	15.56	0.1	-95.88	0.7	-93.94	
2023-04	66.5	15.13	0.06	-93.84	0.63	-92.06	
2023-05	64.98	14.79	0.03	-93.3	0.57	-93.26	
2023-06	62.82	14.3	-0.01	-95.54	0.5	-95.45	
2023-07	60.12	13.83	-0.06	-98.09	0.43	-96.47	
2023-08	52.7	12.19	-0.18	-99.22	0.25	-99.22	
2023-09	46.48	10.75	-0.28	-98.84	0.09	-98.84	
2023-10	44.88	10.38	-0.31	-96.27	0.04	-96.27	
2023-11	43.03	9.95	-0.34	-96.96	-0.01	-96.83	
2023-12	40.27	9.31	-0.38	-96.47	-0.08	-96.39	
2024-01	41	9.48	-0.37	-85.39	-0.07	-85.35	
2024-02	35.23	8.15	-0.46	-95.66	-0.21	-95.53	
2024-03	38.61	8.93	-0.41	-84.4	-0.14	-84.44	
2024-04	37.58	8.69	-0.42	-84.64	-0.17	-84.78	
2024-05	35.07	8.11	-0.46	-96.52	-0.23	-96.52	
2024-06	31.1	7.19	-0.52	-99.62	-0.32	-99.62	
2024-07	28.25	6.58	-0.56	-96.74	-0.38	-96.51	
2024-08	26.79	6.38	-0.58	-98.7	-0.4	-98.21	
2024-09	27.11	6.46	-0.58	-92.57	-0.39	-92.48	
2024-10	32.69	7.79	-0.49	-51.94	-0.27	-46.63	
2024-11	39.67	9.45	-0.38	-8.89	-0.12	-4.8	
2024-12	38.03	9.06	-0.4	6.25	-0.16	9.17	
2025-01	34.38	8.19	-0.46	2.02	-0.24	8.33	
