month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2018-02	21.72	0.16	
2018-03	23.1	0.25	
2018-04	24.92	0.36	
2018-05	24.68	0.35	
2018-06	22.79	0.25	
2018-07	20.83	0.16	
2018-08	19.64	0.1	
2018-09	20.42	0.15	
2018-10	20.51	0.16	
2018-11	21.82	0.24	
2018-12	23.16	0.32	
2019-01	23.38	0.33	
2019-02	25.97	0.49	
2019-03	26.94	0.55	
2019-04	29.26	0.68	
2019-05	30.86	0.77	
2019-06	30.55	0.75	
2019-07	28.56	0.64	
2019-08	30.65	0.76	
2019-09	33.39	0.91	
2019-10	32.11	0.82	
2019-11	32.66	0.83	
2019-12	32.83	0.83	
2020-01	36.42	1.01	
2020-02	33.84	0.85	
2020-03	36.02	0.95	
2020-04	42.18	1.25	
2020-05	46.48	1.44	
2020-06	46.47	1.41	
2020-07	54.5	1.77	
2020-08	68.44	2.4	
2020-09	63.33	2.08	
2020-10	60.83	1.89	
2020-11	59.24	1.76	
2020-12	61.38	1.81	
2021-01	66.83	1.99	
2021-02	77.84	2.39	
2021-03	74.02	2.14	
2021-04	79.85	2.3	
2021-05	82.33	2.31	
2021-06	78.05	2.06	
2021-07	73.31	1.82	
2021-08	67.07	1.53	
2021-09	62.55	1.32	
2021-10	64.89	1.36	
2021-11	65.36	1.33	
2021-12	69.6	1.43	
2022-01	71.22	1.44	
2022-02	67.71	1.27	
2022-03	60.18	0.99	
2022-04	58.81	0.91	
2022-05	62.03	0.98	
2022-06	59.95	0.89	
2022-07	61.38	0.9	
2022-08	61.24	0.87	
2022-09	58.88	0.77	
2022-10	60.58	0.79	
2022-11	58.55	0.71	
2022-12	59.72	0.72	
2023-01	62.68	0.78	
2023-02	61.27	0.71	
2023-03	60.66	0.67	
2023-04	55.5	0.51	
2023-05	50.18	0.36	
2023-06	47.72	0.28	
2023-07	48.33	0.28	
2023-08	47.52	0.25	
2023-09	47.57	0.24	
2023-10	43.9	0.14	
2023-11	44.98	0.16	
2023-12	42.87	0.1	
2024-01	40.94	0.04	
2024-02	41.51	0.05	
2024-03	43.84	0.1	
2024-04	46.44	0.16	
2024-05	52.14	0.29	
2024-06	48.39	0.18	
2024-07	44.93	0.09	
2024-08	39.77	-0.04	
2024-09	37.76	-0.09	
2024-10	44.46	0.06	
2024-11	47.36	0.12	
2024-12	47.94	0.13	
2025-01	48.5	0.13	
2025-02	49	0.13	
