month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2011-12	1.24	65.62	
2012-01	1.18	47.08	
2012-02	1.2	41.83	
2012-03	1.35	79.34	
2012-04	1.45	94.07	
2012-05	1.5	92.78	
2012-06	1.57	95.76	
2012-07	1.65	97	
2012-08	1.57	77.45	
2012-09	1.48	50.71	
2012-10	1.43	26.93	
2012-11	1.4	-0.65	
2012-12	1.45	1.74	
2013-01	1.6	46.3	
2013-02	1.6	58.87	
2013-03	1.58	60.37	
2013-04	1.59	60.12	
2013-05	1.74	82.79	
2013-06	1.54	50.84	
2013-07	1.31	-17.39	
2013-08	1.22	-56.41	
2013-09	1.31	-55.31	
2013-10	1.49	-18.85	
2013-11	1.41	-34.23	
2013-12	1.43	-28.25	
2014-01	1.31	-63.1	
2014-02	1.21	-81.19	
2014-03	1.17	-84.61	
2014-04	1.19	-79.59	
2014-05	1.21	-72.54	
2014-06	1.26	-51.74	
2014-07	1.35	-7.84	
2014-08	1.39	20.37	
2014-09	1.38	27.08	
2014-10	1.35	24.31	
2014-11	1.33	9.37	
2014-12	1.44	43.25	
2015-01	1.64	83.97	
2015-02	1.7	88.27	
2015-03	2.02	97.44	
2015-04	2.38	96.64	
2015-05	2.68	97.14	
2015-06	2.94	91.79	
2015-07	2.6	78.34	
2015-08	2.64	80.66	
2015-09	2.06	26.52	
2015-10	2.35	27.89	
2015-11	2.42	29.42	
2015-12	2.42	19.84	
2016-01	2.27	5.4	
2016-02	2.23	-24.05	
2016-03	2.54	17.55	
2016-04	2.76	55.31	
2016-05	2.93	68.5	
2016-06	2.88	67.9	
2016-07	2.7	52.3	
2016-08	2.71	53.57	
2016-09	2.81	70.58	
2016-10	2.79	66.24	
2016-11	2.62	12.18	
2016-12	2.63	-8.89	
2017-01	2.56	-30.9	
2017-02	2.65	-22.32	
2017-03	2.79	21.16	
2017-04	2.89	50.5	
2017-05	2.98	63.84	
2017-06	3	67.98	
2017-07	3.2	87.29	
2017-08	3.25	93.36	
2017-09	3.34	94.47	
2017-10	3.45	95.75	
2017-11	3.63	96.18	
2017-12	3.88	97.28	
2018-01	3.97	91.44	
2018-02	3.85	81.73	
2018-03	4.09	92.57	
2018-04	4.42	95.19	
2018-05	4.37	90.1	
2018-06	4.04	61.83	
2018-07	3.73	21.43	
2018-08	3.52	-10.6	
2018-09	3.66	-17.43	
2018-10	3.68	-22.62	
2018-11	3.91	3.04	
2018-12	4.15	38.12	
2019-01	4.19	50.04	
2019-02	4.66	67.62	
2019-03	4.83	69.98	
2019-04	5.25	83.42	
2019-05	5.54	92.9	
2019-06	5.48	86	
2019-07	5.17	66.96	
2019-08	5.55	83.52	
2019-09	6.05	92.46	
2019-10	5.82	83.43	
2019-11	5.91	84.86	
2019-12	5.94	77.8	
2020-01	6.59	95.31	
2020-02	6.13	82.1	
2020-03	6.52	88.72	
2020-04	7.64	98.25	
2020-05	8.44	99.21	
2020-06	8.48	91.96	
2020-07	9.94	98.99	
2020-08	12.48	99.19	
2020-09	11.55	84.54	
2020-10	11.09	75.45	
2020-11	10.8	63.9	
2020-12	11.19	63.66	
2021-01	12.19	81.61	
2021-02	14.2	90.65	
2021-03	13.5	87.38	
2021-04	14.56	96.21	
2021-05	15.01	94.59	
2021-06	14.23	76.23	
2021-07	13.41	53.37	
2021-08	12.28	10.02	
2021-09	11.46	-19.24	
2021-10	11.89	-24.05	
2021-11	11.97	-28.08	
2021-12	12.75	-7.41	
2022-01	13.05	14.38	
2022-02	12.4	-11.1	
2022-03	10.87	-54.66	
2022-04	10.77	-67.2	
2022-05	11.36	-67.9	
2022-06	10.98	-81.04	
2022-07	11.26	-68.28	
2022-08	11.24	-53.69	
2022-09	10.81	-74.7	
2022-10	11.12	-60.94	
2022-11	10.75	-84.01	
2022-12	10.96	-69.64	
2023-01	11.51	-17.3	
2023-02	11.25	-9.6	
2023-03	11.14	11.72	
2023-04	10.19	-62.36	
2023-05	9.21	-95.18	
2023-06	8.76	-93.8	
2023-07	8.94	-85.37	
2023-08	8.81	-83.54	
2023-09	8.82	-83.3	
2023-10	8.14	-96.53	
2023-11	8.34	-87.3	
2023-12	7.95	-96.09	
2024-01	7.59	-95.66	
2024-02	7.7	-87.05	
2024-03	8.13	-62.5	
2024-04	8.61	-33.84	
2024-05	9.67	15.22	
2024-06	8.97	16.92	
2024-07	8.41	-2.45	
2024-08	7.45	-47.12	
2024-09	7.08	-61.61	
2024-10	8.33	-30.01	
2024-11	8.87	10.33	
2024-12	8.98	34.46	
2025-01	9.09	52.48	
2025-02	9.18	58.04	
