month	ct_avg_Tdx收盘价	人均持股
2003-09	8.96	2134	
2003-12	9.39	2184	
2004-03	9.9	2128	
2004-06	7.92	2351	
2004-09	6.47	2402	
2004-12	7.33	2660	
2005-03	6.77	2920	
2005-06	6.44	2951	
2005-09	7.2	2974	
2005-12	7.17	3428	
2006-03	11.51	5115	
2006-06	16.73	5838	
2006-09	18.34	4100	
2006-12	19.58	3711	
2007-03	31.57	7847	
2007-06	47.85	6572	
2007-09	134.62	3537	
2007-12	91.41	2710	
2008-03	100.62	2266	
2008-06	51.64	2110	
2008-09	27.89	1963	
2008-12	34.42	2426	
2009-03	53.02	2122	
2009-06	59.71	1734	
2009-09	56.35	1577	
2009-12	59.85	1715	
2010-03	49.23	1676	
2010-06	56.65	2324	
2010-09	35.55	2690	
2010-12	40.02	2489	
2011-03	37.06	4870	
2011-06	28.23	6228	
2011-09	25.28	6432	
2011-12	19.47	6401	
2012-03	22	6485	
2012-06	23.2	6972	
2012-09	16.38	10306	
2012-12	15.67	10103	
2013-03	14.8	9068	
2013-06	10.8	8962	
2013-09	10.17	8803	
2013-12	8.73	9057	
2014-03	8.24	9138	
2014-06	7.6	9402	
2014-09	8.51	9562	
2014-12	10.3	10368	
2015-03	11.99	10459	
2015-06	15.48	12377	
2015-09	8.85	12111	
2015-12	9.85	14246	
2016-03	11.02	14165	
2016-06	10.58	16536	
2016-09	12.65	13314	
2016-12	12.25	12332	
2017-03	12.07	13394	
2017-06	10.05	13358	
2017-09	11.11	14097	
2017-12	9.66	13815	
2018-03	8.96	13733	
2018-06	7.74	13751	
2018-09	6.72	13904	
2018-12	8.25	15135	
2019-03	8.69	15314	
2019-06	9.04	15645	
2019-09	9.39	15272	
2019-12	8.12	15580	
2020-03	8.05	15704	
2020-04	8.49	16807	
2020-06	8.89	16975	
2020-09	10.61	17742	
2020-12	9.07	17041	
2021-03	8.69	17402	
2021-06	9.07	21735	
2021-09	8.86	20545	
2021-12	8.27	19626	
2022-03	8.35	19985	
2022-06	7.4	19837	
2022-09	7.44	21634	
2022-12	7.92	23756	
2023-03	9.62	26902	
2023-06	10.71	30861	
2023-09	11.27	34300	
2023-12	10.15	31403	
2024-03	11.83	36620	
2024-06	14.52	38704	
2024-09	13.04	33367	
