month	ct_avg_Tdx收盘价	股东人数
2002-06	7.2	241	
2002-09	7.33	210	
2002-12	6.58	206	
2003-03	7.09	183	
2003-06	7.9	161	
2003-09	8.21	139	
2003-12	11.44	101	
2004-03	15.27	91	
2004-06	12.35	92	
2004-12	8.8	87	
2005-03	7.35	95	
2005-06	6.59	102	
2005-09	7.12	102	
2005-12	8.92	86	
2006-03	9.9	77	
2006-06	12.92	64	
2006-12	27.16	61	
2007-06	53.54	61	
2007-12	68.09	50	
2008-06	46.81	49	
2008-12	26.85	73	
2009-06	41.3	62	
2009-12	47.71	67	
2010-06	26.54	83	
2010-12	28.58	73	
2011-06	31.23	79	
2011-12	15.84	107	
2012-06	15.93	128	
2012-12	18.04	126	
2013-06	14.43	130	
2013-12	17.53	128	
2014-06	16.12	112	
2014-12	19.8	120	
2015-06	25.02	107	
2015-12	17.14	119	
2016-06	14.51	137	
2016-12	17.68	138	
2017-02	20.53	132	
2017-06	21.56	124	
2017-12	29.51	106	
2018-06	35.16	94	
2018-12	30.65	91	
2019-03	36.58	82474	
2019-06	40.09	91	
2019-12	49.1	88	
2020-06	55.68	84	
2020-12	52.88	84	
2021-06	45.22	93	
2021-12	40.02	94	
2022-06	35.48	96	
2022-12	28.71	106	
2023-06	25.19	111	
2023-12	22	116	
