month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2005-07	1.05	87.41	
2005-08	1.08	89.6	
2005-09	1.13	94.44	
2005-10	1.15	93.14	
2005-11	1.13	86.97	
2005-12	1.12	70.25	
2006-01	1.12	71.32	
2006-02	1.09	34.4	
2006-03	1.22	74.49	
2006-04	1.63	98.44	
2006-05	1.78	94.3	
2006-06	1.56	78.94	
2006-07	1.51	68.67	
2006-08	1.41	43.98	
2006-09	1.57	67.35	
2006-10	1.62	73.27	
2006-11	1.52	42.98	
2006-12	1.72	77.34	
2007-01	2.38	92.59	
2007-02	2.5	91.67	
2007-03	2.47	86.45	
2007-04	3.04	95.96	
2007-05	3.31	95.24	
2007-06	3.6	94.39	
2007-07	3.16	76.74	
2007-08	3.43	86.8	
2007-09	3.19	61.34	
2007-10	3.13	45.93	
2007-11	2.7	1.46	
2007-12	3.11	17.32	
2008-01	3.19	33.16	
2008-02	3.27	44.7	
2008-03	3.16	38.95	
2008-04	2.51	-41.16	
2008-05	2.55	-58.71	
2008-06	2.08	-84.2	
2008-07	2.17	-76.75	
2008-08	1.82	-89.5	
2008-09	1.46	-93.66	
2008-10	1.45	-94.51	
2008-11	1.51	-84.37	
2008-12	1.7	-59.82	
2009-01	1.74	-47.02	
2009-02	2.16	-11.07	
2009-03	2.16	8.6	
2009-04	2.13	17.99	
2009-05	2.08	15.87	
2009-06	2.27	45.09	
2009-07	2.36	59.82	
2009-08	2.72	81.67	
2009-09	2.85	87.01	
2009-10	3.26	94.53	
2009-11	3.61	95.15	
2009-12	3.55	87.23	
2010-01	3.59	88.35	
2010-02	3.4	66.19	
2010-03	3.37	54.19	
2010-04	3.61	67.22	
2010-05	3.82	87.81	
2010-06	3.84	86.98	
2010-07	3.45	45.74	
2010-08	4.23	86.85	
2010-09	4.59	96.9	
2010-10	4.98	97.99	
2010-11	6.33	99.55	
2010-12	6.95	90.57	
2011-01	5.84	71.74	
2011-02	5.93	70.48	
2011-03	5.93	64.29	
2011-04	5.67	41.82	
2011-05	6.07	57.44	
2011-06	5.71	18.07	
2011-07	6.41	51.45	
2011-08	6.63	73.33	
2011-09	6.01	45.66	
2011-10	6.35	44.75	
2011-11	7.24	83.6	
2011-12	6.91	79.1	
2012-01	6.44	56.07	
2012-02	6.43	34.69	
2012-03	6.51	36.69	
2012-04	6.43	15.86	
2012-05	7.14	54.14	
2012-06	8.24	91.03	
2012-07	9.68	95.98	
2012-08	9.46	87.03	
2012-09	9.29	80.13	
2012-10	9.76	90.03	
2012-11	9.23	68.26	
2012-12	9.17	47.92	
2013-01	10.12	78.75	
2013-02	10.88	92.98	
2013-03	11.59	96.94	
2013-04	11.11	84.52	
2013-05	11.33	84.29	
2013-06	12.3	89.18	
2013-07	13.45	97.79	
2013-08	13.25	86.85	
2013-09	12.61	70.35	
2013-10	12.06	50.7	
2013-11	10.44	4.42	
2013-12	10.31	-17.29	
2014-01	9.64	-40.52	
2014-02	9.46	-52.18	
2014-03	8.75	-72.11	
2014-04	8.33	-82.61	
2014-05	8.04	-90.62	
2014-06	7.89	-91.88	
2014-07	8.68	-63.32	
2014-08	8.92	-38.65	
2014-09	8.83	-31.04	
2014-10	9.53	4.56	
2014-11	9.3	15.49	
2014-12	9.39	27.6	
2015-01	9.86	49.02	
2015-02	10.77	68.81	
2015-03	11.83	80.72	
2015-04	14.33	91.37	
2015-05	17.12	95.62	
2015-06	20.93	92.01	
2015-07	16.94	77.14	
2015-08	16.5	69	
2015-09	12.99	21.7	
2015-10	14.66	24	
2015-11	15.8	38.39	
2015-12	16.66	40.8	
2016-01	14.23	20.09	
2016-02	12.84	-24.52	
2016-03	13.32	-33.89	
2016-04	14.5	-31.12	
2016-05	15.07	-11.52	
2016-06	16.06	27.1	
2016-07	19.57	55.99	
2016-08	19.72	72.98	
2016-09	18.84	71.07	
2016-10	19.41	83.87	
2016-11	19.14	70.21	
2016-12	18.58	44.97	
2017-01	18.25	27.33	
2017-02	18.56	26.44	
2017-03	19.64	61.03	
2017-04	22.18	80.85	
2017-05	22.15	88.35	
2017-06	23.09	94.6	
2017-07	23.03	86.31	
2017-08	22.55	73.14	
2017-09	22.65	60.25	
2017-10	25.52	93.96	
2017-11	26.85	93.14	
2017-12	25.62	81.85	
2018-01	29.39	94.97	
2018-02	29.19	90.36	
2018-03	33.04	98.38	
2018-04	34.96	97.52	
2018-05	43.24	99.51	
2018-06	44.9	91.65	
2018-07	48.1	95.05	
2018-08	42.33	71.24	
2018-09	39.39	46.29	
2018-10	34.18	14.34	
2018-11	32.91	-8.69	
2018-12	35.64	-10	
2019-01	35.22	-18.55	
2019-02	41.27	22.14	
2019-03	43.59	47.66	
2019-04	47.42	62.29	
2019-05	43.73	49.87	
2019-06	44.59	54.28	
2019-07	44.23	53.61	
2019-08	40.86	17.82	
2019-09	41.4	11.74	
2019-10	44.92	45.93	
2019-11	43.16	38.77	
2019-12	42.33	4.22	
2020-01	47.98	60.16	
2020-02	51.99	81.07	
2020-03	50.2	76.5	
2020-04	54.57	90.05	
2020-05	59.83	97.52	
2020-06	63.92	99.42	
2020-07	77.53	98.95	
2020-08	85.74	97.96	
2020-09	100.46	94.72	
2020-10	99.06	89.06	
2020-11	91.07	70.54	
2020-12	99.56	81.91	
2021-01	121.3	95.71	
2021-02	142.25	97.5	
2021-03	112.1	75.08	
2021-04	133.36	91.24	
2021-05	149.68	95.73	
2021-06	169.89	99.32	
2021-07	176.57	91.72	
2021-08	153.93	69.36	
2021-09	141.54	40.18	
2021-10	172.78	73.05	
2021-11	178.37	84.94	
2021-12	188.67	89.44	
2022-01	160.2	51.32	
2022-02	145.2	12.61	
2022-03	130.61	-15.14	
2022-04	125.58	-41.45	
2022-05	123.56	-65.18	
2022-06	135.21	-48.38	
2022-07	133.63	-48.43	
2022-08	121.85	-77.6	
2022-09	116.93	-81.93	
2022-10	103.19	-92.02	
2022-11	105.94	-88.07	
2022-12	116.18	-66.19	
2023-01	124.27	-36.27	
2023-02	127.58	-8.75	
2023-03	121.31	-15.96	
2023-04	114.7	-43.7	
2023-05	125.33	-5.62	
2023-06	120.82	5.85	
2023-07	117.78	-31.25	
2023-08	118.21	-25.93	
2023-09	113.26	-57.54	
2023-10	105.87	-66.81	
2023-11	104.87	-73.09	
2023-12	99.47	-90.9	
2024-01	92.86	-95.58	
2024-02	87.16	-93.24	
2024-03	96.11	-75	
2024-04	94.18	-76.61	
2024-05	97.8	-51.21	
2024-06	92.29	-71.76	
2024-07	88.84	-80.78	
2024-08	86.89	-92.69	
2024-09	87.25	-91.16	
2024-10	100.4	-24.06	
2024-11	102.57	9.82	
2024-12	93.66	-5.72	
2025-01	86.73	-42.26	
