month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
1999-06	11.08	-66.41	
1999-07	11.83	-77.44	
1999-08	10.67	-84.7	
1999-09	10.45	-89.45	
1999-10	9.86	-96.48	
1999-11	9.04	-95.45	
1999-12	8.85	-94.3	
2000-01	8.55	-94.83	
2000-02	9.42	-72.24	
2000-03	9.58	-57.92	
2000-04	10.25	-20.27	
2000-05	9.69	-29.36	
2000-06	11.66	23.01	
2000-07	12.95	50.98	
2000-08	13.75	68.59	
2000-09	12.21	59.86	
2000-10	12.45	61.08	
2000-11	13.4	77.92	
2000-12	13.35	79.72	
2001-01	13	66.26	
2001-02	11.65	21.13	
2001-03	11.67	-8.89	
2001-04	12.96	21.56	
2001-05	15.73	64.44	
2001-06	14.95	75.42	
2001-07	13.72	66.72	
2001-08	12.23	13.66	
2001-09	10.95	-22.32	
2001-10	9.21	-60.03	
2001-11	9.47	-73.29	
2001-12	8.77	-79.25	
2002-01	6.37	-93.7	
2002-02	6.97	-86.79	
2002-03	7.73	-78.15	
2002-04	8.13	-63.1	
2002-05	8.38	-47.11	
2002-06	8.02	-56.38	
2002-07	8.84	-10.6	
2002-08	8.56	-2.68	
2002-09	8.23	-21.92	
2002-10	7.98	-44.44	
2002-11	7.95	-44.35	
2002-12	7.9	-58.28	
2003-01	8.48	-19.91	
2003-02	9.23	40.65	
2003-03	9.27	56.68	
2003-04	9.18	56.72	
2003-05	8.16	10.71	
2003-06	7.86	-23.17	
2003-07	7.08	-60.17	
2003-08	7.73	-62.25	
2003-09	7.79	-54.95	
2003-10	7.54	-60.86	
2003-11	7.28	-68.75	
2003-12	7.25	-76.55	
2004-01	7.59	-59.62	
2004-02	8.99	8.48	
2004-03	9.06	40.26	
2004-04	10.13	66.07	
2004-05	9.37	65.35	
2004-06	9.05	57.4	
2004-07	9	48.99	
2004-08	9.18	51.87	
2004-09	9.32	59.17	
2004-10	9.75	77.45	
2004-11	9.24	46.27	
2004-12	8.94	10.29	
2005-01	7.66	-45.36	
2005-02	7.52	-64.97	
2005-03	7.37	-79.58	
2005-04	5.92	-91.96	
2005-05	4.43	-94.43	
2005-06	4.59	-88.73	
2005-07	3.42	-97.02	
2005-08	4.15	-78.88	
2005-09	4.58	-60.23	
2005-10	3.97	-73.69	
2005-11	3.6	-85.92	
2005-12	3.43	-90.1	
2006-01	3.81	-69.87	
2006-02	3.96	-51	
2006-03	3.89	-50.66	
2006-04	4.61	4.93	
2006-05	5.34	25.54	
2006-06	5.86	39.47	
2006-07	6.21	56.42	
2006-08	5.85	58.04	
2006-09	6.53	83.8	
2006-10	7.09	89.65	
2006-11	7.19	84.82	
2006-12	7.34	83.29	
2007-01	8.86	98.38	
2007-09	33.46	99.21	
